"period";"modularity_class";"avgIndegree";"avgOutdegree";"avgDegree";"avgBetweenness";"avgPageRank";"avgEigenvector"
"42";"5";"5,6746";"5,0053";"10,6799";"5279,813009562136";"0,00025075686765959525";"0,02140736762373251"
"42";"6";"1,0000";"1,0000";"2,0000";"0";"0,0003783479924476619";"0,0003147776314204345"
"42";"7";"4,5269";"4,5981";"9,1250";"3739,133328622492";"0,0002059746104836574";"0,015949220973577982"
"42";"8";"4,6025";"4,4979";"9,1004";"4536,10978648069";"0,00020525619670761568";"0,017827997951416232"
"42";"9";"0,5000";"0,5000";"1,0000";"0";"0,00008088553336766446";"0,00014680485937154279"
"42";"10";"1,0000";"1,0000";"2,0000";"0";"0,000056761583351644355";"0,0003147776314204345"
"42";"11";"5,1206";"5,1284";"10,2490";"5234,149602480954";"0,00021306138426713866";"0,01854998156864876"
"42";"12";"4,0253";"4,1034";"8,1287";"3857,570620706779";"0,00019531921067544365";"0,013610481827982414"
"42";"13";"4,0201";"4,3077";"8,3278";"2616,9732245959212";"0,00019934788627887782";"0,013153827509099563"
"42";"14";"0,5000";"0,5000";"1,0000";"0";"0,00008088553336766446";"0,00014680485937154279"
"42";"15";"1,0000";"1,0000";"2,0000";"0";"0,0003783479924476619";"0,0003147776314204345"
"42";"16";"1,0000";"1,0000";"2,0000";"0";"0,0003783479924476619";"0,0003147776314204345"
"43";"0";"1,0000";"1,0000";"2,0000";"0";"0,00005431970736320347";"0,00031719957544481294"
"43";"1";"3,8571";"4,2046";"8,0618";"3138,8251596869786";"0,00017537670128266083";"0,012684753190984874"
"43";"2";"2,7857";"3,2143";"6,0000";"1263,5493591587606";"0,0001442945644229149";"0,0116881424105801"
"43";"3";"4,7262";"4,4066";"9,1328";"4002,9114065950353";"0,00020670092677516246";"0,015504990244712734"
"43";"4";"0,5000";"0,5000";"1,0000";"0";"0,00007740585493322738";"0,000148255666021397"
"43";"5";"6,0173";"6,0333";"12,0506";"4654,925879524911";"0,00023484303138665146";"0,021995727032467098"
"43";"6";"4,7193";"4,8150";"9,5343";"4591,6396275682955";"0,00019094907846366738";"0,016748259154817546"
"43";"7";"5,2171";"4,3314";"9,5486";"5912,687991861169";"0,00022697467503316748";"0,020972393322420676"
"43";"8";"1,0000";"1,0000";"2,0000";"0";"0,00036206937470876523";"0,00031719957544481294"
"43";"9";"4,7460";"4,8880";"9,6340";"4297,88165168046";"0,0002000707771918212";"0,016379071111870817"
"43";"10";"0,5000";"0,5000";"1,0000";"0";"0,00007740585493322738";"0,000148255666021397"
"43";"11";"1,0000";"1,0000";"2,0000";"0";"0,00005431970736320347";"0,00031719957544481294"
"43";"12";"2,9420";"4,1594";"7,1014";"2282,8316933162555";"0,00013413608806810804";"0,009035069242261464"
"43";"13";"4,4057";"4,3501";"8,7558";"4022,7850174031796";"0,00020394045221599068";"0,01577207536884269"
"43";"14";"0,5000";"0,5000";"1,0000";"0";"0,00007740585493322738";"0,000148255666021397"
"43";"15";"1,0000";"1,0000";"2,0000";"0";"0,00036206937470876523";"0,00031719957544481294"
"43";"16";"1,0000";"1,0000";"2,0000";"0";"0,00036206937470876523";"0,00031719957544481294"
"43";"17";"3,8957";"4,3313";"8,2270";"4481,792757585877";"0,00016676836397249578";"0,015398031354438024"
"44";"0";"1,0000";"1,0000";"2,0000";"0";"0,000051467228508276476";"0,0003137247516749977"
"44";"1";"4,2509";"4,1548";"8,4057";"4493,053551319959";"0,00018262518616445888";"0,013979360799318236"
"44";"2";"4,5227";"4,5379";"9,0606";"4789,426712138613";"0,00017530063769322242";"0,01576664609138084"
"44";"3";"4,6675";"4,6336";"9,3011";"3448,7979593547116";"0,00019319283544384398";"0,014620877268720711"
"44";"4";"5,7459";"5,9912";"11,7371";"4699,821953004504";"0,0002139970674221891";"0,020360652742792414"
"44";"5";"5,8631";"5,0565";"10,9196";"6197,642644401317";"0,00022209102899171365";"0,020103532855676072"
"44";"6";"3,5755";"4,5943";"8,1698";"3730,380011762248";"0,000153192242158486";"0,01195822879529186"
"44";"7";"4,8054";"4,0545";"8,8599";"4696,5249989288895";"0,00020298505717368924";"0,01570192131390703"
"44";"8";"1,0000";"1,0000";"2,0000";"0";"0,00034305714950436756";"0,0003137247516749977"
"44";"9";"4,0062";"4,1358";"8,1420";"3709,770796104176";"0,00017757016407693728";"0,01282797692837386"
"44";"10";"0,5000";"0,5000";"1,0000";"0";"0,00007334105751796186";"0,00014694853511181618"
"44";"11";"1,0000";"1,0000";"2,0000";"0";"0,000051467228508276476";"0,0003137247516749977"
"44";"12";"4,3917";"4,6320";"9,0237";"4792,851152999277";"0,0001713250397511559";"0,014945376429699482"
"44";"13";"0,5000";"0,5000";"1,0000";"0";"0,00007334105751796186";"0,00014694853511181618"
"44";"14";"1,0000";"1,0000";"2,0000";"0";"0,00034305714950436756";"0,0003137247516749977"
"44";"15";"1,0000";"1,0000";"2,0000";"0";"0,00034305714950436756";"0,0003137247516749977"
"45";"0";"1,0000";"1,0000";"2,0000";"0";"0,000049170086397892176";"0,00030876064889628267"
"45";"1";"4,0625";"4,1830";"8,2455";"3018,121923102357";"0,0001656834718575283";"0,011692603290676219"
"45";"2";"4,6077";"4,4354";"9,0431";"3964,9222282799683";"0,00018065359964650586";"0,013039302492389023"
"45";"3";"4,6872";"4,6257";"9,3128";"5221,7218212892285";"0,00017602102319623077";"0,015635618605011607"
"45";"4";"6,5571";"6,2780";"12,8351";"6343,603849399684";"0,00022784277563970228";"0,021362409181593753"
"45";"5";"4,5748";"4,2323";"8,8071";"4936,125449879377";"0,00018512820805579938";"0,016409727268237993"
"45";"6";"1,0000";"1,0000";"2,0000";"0";"0,00032774576428252426";"0,00030876064889628267"
"45";"7";"4,4306";"5,1850";"9,6156";"4348,48946946311";"0,0001748266912361746";"0,014588335292828967"
"45";"8";"3,7235";"4,5227";"8,2462";"2955,5042841340837";"0,0001545157432430856";"0,011774070694548229"
"45";"9";"3,6735";"4,5612";"8,2347";"2597,8346307023903";"0,00014392108412474076";"0,009730383800723552"
"45";"10";"0,5000";"0,5000";"1,0000";"0";"0,0000700676162440956";"0,00014500938377534425"
"45";"11";"1,0000";"1,0000";"2,0000";"0";"0,000049170086397892176";"0,00030876064889628267"
"45";"12";"1,0000";"1,0000";"2,0000";"0";"0,000049170086397892176";"0,00030876064889628267"
"45";"13";"0,5000";"0,5000";"1,0000";"0";"0,0000700676162440956";"0,00014500938377534425"
"45";"14";"4,1560";"4,0803";"8,2362";"4578,773556176995";"0,0001682210054667959";"0,012695483968991533"
"45";"15";"1,0000";"1,0000";"2,0000";"0";"0,00032774576428252426";"0,00030876064889628267"
"45";"16";"1,0000";"1,0000";"2,0000";"0";"0,00032774576428252426";"0,00030876064889628267"
"46";"0";"1,0000";"1,0000";"2,0000";"0";"0,00004693725035389297";"0,00030076933702960046"
"46";"1";"4,1792";"4,1415";"8,3208";"3500,87332091918";"0,00015946388384409054";"0,011004978893944129"
"46";"2";"4,7390";"4,7476";"9,4867";"4228,790792767321";"0,00017805409804266258";"0,013213484063345082"
"46";"3";"6,1294";"6,2292";"12,3586";"5561,137837573454";"0,0002047961992101349";"0,01917375197151187"
"46";"4";"5,2591";"4,6246";"9,8837";"6433,218473073709";"0,00019143136423056952";"0,016936452837908345"
"46";"5";"5,2183";"4,7380";"9,9563";"6321,342542762747";"0,00017964292068971263";"0,016177768523256576"
"46";"6";"1,0000";"1,0000";"2,0000";"0";"0,0003128648719222968";"0,00030076933702960046"
"46";"7";"4,0705";"4,6206";"8,6911";"3826,5923744435013";"0,00015160881926750064";"0,012207319494754168"
"46";"8";"5,1632";"4,6658";"9,8290";"5477,621366185335";"0,00018695078848651777";"0,0158695064680106"
"46";"9";"0,5000";"0,5000";"1,0000";"0";"0,0000668858036237575";"0,00014148412284773634"
"46";"10";"1,0000";"1,0000";"2,0000";"0";"0,00004693725035389297";"0,00030076933702960046"
"46";"11";"3,1579";"4,5263";"7,6842";"2693,1167323608174";"0,00012114006331256127";"0,008612191899114637"
"46";"12";"4,3117";"4,3853";"8,6970";"4450,103103324503";"0,00016750487625584546";"0,013515901552822993"
"46";"13";"1,0000";"1,0000";"2,0000";"0";"0,00004693725035389297";"0,00030076933702960046"
"46";"14";"0,5000";"0,5000";"1,0000";"0";"0,0000668858036237575";"0,00014148412284773634"
"46";"15";"1,0000";"1,0000";"2,0000";"0";"0,0003128648719222968";"0,00030076933702960046"
"46";"16";"1,0000";"1,0000";"2,0000";"0";"0,0003128648719222968";"0,00030076933702960046"
"47";"0";"1,0000";"1,0000";"2,0000";"0";"0,00004514805335930195";"0,00029456100293594173"
"47";"1";"4,7155";"4,8567";"9,5722";"4349,857794170779";"0,0001696948559726921";"0,012940393081221637"
"47";"2";"3,4923";"4,5000";"7,9923";"3153,2329486636468";"0,0001238369237810063";"0,009817541116409789"
"47";"3";"3,8750";"4,1711";"8,0461";"4051,665411167883";"0,00013363495573419842";"0,009938517703849556"
"47";"4";"5,2941";"4,4932";"9,7873";"6292,657033750351";"0,00019236078295085395";"0,017576647388606356"
"47";"5";"5,2679";"4,4113";"9,6792";"6025,104543181399";"0,00018775266551116236";"0,014357753012069503"
"47";"6";"1,0000";"1,0000";"2,0000";"0";"0,00030093825712952936";"0,00029456100293594173"
"47";"7";"4,3822";"4,8918";"9,2740";"4669,0398468697";"0,0001607585176747851";"0,012607170792712074"
"47";"8";"6,2996";"6,1825";"12,4821";"6352,817089966842";"0,00019946123534764448";"0,018200944734278975"
"47";"9";"4,4253";"4,6257";"9,0510";"4192,834584044406";"0,00015976376679062142";"0,012704654619032467"
"47";"10";"1,0000";"1,0000";"2,0000";"0";"0,00030093825712952936";"0,00029456100293594173"
"47";"11";"4,6377";"4,4698";"9,1075";"4847,251755524604";"0,00016836960077018206";"0,013720591554325985"
"47";"12";"0,5000";"0,5000";"1,0000";"0";"0,00006433618927575161";"0,00013883035569603404"
"47";"13";"1,0000";"1,0000";"2,0000";"0";"0,00004514805335930195";"0,00029456100293594173"
"47";"14";"1,0000";"1,0000";"2,0000";"0";"0,00004514805335930195";"0,00029456100293594173"
"47";"15";"0,5000";"0,5000";"1,0000";"0";"0,00006433618927575161";"0,00013883035569603404"
"47";"16";"1,0000";"1,0000";"2,0000";"0";"0,00030093825712952936";"0,00029456100293594173"
"48";"0";"1,0000";"1,0000";"2,0000";"0";"0,00004356211028611712";"0,0002840421800912345"
"48";"1";"4,3346";"4,4461";"8,7807";"3775,3397695496365";"0,00015203860400852664";"0,010330278231856376"
"48";"2";"5,3429";"3,8531";"9,1959";"6584,212980359345";"0,00018031300714074327";"0,011931710432477106"
"48";"3";"4,9084";"4,8855";"9,7939";"6532,892266445284";"0,000157330371022045";"0,013770921208405047"
"48";"4";"3,0722";"3,7010";"6,7732";"1675,272337298134";"0,00011195374884570837";"0,007070278194817702"
"48";"5";"4,8800";"4,9867";"9,8667";"6061,177795600177";"0,0001637770388183092";"0,013680093199071095"
"48";"6";"6,4742";"6,4922";"12,9664";"6410,1919131591185";"0,00019682303626061647";"0,01716102953654064"
"48";"7";"1,0000";"1,0000";"2,0000";"0";"0,00029036489349178543";"0,0002840421800912345"
"48";"8";"5,3419";"4,6065";"9,9484";"5092,448109406439";"0,0001874516755573261";"0,014249232794061057"
"48";"9";"4,4839";"4,8118";"9,2957";"4656,109061269158";"0,00015210022507911966";"0,01263596601376351"
"48";"10";"0,5000";"0,5000";"1,0000";"0";"0,00006207621850663132";"0,00013433696146640032"
"48";"11";"1,0000";"1,0000";"2,0000";"0";"0,00004356211028611712";"0,0002840421800912345"
"48";"12";"4,6777";"4,7688";"9,4465";"4374,189356182669";"0,00016245671260015687";"0,012216485058641174"
"48";"13";"1,0000";"1,0000";"2,0000";"0";"0,00004356211028611712";"0,0002840421800912345"
"48";"14";"0,5000";"0,5000";"1,0000";"0";"0,00006207621850663132";"0,00013433696146640032"
"48";"15";"1,0000";"1,0000";"2,0000";"0";"0,00029036489349178543";"0,0002840421800912345"
"48";"16";"1,0000";"1,0000";"2,0000";"0";"0,00029036489349178543";"0,0002840421800912345"
"49";"0";"1,0000";"1,0000";"2,0000";"0";"0,000041920429758244316";"0,00027875385119200427"
"49";"1";"4,3963";"4,4680";"8,8643";"5048,9915196931115";"0,00014632895458348418";"0,011195575600147997"
"49";"2";"5,0728";"4,8137";"9,8864";"4796,900766035362";"0,00016650387687377742";"0,012677578711377431"
"49";"3";"2,4561";"2,6140";"5,0702";"1832,3191086551064";"0,00009713825149515981";"0,00469322865539869"
"49";"4";"1,0000";"1,0000";"2,0000";"0";"0,000041920429758244316";"0,00027875385119200427"
"49";"5";"4,8639";"4,4917";"9,3556";"6133,6019773341895";"0,00016253180287861233";"0,013317391355052693"
"49";"6";"1,0000";"1,0000";"2,0000";"0";"0,00027942149182387884";"0,00027875385119200427"
"49";"7";"4,0155";"4,7706";"8,7861";"4285,280786613632";"0,00013360316960935568";"0,010226481980041365"
"49";"8";"6,2711";"6,2627";"12,5338";"6779,62112455385";"0,00018303450721910582";"0,015941967121213062"
"49";"9";"0,5000";"0,5000";"1,0000";"0";"0,00005973681865643962";"0,00013208142601522224"
"49";"10";"1,0000";"1,0000";"2,0000";"0";"0,000041920429758244316";"0,00027875385119200427"
"49";"11";"4,3195";"4,2494";"8,5688";"3830,7629883551995";"0,00014547133436751723";"0,010009531416884734"
"49";"12";"4,1008";"5,9916";"10,0924";"5426,971795887184";"0,0001425413424891104";"0,011264995937351335"
"49";"13";"1,0000";"1,0000";"2,0000";"0";"0,000041920429758244316";"0,00027875385119200427"
"49";"14";"0,5000";"0,5000";"1,0000";"0";"0,00005973681865643962";"0,00013208142601522224"
"49";"15";"1,0000";"1,0000";"2,0000";"0";"0,00027942149182387884";"0,00027875385119200427"
"49";"16";"1,0000";"1,0000";"2,0000";"0";"0,00027942149182387884";"0,00027875385119200427"
"49";"17";"5,3603";"5,1581";"10,5184";"6838,234823493402";"0,00016354411877993785";"0,014980115870314352"
"50";"0";"1,0000";"1,0000";"2,0000";"0";"0,00004087285261919194";"0,00027449419763583263"
"50";"1";"5,0127";"4,8307";"9,8434";"5326,548351064167";"0,00015782770659693039";"0,012284675846655975"
"50";"2";"5,3376";"5,4767";"10,8143";"5878,358572962007";"0,0001573936622876795";"0,013084060654683772"
"50";"3";"5,2786";"5,9792";"11,2578";"6689,641351135019";"0,00016688814719794838";"0,01488574899416261"
"50";"4";"4,5416";"4,7909";"9,3324";"4342,852407353586";"0,00014352420690711272";"0,010914954774040699"
"50";"5";"1,0000";"1,0000";"2,0000";"0";"0,00004087285261919194";"0,00027449419763583263"
"50";"6";"1,0000";"1,0000";"2,0000";"0";"0,0002724365257117579";"0,00027449419763583263"
"50";"7";"4,9760";"4,4920";"9,4680";"5331,765621750781";"0,00015084540568857614";"0,011992558032907082"
"50";"8";"4,1966";"4,9915";"9,1880";"4218,243751480429";"0,00013652497399615547";"0,010305841779705678"
"50";"9";"4,9819";"4,5283";"9,5102";"5726,57976158617";"0,00015778659676348627";"0,012113390489004235"
"50";"10";"0,5000";"0,5000";"1,0000";"0";"0,00005824402526873828";"0,00013024046901425877"
"50";"11";"1,0000";"1,0000";"2,0000";"0";"0,00004087285261919194";"0,00027449419763583263"
"50";"12";"1,0000";"1,0000";"2,0000";"0";"0,00004087285261919194";"0,00027449419763583263"
"50";"13";"0,5000";"0,5000";"1,0000";"0";"0,00005824402526873828";"0,00013024046901425877"
"50";"14";"1,0000";"1,0000";"2,0000";"0";"0,0002724365257117579";"0,00027449419763583263"
"50";"15";"1,0000";"1,0000";"2,0000";"0";"0,0002724365257117579";"0,00027449419763583263"
"51";"0";"1,0000";"1,0000";"2,0000";"0";"0,00003955758756674641";"0,0002706888593439939"
"51";"1";"4,8450";"4,6208";"9,4658";"5041,636315456004";"0,00014767971477697644";"0,010950846850479463"
"51";"2";"1,0000";"1,0000";"2,0000";"0";"0,00003955758756674641";"0,0002706888593439939"
"51";"3";"3,6508";"4,6667";"8,3175";"2842,504524054601";"0,00010966437147579743";"0,007450375335213887"
"51";"4";"4,0000";"4,7483";"8,7483";"4762,290910130002";"0,00012244379836873787";"0,009119502548100416"
"51";"5";"5,1568";"5,2622";"10,4189";"6604,552112735486";"0,00015139826691879405";"0,01328933569342362"
"51";"6";"1,0000";"1,0000";"2,0000";"0";"0,00026366928602074627";"0,0002706888593439939"
"51";"7";"4,5246";"4,6994";"9,2240";"5446,357534328855";"0,00014011559969860667";"0,011519558275532566"
"51";"8";"6,1101";"6,1994";"12,3095";"7082,450553071452";"0,00016823283817034808";"0,014231866097656127"
"51";"9";"4,4971";"4,6143";"9,1114";"4967,636627481241";"0,00014024287620163472";"0,010201055267615416"
"51";"10";"5,0817";"4,8425";"9,9242";"6006,928767217459";"0,00015731616238411186";"0,012242846735151545"
"51";"11";"0,5000";"0,5000";"1,0000";"0";"0,000056369767913710324";"0,00012864527454684136"
"51";"12";"1,0000";"1,0000";"2,0000";"0";"0,00003955758756674641";"0,0002706888593439939"
"51";"13";"1,0000";"1,0000";"2,0000";"0";"0,00003955758756674641";"0,0002706888593439939"
"51";"14";"0,5000";"0,5000";"1,0000";"0";"0,000056369767913710324";"0,00012864527454684136"
"51";"15";"1,0000";"1,0000";"2,0000";"0";"0,00026366928602074627";"0,0002706888593439939"
"51";"16";"1,0000";"1,0000";"2,0000";"0";"0,00026366928602074627";"0,0002706888593439939"
"52";"0";"1,0000";"1,0000";"2,0000";"0";"0,00003823558693285052";"0,0002672610913063287"
"52";"1";"4,9679";"4,0321";"9,0000";"4451,988113882063";"0,00014580470144473867";"0,010253634715894529"
"52";"2";"4,9907";"4,9192";"9,9099";"5609,548696849899";"0,00014759324962456473";"0,011253694661423742"
"52";"3";"4,1871";"4,6799";"8,8669";"4420,688839735505";"0,00012775220083781916";"0,009791341221289936"
"52";"4";"6,1045";"6,1901";"12,2946";"7438,322312824671";"0,00016216384096080644";"0,0138987120402251"
"52";"5";"4,1886";"4,5302";"8,7189";"5816,498757939733";"0,0001305744589798081";"0,010030786972425387"
"52";"6";"1,0000";"1,0000";"2,0000";"0";"0,00025485573565732007";"0,0002672610913063287"
"52";"7";"4,3275";"4,7663";"9,0938";"5106,79256429742";"0,00012800171007776076";"0,010071446513874692"
"52";"8";"0,5000";"0,5000";"1,0000";"0";"0,00005448591685106606";"0,00012713465072477194"
"52";"9";"1,0000";"1,0000";"2,0000";"0";"0,00004636075189195829";"0,0002672610913063287"
"52";"10";"1,0000";"1,0000";"2,0000";"0";"0,00003823558693285052";"0,0002672610913063287"
"52";"11";"1,0000";"1,0000";"2,0000";"0";"0,00025485573565732007";"0,0002672610913063287"
"52";"12";"0,5000";"0,5000";"1,0000";"0";"0,00005448591685106606";"0,00012713465072477194"
"52";"13";"4,8217";"4,7181";"9,5398";"6434,602497379268";"0,00013889466754474526";"0,012022878610797906"
"52";"14";"1,0000";"1,0000";"2,0000";"0";"0,00003823558693285052";"0,0002672610913063287"
"52";"15";"4,7055";"4,3276";"9,0331";"5573,5900997973495";"0,00014218554152487664";"0,011025459237854422"
"52";"16";"1,0000";"1,0000";"2,0000";"0";"0,00003823558693285052";"0,0002672610913063287"
"52";"17";"0,5000";"0,5000";"1,0000";"0";"0,00005448591685106606";"0,00012713465072477194"
"52";"18";"1,0000";"1,0000";"2,0000";"0";"0,00025485573565732007";"0,0002672610913063287"
"53";"0";"1,0000";"1,0000";"2,0000";"0";"0,000036576651127489515";"0,00026366618868591067"
"53";"1";"0,5000";"0,5000";"1,0000";"0";"0,00005212197187809937";"0,00012554846493442607"
"53";"2";"4,6631";"4,9035";"9,5667";"5127,707908495132";"0,00013440580609506118";"0,01043616139676984"
"53";"3";"0,5000";"0,5000";"1,0000";"0";"0,00005212197187809937";"0,00012554846493442607"
"53";"4";"3,9873";"4,0892";"8,0764";"4725,958783757409";"0,00011779065868804455";"0,00819579301090701"
"53";"5";"6,0678";"6,3531";"12,4209";"7282,138874218112";"0,00015317762848547178";"0,013204753631593614"
"53";"6";"4,8820";"4,3923";"9,2743";"7016,841840144965";"0,00014220699264511414";"0,011414141152021487"
"53";"7";"5,2978";"4,2696";"9,5674";"7171,608897865227";"0,00015107251986419028";"0,011948475678590158"
"53";"8";"5,3893";"5,3893";"10,7786";"6896,654888386967";"0,00014531890278065068";"0,011998842076199846"
"53";"9";"1,0000";"1,0000";"2,0000";"0";"0,00024378722685809682";"0,00026366618868591067"
"53";"10";"4,8104";"4,6857";"9,4961";"6450,68075610015";"0,00012820633304741594";"0,010996305057264883"
"53";"11";"1,0000";"1,0000";"2,0000";"0";"0,000044349311502794444";"0,00026366618868591067"
"53";"12";"1,0000";"1,0000";"2,0000";"0";"0,000036576651127489515";"0,00026366618868591067"
"53";"13";"0,5000";"0,5000";"1,0000";"0";"0,00005212197187809937";"0,00012554846493442607"
"53";"14";"4,0651";"4,5360";"8,6010";"5277,9118567589785";"0,00012128207318626064";"0,009225449816858097"
"53";"15";"1,0000";"1,0000";"2,0000";"0";"0,000036576651127489515";"0,00026366618868591067"
"53";"16";"1,0000";"1,0000";"2,0000";"0";"0,000036576651127489515";"0,00026366618868591067"
"53";"17";"0,5000";"0,5000";"1,0000";"0";"0,00005212197187809937";"0,00012554846493442607"
"53";"18";"1,0000";"1,0000";"2,0000";"0";"0,00024378722685809682";"0,00026366618868591067"
"53";"19";"1,0000";"1,0000";"2,0000";"0";"0,00024378722685809682";"0,00026366618868591067"
"54";"0";"1,0000";"1,0000";"2,0000";"0";"0,00003552029540486543";"0,0002604130450397346"
"54";"1";"3,9167";"4,0965";"8,0132";"4810,083857946163";"0,00011995807534510813";"0,00913773284283551"
"54";"2";"0,5000";"0,5000";"1,0000";"0";"0,0000506166109712819";"0,0001240918043462873"
"54";"3";"4,4037";"4,4837";"8,8874";"5157,465809095312";"0,00012554275916793468";"0,009212668159918003"
"54";"4";"4,8152";"5,2554";"10,0707";"6014,696572924443";"0,00013441543112301506";"0,010856554111377374"
"54";"5";"0,5000";"0,5000";"1,0000";"0";"0,0000506166109712819";"0,0001240918043462873"
"54";"6";"1,0000";"1,0000";"2,0000";"0";"0,00003552029540486543";"0,0002604130450397346"
"54";"7";"1,0000";"1,0000";"2,0000";"0";"0,00023675743409390254";"0,0002604130450397346"
"54";"8";"6,0806";"6,1761";"12,2567";"7792,974055492145";"0,00014842745037043115";"0,012921194880211118"
"54";"9";"1,0000";"1,0000";"2,0000";"0";"0,000043068453188073665";"0,0002604130450397346"
"54";"10";"1,0000";"1,0000";"2,0000";"0";"0,00003552029540486543";"0,0002604130450397346"
"54";"11";"4,5250";"4,8800";"9,4050";"5951,461936857612";"0,00012337195850708712";"0,009629394754281387"
"54";"12";"5,5808";"5,1902";"10,7710";"7993,536436419661";"0,00014486873644909933";"0,01295024968560011"
"54";"13";"0,5000";"0,5000";"1,0000";"0";"0,0000506166109712819";"0,0001240918043462873"
"54";"14";"1,0000";"1,0000";"2,0000";"0";"0,00003552029540486543";"0,0002604130450397346"
"54";"15";"1,0000";"1,0000";"2,0000";"0";"0,00003552029540486543";"0,0002604130450397346"
"54";"16";"0,5000";"0,5000";"1,0000";"0";"0,0000506166109712819";"0,0001240918043462873"
"54";"17";"4,5628";"4,6660";"9,2287";"6489,3743159984";"0,0001295039463416627";"0,010613956509659553"
"54";"18";"1,0000";"1,0000";"2,0000";"0";"0,00003552029540486543";"0,0002604130450397346"
"54";"19";"5,2771";"4,5738";"9,8509";"6310,761712407683";"0,00014321377372448395";"0,011289917852113618"
"54";"20";"0,5000";"0,5000";"1,0000";"0";"0,0000506166109712819";"0,0001240918043462873"
"54";"21";"1,0000";"1,0000";"2,0000";"0";"0,00023675743409390254";"0,0002604130450397346"
"54";"22";"1,0000";"1,0000";"2,0000";"0";"0,00023675743409390254";"0,0002604130450397346"
"55";"0";"1,0000";"1,0000";"2,0000";"0";"0,000034418778517710606";"0,00025726379375656176"
"55";"1";"4,2184";"4,0345";"8,2529";"4749,077808981845";"0,00012064374719309324";"0,009128911205405746"
"55";"2";"0,5000";"0,5000";"1,0000";"0";"0,000049046939258189344";"0,00012268591873317546"
"55";"3";"4,5115";"4,3770";"8,8885";"6338,13738018404";"0,00012284267089128503";"0,009410830277436822"
"55";"4";"4,5799";"4,2106";"8,7905";"5835,72362419473";"0,00012458893381718264";"0,0087480477123489"
"55";"5";"1,0000";"1,0000";"2,0000";"0";"0,00022941654156197113";"0,00025726379375656176"
"55";"6";"4,6481";"4,7757";"9,4239";"6203,257284373251";"0,00012223632154506638";"0,01001870822189816"
"55";"7";"5,9130";"6,1527";"12,0657";"7976,374806702886";"0,00014288683012544847";"0,012580378382118564"
"55";"8";"1,0000";"1,0000";"2,0000";"0";"0,00004173285888794998";"0,00025726379375656176"
"55";"9";"1,0000";"1,0000";"2,0000";"0";"0,000034418778517710606";"0,00025726379375656176"
"55";"10";"5,1798";"5,1894";"10,3692";"7473,175631896323";"0,00013348175125222118";"0,011099328088045875"
"55";"11";"0,5000";"0,5000";"1,0000";"0";"0,000049046939258189344";"0,00012268591873317546"
"55";"12";"0,5000";"0,5000";"1,0000";"0";"0,000049046939258189344";"0,00012268591873317546"
"55";"13";"1,0000";"1,0000";"2,0000";"0";"0,000034418778517710606";"0,00025726379375656176"
"55";"14";"1,0000";"1,0000";"2,0000";"0";"0,000034418778517710606";"0,00025726379375656176"
"55";"15";"5,2786";"5,1326";"10,4113";"6224,03486265136";"0,00014319466388829893";"0,012314394498958253"
"55";"16";"0,5000";"0,5000";"1,0000";"0";"0,000049046939258189344";"0,00012268591873317546"
"55";"17";"4,1125";"4,2750";"8,3875";"5990,566444831677";"0,00011480708930185267";"0,008744488357156332"
"55";"18";"1,0000";"1,0000";"2,0000";"0";"0,000034418778517710606";"0,00025726379375656176"
"55";"19";"3,3892";"4,3081";"7,6973";"3675,469901166721";"0,00009801954635043234";"0,007014258544042933"
"55";"20";"0,5000";"0,5000";"1,0000";"0";"0,000049046939258189344";"0,00012268591873317546"
"55";"21";"1,0000";"1,0000";"2,0000";"0";"0,00022941654156197113";"0,00025726379375656176"
"55";"22";"1,0000";"1,0000";"2,0000";"0";"0,00022941654156197113";"0,00025726379375656176"
"56";"0";"4,0190";"4,1754";"8,1943";"4023,7839891895533";"0,00011145730576645744";"0,008869145751917907"
"56";"1";"4,6957";"4,8174";"9,5131";"5764,663368117821";"0,00012350390321426777";"0,009903908686739474"
"56";"2";"6,0042";"6,2445";"12,2487";"8345,993252864866";"0,00014015437825914344";"0,012338624871363883"
"56";"3";"4,2598";"4,2165";"8,4763";"4897,368227277442";"0,00011384279308891424";"0,0073329652812554255"
"56";"4";"5,7615";"4,7759";"10,5374";"9749,13340150685";"0,0001502035393856741";"0,012128501315400534"
"56";"5";"5,1766";"5,2574";"10,4340";"8466,119065254656";"0,00012705627523171804";"0,011677784372038551"
"56";"6";"1,0000";"1,0000";"2,0000";"0";"0,0002221896723502293";"0,0002548908817075662"
"56";"7";"4,3582";"4,6567";"9,0149";"5872,583741888962";"0,00011282351594422735";"0,009419688910167515"
"56";"8";"5,4892";"4,3065";"9,7957";"6780,141654361119";"0,00014384567956903373";"0,010735660976467686"
"56";"9";"0,5000";"0,5000";"1,0000";"0";"0,00004750192768055399";"0,00012168465186945251"
"56";"10";"1,0000";"1,0000";"2,0000";"0";"0,00003333456342308111";"0,0002548908817075662"
"56";"11";"1,0000";"1,0000";"2,0000";"0";"0,0002221896723502293";"0,0002548908817075662"
"56";"12";"0,5000";"0,5000";"1,0000";"0";"0,00004750192768055399";"0,00012168465186945251"
"56";"13";"4,6876";"4,6268";"9,3143";"6534,241264193331";"0,0001237151817286644";"0,010184946123656476"
"56";"14";"0,5000";"0,5000";"1,0000";"0";"0,00004750192768055399";"0,00012168465186945251"
