"id";"profile_2";"userId"
"9568";"4";"28151"
"9569";"4";"28171"
"9573";"4";"28139"
"9577";"4";"28380"
"9579";"4";"28148"
"9602";"4";"28151"
"9606";"4";"28382"
"9609";"4";"28384"
"9614";"4";"28375"
"9616";"4";"28151"
"9624";"4";"28236"
"9629";"4";"28162"
"9635";"4";"28375"
"9638";"4";"28391"
"9641";"4";"28311"
"9642";"4";"28311"
"9643";"4";"28111"
"9645";"4";"28391"
"9649";"4";"28311"
"9657";"4";"28184"
"9660";"4";"28139"
"9664";"1";"28385"
"9666";"4";"28336"
"9684";"4";"28162"
"9688";"4";"28176"
"9694";"4";"28111"
"9697";"4";"28111"
"9707";"4";"28405"
"9708";"4";"28205"
"9709";"4";"28205"
"9712";"4";"28407"
"9713";"1";"28400"
"9714";"1";"28409"
"9728";"4";"28139"
"9730";"4";"28140"
"9737";"4";"28165"
"9739";"4";"28126"
"9740";"4";"28416"
"9741";"4";"28416"
"9750";"4";"28194"
"9752";"4";"28311"
"9753";"4";"28311"
"9757";"4";"28416"
"9759";"4";"28165"
"9760";"4";"28422"
"9761";"4";"28162"
"9763";"4";"28126"
"9765";"4";"28224"
"9768";"4";"28429"
"9772";"4";"28126"
"9773";"4";"28430"
"9779";"4";"28438"
"9782";"4";"28126"
"9784";"4";"28151"
"9789";"4";"28278"
"9790";"4";"28323"
"9798";"4";"28111"
"9799";"4";"28262"
"9800";"4";"28184"
"9801";"4";"28184"
"9802";"4";"28108"
"9803";"4";"28184"
"9808";"4";"28430"
"9810";"4";"28162"
"9815";"4";"28184"
"9820";"4";"28184"
"9821";"4";"28208"
"9822";"4";"28151"
"9823";"4";"28151"
"9824";"1";"28452"
"9825";"4";"28280"
"9829";"4";"28224"
"9830";"4";"28453"
"9831";"4";"28184"
"9832";"4";"28184"
"9836";"4";"28278"
"9843";"4";"28453"
"9848";"1";"28443"
"9849";"4";"28323"
"9852";"4";"28224"
"9855";"4";"28184"
"9856";"4";"28460"
"9860";"4";"28463"
"9861";"4";"28460"
"9864";"4";"28162"
"9865";"4";"28184"
"9867";"4";"28144"
"9868";"4";"28144"
"9869";"4";"28108"
"9876";"4";"28101"
"9887";"4";"28467"
"9888";"4";"28468"
"9891";"4";"28336"
"9897";"4";"28468"
"9898";"4";"28162"
"9901";"4";"28457"
"9902";"4";"28111"
"9903";"4";"28311"
"9905";"4";"28208"
"9908";"4";"28349"
"9913";"4";"28450"
"9915";"4";"28479"
"9920";"4";"28262"
"9921";"4";"28278"
"9923";"4";"28162"
"9925";"1";"28137"
"9926";"4";"28126"
"9930";"4";"28177"
"9934";"4";"28139"
"9935";"1";"28490"
"9937";"4";"28167"
"9939";"4";"28184"
"9941";"4";"28184"
"9942";"4";"28184"
"9943";"4";"28184"
"9945";"4";"28493"
"9946";"4";"28493"
"9951";"4";"28465"
"9954";"1";"28490"
"9955";"4";"28108"
"9956";"4";"28278"
"9959";"4";"28405"
"9964";"4";"28430"
"9966";"4";"28488"
"9967";"4";"28488"
"9968";"4";"28488"
"9970";"4";"28278"
"9972";"4";"28184"
"9973";"4";"28167"
"9979";"4";"28213"
"9984";"4";"28311"
"9988";"4";"28509"
"9992";"4";"28150"
"9994";"4";"28244"
"9995";"4";"28513"
"9997";"4";"28515"
"9998";"4";"28278"
"9999";"4";"28167"
"10005";"4";"28167"
"10006";"4";"28184"
"10008";"4";"28093"
"10009";"4";"28167"
"10010";"4";"28167"
"10011";"4";"28167"
"10013";"4";"30400"
"10015";"4";"28151"
"10016";"4";"28090"
"10018";"4";"28488"
"10022";"4";"28488"
"10023";"4";"28480"
"10026";"4";"28488"
"10027";"4";"28488"
"10028";"4";"28488"
"10030";"4";"28336"
"10037";"4";"28151"
"10046";"4";"28167"
"10047";"4";"28139"
"10049";"1";"28530"
"10056";"4";"28144"
"10059";"4";"28167"
"10060";"4";"28167"
"10063";"4";"28162"
"10068";"4";"28535"
"10069";"4";"28536"
"10074";"4";"28375"
"10075";"4";"28430"
"10076";"4";"28539"
"10077";"4";"28324"
"10080";"4";"28167"
"10081";"4";"28323"
"10082";"4";"28167"
"10083";"4";"28165"
"10084";"4";"28176"
"10086";"4";"28165"
"10087";"4";"28540"
"10090";"4";"28542"
"10093";"4";"28375"
"10099";"4";"28548"
"10102";"4";"28193"
"10104";"4";"28167"
"10105";"4";"28167"
"10106";"4";"28318"
"10109";"4";"28375"
"10111";"4";"28177"
"10113";"4";"28497"
"10116";"4";"28552"
"10117";"4";"28111"
"10118";"4";"28405"
"10119";"4";"28405"
"10121";"4";"28554"
"10129";"4";"28126"
"10131";"4";"28450"
"10133";"4";"28165"
"10134";"4";"28165"
"10137";"4";"28318"
"10139";"4";"28405"
"10142";"4";"28405"
"10143";"4";"28405"
"10144";"4";"28405"
"10146";"4";"28162"
"10149";"4";"28177"
"10152";"4";"28144"
"10155";"4";"28165"
"10156";"4";"28180"
"10157";"4";"28405"
"10158";"4";"28405"
"10159";"4";"28405"
"10161";"4";"28480"
"10166";"4";"28307"
"10169";"4";"28263"
"10170";"4";"28162"
"10171";"4";"28450"
"10172";"4";"28226"
"10173";"4";"28111"
"10175";"4";"28574"
"10176";"4";"28278"
"10177";"4";"28468"
"10183";"4";"28468"
"10190";"4";"28450"
"10195";"4";"28331"
"10201";"4";"28497"
"10204";"4";"28151"
"10207";"4";"28255"
"10208";"4";"28194"
"10211";"4";"30400"
"10212";"4";"28450"
"10214";"4";"28167"
"10215";"4";"28587"
"10216";"4";"28450"
"10221";"4";"28090"
"10223";"1";"28590"
"10226";"4";"28592"
"10232";"4";"28194"
"10238";"4";"28167"
"10239";"4";"28167"
"10241";"4";"28596"
"10245";"4";"28450"
"10247";"4";"28548"
"10248";"1";"28599"
"10251";"4";"30400"
"10252";"4";"28450"
"10255";"4";"28600"
"10259";"4";"28488"
"10272";"4";"28468"
"10273";"4";"28606"
"10274";"4";"28450"
"10275";"4";"28450"
"10277";"4";"28450"
"10279";"4";"28450"
"10286";"1";"28609"
"10288";"4";"28126"
"10293";"4";"28612"
"10294";"4";"28613"
"10295";"4";"28614"
"10297";"1";"28615"
"10298";"4";"28295"
"10304";"4";"28618"
"10305";"4";"28126"
"10306";"4";"28126"
"10307";"4";"28619"
"10315";"4";"28621"
"10316";"4";"28295"
"10319";"4";"28607"
"10320";"4";"28618"
"10321";"4";"28618"
"10328";"4";"28600"
"10329";"4";"28184"
"10330";"4";"28184"
"10335";"4";"28625"
"10336";"4";"28626"
"10339";"4";"28394"
"10342";"4";"28394"
"10350";"4";"28616"
"10352";"4";"28450"
"10359";"4";"28616"
"10361";"4";"28232"
"10364";"4";"28232"
"10365";"4";"28634"
"10366";"4";"28635"
"10368";"4";"28616"
"10370";"4";"28295"
"10371";"1";"28637"
"10373";"4";"28640"
"10375";"4";"28416"
"10377";"1";"28642"
"10385";"4";"28394"
"10386";"4";"28311"
"10387";"4";"28184"
"10388";"4";"28184"
"10389";"4";"28184"
"10390";"4";"28184"
"10392";"4";"28311"
"10393";"4";"28311"
"10396";"4";"28646"
"10403";"4";"28648"
"10404";"4";"28600"
"10405";"4";"28649"
"10418";"4";"28255"
"10424";"4";"28236"
"10425";"4";"28236"
"10427";"4";"28640"
"10434";"4";"28405"
"10435";"4";"28659"
"10437";"4";"28450"
"10438";"4";"28597"
"10443";"4";"28638"
"10444";"1";"28658"
"10447";"4";"28405"
"10448";"4";"28405"
"10449";"4";"28540"
"10453";"4";"28405"
"10454";"4";"28661"
"10457";"4";"28224"
"10459";"4";"28133"
"10462";"4";"28663"
"10463";"4";"28311"
"10464";"4";"28311"
"10465";"4";"28236"
"10466";"4";"28295"
"10469";"4";"28230"
"10475";"4";"28640"
"10479";"4";"28638"
"10483";"4";"28468"
"10486";"1";"28670"
"10487";"4";"28405"
"10488";"4";"28405"
"10495";"4";"28600"
"10499";"4";"28236"
"10500";"4";"28600"
"10501";"4";"28450"
"10503";"4";"28162"
"10504";"4";"28405"
"10505";"4";"28405"
"10506";"4";"28546"
"10509";"4";"28597"
"10512";"4";"28405"
"10513";"4";"28405"
"10516";"4";"28311"
"10519";"4";"28682"
"10520";"4";"28450"
"10523";"4";"28450"
"10524";"4";"28090"
"10527";"4";"28679"
"10530";"4";"28685"
"10531";"4";"28126"
"10533";"4";"28683"
"10537";"4";"28450"
"10538";"4";"28450"
"10547";"4";"28336"
"10549";"4";"28167"
"10552";"1";"28639"
"10564";"4";"28693"
"10567";"4";"28151"
"10570";"4";"28108"
"10571";"4";"28167"
"10575";"4";"28311"
"10579";"4";"28090"
"10583";"4";"28311"
"10584";"4";"28311"
"10585";"4";"28626"
"10589";"4";"28699"
"10590";"4";"28700"
"10591";"4";"28649"
"10595";"4";"28450"
"10598";"4";"28704"
"10599";"4";"28090"
"10601";"4";"28405"
"10609";"4";"28090"
"10610";"4";"28090"
"10612";"4";"28709"
"10613";"4";"28711"
"10616";"1";"28658"
"10617";"4";"28704"
"10618";"4";"28167"
"10619";"4";"28151"
"10620";"1";"28562"
"10622";"4";"28714"
"10626";"4";"28716"
"10629";"4";"28101"
"10633";"4";"28716"
"10634";"4";"28600"
"10636";"4";"28450"
"10639";"4";"28167"
"10642";"4";"28375"
"10643";"4";"28167"
"10644";"4";"28226"
"10646";"4";"28405"
"10654";"4";"28336"
"10655";"4";"28509"
"10656";"4";"28721"
"10658";"4";"28704"
"10662";"4";"28311"
"10663";"4";"28711"
"10664";"4";"28711"
"10665";"4";"28405"
"10666";"4";"28375"
"10668";"4";"28151"
"10670";"1";"28729"
"10676";"4";"28731"
"10677";"4";"28732"
"10678";"1";"28733"
"10680";"4";"28450"
"10681";"4";"28450"
"10685";"4";"28255"
"10687";"4";"28450"
"10689";"4";"28450"
"10720";"4";"28144"
"10722";"4";"28743"
"10726";"4";"28450"
"10727";"4";"28691"
"10729";"4";"28450"
"10730";"4";"28747"
"10731";"4";"28747"
"10734";"4";"28647"
"10744";"4";"28450"
"10745";"4";"28450"
"10746";"4";"28747"
"10747";"4";"28296"
"10749";"4";"28747"
"10750";"4";"28450"
"10754";"4";"28405"
"10758";"4";"28470"
"10762";"4";"28624"
"10764";"4";"28250"
"10768";"4";"28108"
"10775";"4";"28144"
"10785";"4";"28758"
"10786";"4";"28759"
"10790";"4";"28299"
"10793";"4";"28450"
"10798";"4";"28765"
"10803";"4";"28236"
"10804";"4";"28766"
"10808";"4";"28764"
"10811";"4";"28405"
"10815";"4";"28770"
"10817";"4";"28224"
"10818";"4";"28600"
"10821";"4";"28180"
"10823";"4";"28450"
"10824";"4";"28470"
"10825";"4";"28470"
"10828";"4";"28336"
"10829";"4";"28236"
"10830";"4";"28236"
"10837";"4";"28774"
"10838";"1";"28776"
"10839";"4";"28616"
"10841";"4";"28296"
"10844";"4";"28515"
"10851";"4";"28663"
"10854";"4";"28773"
"10855";"4";"28336"
"10867";"4";"28515"
"10875";"1";"28788"
"10877";"4";"28470"
"10879";"4";"28473"
"10882";"4";"28375"
"10884";"4";"28450"
"10885";"4";"28450"
"10891";"4";"28450"
"10892";"4";"28299"
"10893";"4";"28151"
"10895";"4";"28794"
"10898";"4";"28795"
"10900";"1";"28796"
"10902";"4";"28797"
"10903";"4";"28798"
"10907";"4";"28799"
"10908";"4";"28236"
"10917";"4";"28691"
"10918";"4";"28600"
"10920";"4";"28802"
"10922";"4";"28802"
"10929";"4";"28296"
"10932";"4";"28805"
"10934";"4";"28807"
"10935";"4";"28808"
"10937";"4";"28184"
"10939";"4";"28811"
"10941";"4";"28405"
"10942";"4";"28808"
"10943";"4";"28808"
"10945";"4";"28815"
"10947";"4";"28311"
"10949";"4";"28354"
"10952";"4";"28295"
"10954";"4";"28144"
"10957";"4";"28816"
"10958";"4";"28723"
"10959";"4";"28618"
"10964";"4";"28618"
"10965";"4";"28618"
"10966";"4";"28723"
"10971";"4";"28375"
"10972";"4";"28111"
"10976";"4";"28497"
"10979";"4";"28405"
"10982";"4";"28149"
"10985";"4";"31254"
"10987";"4";"29014"
"10994";"4";"28184"
"10996";"4";"28821"
"10998";"4";"28799"
"10999";"4";"28823"
"11000";"4";"28691"
"11001";"4";"28815"
"11004";"4";"28184"
"11006";"4";"28450"
"11010";"4";"28691"
"11012";"4";"28815"
"11020";"4";"28829"
"11021";"4";"28405"
"11022";"4";"28830"
"11025";"4";"28816"
"11026";"4";"28825"
"11027";"4";"28831"
"11035";"4";"28224"
"11036";"4";"28151"
"11038";"4";"28450"
"11039";"4";"28375"
"11042";"4";"28825"
"11043";"4";"28825"
"11044";"4";"28825"
"11045";"4";"28825"
"11046";"4";"28831"
"11048";"4";"28450"
"11053";"4";"28760"
"11056";"4";"28375"
"11057";"4";"28835"
"11058";"4";"28151"
"11059";"1";"28837"
"11061";"4";"28839"
"11071";"4";"28600"
"11072";"4";"28825"
"11076";"4";"28821"
"11079";"4";"28600"
"11083";"4";"28688"
"11085";"4";"28825"
"11087";"4";"28375"
"11089";"4";"28139"
"11093";"4";"28128"
"11095";"4";"28208"
"11096";"4";"28184"
"11097";"4";"28184"
"11098";"4";"28184"
"11099";"4";"28825"
"11100";"4";"28770"
"11118";"4";"28468"
"11126";"4";"28600"
"11127";"1";"28857"
"11128";"4";"28848"
"11130";"4";"28691"
"11132";"1";"28858"
"11134";"4";"28848"
"11135";"4";"28375"
"11136";"4";"28821"
"11163";"4";"28184"
"11167";"4";"28482"
"11168";"4";"28450"
"11172";"4";"28296"
"11174";"4";"28805"
"11177";"4";"28760"
"11181";"4";"28849"
"11183";"1";"28870"
"11184";"4";"28873"
"11188";"4";"28875"
"11191";"4";"28875"
"11192";"4";"28876"
"11193";"4";"28877"
"11202";"4";"28881"
"11203";"4";"28882"
"11205";"1";"28884"
"11209";"4";"28691"
"11211";"4";"28167"
"11212";"4";"28450"
"11215";"4";"28891"
"11217";"1";"28892"
"11218";"4";"28375"
"11220";"1";"28894"
"11223";"4";"28184"
"11229";"4";"28875"
"11234";"4";"28184"
"11240";"4";"28808"
"11241";"4";"28760"
"11243";"4";"28852"
"11245";"4";"28876"
"11246";"4";"28618"
"11248";"4";"28205"
"11250";"4";"28848"
"11252";"4";"28224"
"11254";"4";"28906"
"11260";"1";"28909"
"11262";"4";"28139"
"11263";"4";"28789"
"11265";"4";"28789"
"11266";"4";"28789"
"11267";"4";"28158"
"11268";"4";"28597"
"11269";"4";"28597"
"11271";"1";"28914"
"11275";"4";"28224"
"11276";"4";"28825"
"11286";"4";"28789"
"11287";"4";"28585"
"11288";"1";"28916"
"11289";"4";"28917"
"11295";"4";"28881"
"11299";"4";"28597"
"11300";"4";"28852"
"11304";"4";"28821"
"11305";"4";"28111"
"11306";"4";"28805"
"11309";"4";"28789"
"11311";"4";"28821"
"11312";"1";"28923"
"11315";"4";"28924"
"11320";"4";"28789"
"11322";"4";"28925"
"11323";"4";"28924"
"11325";"4";"28929"
"11331";"4";"28450"
"11334";"4";"28470"
"11335";"4";"28760"
"11338";"4";"28311"
"11339";"4";"28311"
"11341";"4";"28691"
"11342";"4";"28165"
"11344";"4";"28184"
"11345";"4";"28375"
"11346";"4";"28611"
"11348";"1";"28935"
"11349";"4";"28936"
"11350";"4";"28691"
"11361";"4";"28943"
"11362";"4";"28944"
"11364";"4";"28691"
"11366";"4";"28691"
"11368";"1";"28945"
"11371";"1";"28947"
"11373";"1";"28948"
"11374";"4";"28215"
"11376";"4";"28618"
"11377";"4";"28789"
"11378";"4";"28950"
"11380";"4";"28691"
"11381";"4";"28691"
"11382";"4";"28618"
"11387";"4";"28950"
"11391";"4";"28954"
"11394";"1";"28957"
"11395";"4";"28958"
"11398";"4";"28960"
"11399";"4";"28962"
"11400";"4";"28450"
"11401";"4";"28542"
"11405";"4";"28375"
"11407";"1";"28966"
"11409";"4";"28375"
"11412";"4";"28955"
"11413";"4";"28971"
"11414";"1";"28973"
"11418";"4";"28915"
"11420";"4";"28974"
"11421";"4";"30400"
"11422";"4";"28895"
"11424";"4";"28977"
"11427";"4";"28388"
"11430";"4";"28979"
"11435";"4";"28955"
"11437";"4";"28950"
"11438";"4";"28950"
"11439";"4";"28985"
"11446";"4";"28282"
"11449";"4";"28989"
"11452";"4";"28808"
"11454";"4";"28944"
"11455";"4";"28944"
"11456";"1";"28992"
"11460";"4";"28955"
"11461";"4";"28840"
"11462";"4";"28375"
"11471";"4";"28944"
"11472";"4";"28597"
"11474";"4";"29001"
"11475";"4";"29001"
"11481";"4";"28488"
"11485";"4";"29004"
"11488";"4";"28994"
"11489";"1";"28992"
"11493";"4";"28821"
"11494";"4";"28215"
"11496";"1";"29008"
"11497";"4";"28155"
"11500";"4";"28891"
"11503";"4";"28232"
"11506";"4";"28450"
"11509";"1";"29011"
"11510";"4";"28944"
"11511";"1";"29012"
"11513";"4";"28331"
"11519";"4";"29003"
"11520";"1";"29013"
"11522";"1";"28992"
"11526";"4";"28691"
"11528";"4";"29018"
"11529";"4";"28232"
"11532";"4";"28723"
"11535";"1";"29024"
"11536";"4";"28691"
"11540";"4";"28544"
"11546";"1";"29028"
"11547";"1";"29029"
"11551";"1";"29030"
"11552";"4";"29031"
"11553";"4";"30400"
"11555";"4";"29032"
"11559";"4";"29003"
"11561";"4";"28618"
"11564";"4";"28955"
"11566";"4";"28821"
"11567";"1";"29036"
"11571";"4";"29003"
"11574";"1";"28948"
"11575";"4";"28955"
"11576";"4";"28805"
"11577";"4";"29038"
"11579";"4";"28430"
"11580";"1";"29039"
"11582";"4";"28450"
"11583";"4";"28821"
"11584";"4";"28176"
"11586";"4";"28167"
"11589";"4";"28450"
"11592";"4";"28112"
"11593";"4";"29032"
"11594";"4";"29003"
"11595";"4";"29003"
"11598";"4";"28597"
"11599";"4";"28649"
"11601";"4";"28691"
"11603";"4";"28497"
"11605";"4";"29041"
"11607";"4";"28282"
"11610";"4";"28151"
"11612";"4";"29043"
"11614";"4";"29044"
"11616";"4";"28532"
"11620";"1";"29047"
"11624";"4";"29050"
"11625";"4";"29053"
"11629";"4";"29056"
"11630";"4";"28544"
"11632";"4";"29003"
"11637";"4";"29003"
"11638";"4";"29059"
"11639";"4";"28821"
"11642";"4";"28375"
"11644";"4";"28111"
"11647";"4";"29046"
"11653";"4";"28691"
"11657";"4";"28311"
"11661";"4";"29061"
"11662";"4";"28450"
"11664";"4";"28691"
"11667";"4";"28090"
"11669";"4";"28629"
"11670";"4";"28691"
"11673";"4";"29037"
"11684";"4";"29071"
"11686";"4";"29046"
"11689";"4";"28450"
"11691";"4";"29084"
"11693";"4";"29116"
"11694";"4";"28805"
"11696";"4";"29003"
"11697";"4";"28570"
"11701";"1";"28392"
"11703";"4";"29037"
"11706";"4";"29003"
"11714";"4";"29073"
"11716";"4";"29099"
"11717";"4";"29102"
"11718";"1";"29104"
"11720";"4";"29105"
"11722";"4";"29003"
"11723";"4";"28162"
"11725";"4";"29075"
"11728";"4";"28450"
"11729";"4";"28691"
"11730";"1";"29110"
"11738";"1";"28973"
"11739";"4";"29112"
"11741";"4";"28236"
"11745";"4";"29114"
"11746";"4";"29115"
"11748";"4";"28704"
"11749";"4";"29117"
"11751";"4";"28108"
"11753";"4";"29112"
"11754";"4";"31820"
"11755";"4";"31820"
"11756";"4";"31820"
"11757";"4";"31820"
"11760";"4";"29003"
"11761";"4";"28139"
"11762";"4";"28278"
"11764";"4";"28509"
"11766";"4";"28358"
"11769";"4";"29003"
"11772";"4";"28278"
"11773";"4";"29003"
"11776";"4";"29075"
"11778";"4";"28955"
"11779";"4";"29127"
"11780";"4";"28250"
"11782";"4";"28205"
"11783";"4";"28532"
"11785";"4";"29003"
"11787";"4";"28139"
"11789";"4";"29046"
"11791";"4";"29139"
"11796";"4";"29003"
"11798";"4";"28375"
"11799";"4";"28375"
"11800";"4";"29075"
"11801";"4";"29142"
"11804";"4";"28375"
"11806";"4";"29144"
"11808";"4";"28139"
"11813";"4";"28760"
"11816";"1";"29145"
"11818";"4";"29146"
"11821";"4";"29149"
"11825";"4";"28278"
"11828";"4";"29152"
"11830";"4";"28139"
"11832";"4";"28375"
"11833";"4";"29003"
"11834";"4";"28544"
"11836";"4";"29003"
"11837";"1";"28973"
"11839";"4";"28544"
"11841";"4";"29075"
"11848";"1";"29156"
"11852";"4";"28618"
"11855";"4";"28646"
"11869";"4";"28691"
"11870";"4";"29003"
"11872";"4";"29037"
"11873";"4";"28336"
"11875";"4";"28544"
"11876";"4";"28988"
"11880";"4";"29127"
"11882";"4";"29149"
"11883";"4";"28618"
"11885";"4";"28618"
"11897";"4";"29003"
"11898";"4";"29003"
"11899";"4";"29003"
"11902";"4";"28711"
"11903";"4";"28704"
"11904";"1";"29166"
"11905";"4";"29167"
"11906";"4";"28852"
"11907";"1";"29168"
"11911";"4";"29170"
"11914";"4";"28711"
"11915";"1";"29171"
"11917";"4";"28691"
"11918";"1";"29173"
"11939";"4";"29177"
"11946";"4";"29178"
"11949";"4";"28296"
"11951";"4";"28126"
"11954";"4";"28126"
"11956";"1";"29189"
"11962";"4";"29193"
"11963";"4";"28430"
"11969";"4";"29075"
"11974";"4";"28801"
"11976";"4";"31820"
"11977";"4";"29209"
"11980";"4";"28299"
"11982";"4";"29214"
"11984";"4";"29002"
"11986";"4";"28296"
"11988";"4";"28821"
"11990";"4";"28375"
"11992";"4";"28375"
"11994";"4";"29222"
"11998";"4";"28760"
"11999";"4";"28760"
"12000";"4";"29224"
"12001";"4";"28873"
"12003";"4";"28311"
"12005";"4";"28760"
"12007";"4";"28196"
"12010";"4";"29226"
"12012";"4";"29041"
"12014";"1";"29228"
"12017";"4";"28375"
"12018";"4";"29075"
"12021";"4";"29157"
"12024";"4";"29157"
"12026";"4";"29209"
"12027";"4";"29167"
"12031";"4";"29209"
"12033";"4";"29209"
"12036";"4";"28450"
"12037";"4";"29233"
"12039";"4";"28624"
"12047";"4";"28450"
"12048";"4";"28624"
"12050";"4";"29236"
"12052";"1";"29213"
"12057";"4";"28263"
"12060";"4";"28849"
"12061";"4";"29245"
"12062";"4";"29245"
"12063";"4";"29246"
"12068";"4";"28830"
"12072";"4";"28450"
"12074";"4";"28296"
"12075";"4";"29167"
"12078";"1";"28973"
"12079";"4";"29105"
"12082";"4";"29250"
"12086";"1";"29251"
"12089";"4";"29254"
"12092";"4";"29249"
"12093";"4";"28450"
"12094";"4";"29256"
"12095";"4";"28236"
"12103";"4";"29245"
"12104";"4";"29261"
"12108";"4";"28150"
"12109";"4";"29245"
"12111";"4";"29262"
"12116";"4";"28829"
"12120";"4";"29003"
"12122";"4";"28849"
"12127";"4";"29273"
"12130";"4";"29273"
"12131";"1";"29278"
"12134";"4";"29271"
"12136";"4";"29279"
"12137";"4";"29003"
"12141";"4";"29245"
"12143";"4";"28618"
"12147";"4";"28406"
"12150";"4";"28618"
"12153";"4";"29287"
"12160";"4";"29245"
"12161";"4";"28618"
"12162";"4";"29245"
"12164";"4";"29245"
"12166";"4";"29289"
"12170";"4";"29293"
"12179";"4";"28236"
"12184";"4";"29062"
"12189";"4";"28760"
"12192";"1";"29299"
"12195";"4";"29301"
"12196";"4";"28311"
"12202";"4";"29003"
"12204";"4";"29306"
"12205";"4";"28544"
"12206";"4";"28647"
"12207";"4";"28647"
"12210";"4";"28584"
"12211";"4";"28450"
"12212";"4";"31820"
"12223";"4";"29301"
"12225";"4";"29199"
"12230";"1";"29312"
"12235";"1";"29315"
"12239";"4";"28468"
"12241";"4";"28450"
"12244";"1";"29320"
"12246";"1";"29321"
"12247";"4";"29317"
"12250";"4";"29325"
"12252";"4";"28619"
"12253";"4";"28760"
"12257";"4";"28544"
"12258";"4";"29329"
"12259";"4";"29330"
"12262";"4";"28297"
"12267";"4";"29112"
"12271";"4";"29328"
"12272";"4";"28847"
"12276";"4";"28468"
"12278";"4";"28162"
"12279";"1";"29332"
"12281";"4";"28618"
"12282";"4";"28618"
"12284";"1";"29334"
"12285";"4";"29333"
"12286";"4";"28263"
"12290";"4";"29337"
"12292";"4";"29338"
"12295";"1";"29339"
"12299";"4";"29342"
"12302";"4";"29333"
"12305";"4";"28544"
"12306";"4";"28129"
"12307";"4";"28278"
"12309";"4";"29345"
"12311";"4";"28600"
"12315";"4";"29348"
"12317";"4";"28336"
"12320";"4";"28647"
"12325";"4";"28600"
"12328";"4";"29102"
"12331";"4";"28224"
"12338";"4";"29112"
"12339";"4";"29325"
"12341";"4";"29180"
"12342";"4";"29180"
"12343";"4";"29360"
"12346";"1";"29361"
"12348";"4";"29362"
"12354";"1";"29363"
"12355";"1";"29363"
"12357";"4";"28244"
"12359";"4";"28375"
"12360";"4";"28375"
"12371";"4";"28618"
"12374";"4";"29372"
"12375";"1";"29373"
"12378";"4";"28509"
"12379";"4";"29375"
"12381";"1";"29373"
"12382";"1";"29377"
"12385";"4";"28191"
