"id";"reputation";"id_community";"profile";"questions";"answers";"comments"
"28514";"1";"9";"1";"0";"0";"0"
"28518";"1";"9";"1";"0";"0";"0"
"28522";"1";"9";"1";"0";"0";"0"
"28524";"1";"9";"1";"0";"0";"0"
"28529";"1";"9";"1";"0";"0";"0"
"28533";"1";"9";"1";"0";"0";"0"
"28534";"1";"9";"1";"0";"0";"0"
"28538";"1";"9";"1";"0";"0";"0"
"28555";"1";"9";"1";"0";"0";"0"
"28560";"1";"9";"1";"0";"0";"0"
"28573";"1";"9";"1";"0";"0";"0"
"28575";"1";"9";"1";"0";"0";"0"
"28598";"1";"9";"1";"0";"0";"0"
"28601";"1";"9";"1";"0";"0";"0"
"28605";"1";"9";"1";"0";"0";"0"
"28608";"1";"9";"1";"0";"0";"0"
"28623";"1";"9";"1";"0";"0";"0"
"28630";"1";"9";"1";"0";"0";"0"
"28632";"1";"9";"1";"0";"0";"0"
"28643";"1";"9";"1";"0";"1";"1"
"28645";"1";"9";"1";"0";"0";"0"
"28651";"1";"9";"1";"0";"0";"0"
"28654";"1";"9";"1";"0";"0";"0"
"28662";"1";"9";"1";"0";"0";"0"
"28676";"1";"9";"1";"0";"0";"0"
"28680";"1";"9";"1";"0";"0";"0"
"28698";"1";"9";"1";"0";"0";"0"
"28734";"1";"9";"1";"0";"0";"0"
"28735";"1";"9";"1";"0";"0";"0"
"28748";"1";"9";"1";"0";"0";"0"
"28751";"1";"9";"1";"0";"0";"0"
"28785";"1";"9";"1";"0";"0";"0"
"28792";"1";"9";"1";"0";"0";"0"
"28804";"1";"9";"1";"0";"0";"0"
"28810";"1";"9";"1";"0";"0";"0"
"28865";"1";"9";"1";"0";"0";"0"
"28866";"1";"9";"1";"0";"0";"0"
"28868";"1";"9";"1";"0";"0";"0"
"28874";"1";"9";"1";"0";"0";"0"
"28878";"1";"9";"1";"0";"0";"0"
"28879";"1";"9";"1";"0";"0";"0"
"28883";"1";"9";"1";"0";"0";"0"
"28888";"1";"9";"1";"0";"0";"0"
"28896";"1";"9";"1";"0";"0";"0"
"28898";"1";"9";"1";"0";"0";"0"
"28899";"1";"9";"1";"0";"0";"0"
"28900";"1";"9";"1";"0";"0";"0"
"28901";"1";"9";"1";"0";"0";"0"
"28930";"1";"9";"1";"0";"0";"0"
"28946";"1";"9";"1";"0";"0";"0"
"28953";"1";"9";"1";"0";"0";"0"
"28965";"1";"9";"1";"0";"0";"0"
"28975";"1";"9";"1";"0";"0";"0"
"28978";"1";"9";"1";"0";"0";"0"
"28980";"1";"9";"1";"0";"0";"0"
"28983";"1";"9";"1";"0";"0";"0"
"28984";"1";"9";"1";"0";"0";"0"
"28996";"1";"9";"1";"0";"0";"0"
"28997";"1";"9";"1";"0";"0";"0"
"29005";"1";"9";"1";"0";"0";"0"
"29020";"1";"9";"1";"0";"0";"0"
"29021";"1";"9";"1";"0";"0";"0"
"29049";"1";"9";"1";"0";"0";"0"
"29057";"1";"9";"1";"0";"0";"0"
"29058";"1";"9";"1";"0";"0";"0"
"29064";"1";"9";"1";"0";"0";"0"
"29080";"1";"9";"1";"0";"0";"0"
"29082";"1";"9";"1";"0";"0";"0"
"29085";"1";"9";"1";"0";"0";"0"
"29086";"1";"9";"1";"0";"0";"0"
"29101";"1";"9";"1";"0";"0";"0"
"29103";"1";"9";"1";"0";"0";"0"
"29108";"1";"9";"1";"0";"0";"0"
"29109";"1";"9";"1";"0";"0";"0"
"29111";"1";"9";"1";"0";"0";"0"
"29122";"1";"9";"1";"0";"0";"0"
"29128";"1";"9";"1";"0";"0";"0"
"29132";"1";"9";"1";"0";"0";"0"
"29135";"1";"9";"1";"0";"0";"0"
"29159";"1";"9";"1";"0";"0";"0"
"29160";"1";"9";"1";"0";"0";"0"
"29162";"1";"9";"1";"0";"0";"0"
"29174";"1";"9";"1";"0";"0";"0"
"29183";"1";"9";"1";"0";"0";"0"
"29207";"1";"9";"1";"0";"0";"0"
"29208";"1";"9";"1";"0";"0";"0"
"29210";"1";"9";"1";"0";"0";"0"
"29216";"1";"9";"1";"0";"0";"0"
"29217";"1";"9";"1";"0";"0";"0"
"29220";"1";"9";"1";"0";"0";"0"
"29232";"1";"9";"1";"0";"0";"0"
"29238";"1";"9";"1";"0";"0";"0"
"29248";"1";"9";"1";"0";"0";"0"
"29252";"1";"9";"1";"0";"0";"0"
"29258";"1";"9";"1";"0";"0";"0"
"29263";"1";"9";"1";"0";"0";"0"
"29276";"1";"9";"1";"0";"0";"0"
"29281";"1";"9";"1";"0";"0";"0"
"29285";"1";"9";"1";"0";"0";"0"
"29297";"1";"9";"1";"0";"0";"0"
"29302";"1";"9";"1";"0";"0";"0"
"29305";"1";"9";"1";"0";"0";"0"
"29331";"1";"9";"1";"0";"0";"0"
"29346";"1";"9";"1";"0";"0";"0"
"29349";"1";"9";"1";"0";"0";"0"
"29354";"1";"9";"1";"0";"0";"0"
"29355";"1";"9";"1";"0";"0";"0"
"29364";"1";"9";"1";"0";"0";"0"
"29368";"1";"9";"1";"0";"0";"0"
"29397";"1";"9";"1";"0";"0";"0"
"29410";"1";"9";"1";"0";"0";"0"
"29413";"1";"9";"1";"0";"0";"0"
"29418";"1";"9";"1";"0";"0";"0"
"29420";"1";"9";"1";"0";"0";"0"
"29426";"1";"9";"1";"0";"0";"0"
"29437";"1";"9";"1";"0";"0";"0"
"29439";"1";"9";"1";"0";"0";"0"
"29442";"1";"9";"1";"0";"0";"0"
"29443";"1";"9";"1";"0";"0";"0"
"29446";"1";"9";"1";"0";"1";"0"
"29450";"1";"9";"1";"0";"0";"0"
"29452";"1";"9";"1";"0";"0";"0"
"29471";"1";"9";"1";"0";"0";"0"
"29472";"1";"9";"1";"0";"0";"0"
"29477";"1";"9";"1";"0";"0";"0"
"29478";"1";"9";"1";"0";"0";"0"
"29495";"1";"9";"1";"0";"0";"0"
"29497";"1";"9";"1";"0";"0";"0"
"29503";"1";"9";"1";"0";"0";"0"
"29525";"1";"9";"1";"0";"0";"0"
"29526";"1";"9";"1";"0";"0";"0"
"29528";"1";"9";"1";"0";"0";"0"
"29532";"1";"9";"1";"0";"0";"0"
"29546";"1";"9";"1";"0";"0";"0"
"29552";"1";"9";"1";"0";"0";"0"
"29554";"1";"9";"1";"0";"0";"0"
"29555";"1";"9";"1";"0";"0";"0"
"29556";"1";"9";"1";"0";"0";"0"
"29559";"1";"9";"1";"0";"0";"0"
"29563";"1";"9";"1";"0";"0";"0"
"29566";"1";"9";"1";"0";"0";"0"
"29567";"1";"9";"1";"0";"0";"0"
"29568";"1";"9";"1";"0";"0";"0"
"29572";"1";"9";"1";"0";"0";"0"
"29575";"1";"9";"1";"0";"0";"0"
"29577";"1";"9";"1";"0";"0";"0"
"29579";"1";"9";"1";"0";"1";"0"
"29583";"1";"9";"1";"0";"0";"0"
"29589";"1";"9";"1";"0";"0";"0"
"29590";"1";"9";"1";"0";"0";"0"
"29591";"1";"9";"1";"0";"0";"0"
"29597";"1";"9";"1";"0";"0";"0"
"29600";"1";"9";"1";"0";"0";"0"
"29607";"1";"9";"1";"0";"0";"0"
"29608";"1";"9";"1";"0";"0";"0"
"29624";"1";"9";"1";"0";"0";"0"
"29628";"1";"9";"1";"0";"0";"0"
"29639";"1";"9";"1";"0";"0";"0"
"29640";"1";"9";"1";"0";"0";"0"
"29642";"1";"9";"1";"0";"0";"0"
"29645";"1";"9";"1";"0";"0";"0"
"29648";"1";"9";"1";"0";"0";"0"
"29652";"1";"9";"1";"0";"0";"0"
"29657";"1";"9";"1";"0";"0";"0"
"29658";"1";"9";"1";"0";"0";"0"
"29663";"1";"9";"1";"0";"0";"0"
"29671";"1";"9";"1";"0";"0";"0"
"29679";"1";"9";"1";"0";"0";"0"
"29687";"1";"9";"1";"0";"0";"0"
"29688";"1";"9";"1";"0";"0";"0"
"29693";"1";"9";"1";"0";"0";"0"
"29698";"1";"9";"1";"0";"0";"0"
"29706";"1";"9";"1";"0";"0";"0"
"29726";"1";"9";"1";"0";"0";"0"
"29728";"1";"9";"1";"0";"0";"0"
"29730";"1";"9";"1";"0";"0";"0"
"29733";"1";"9";"1";"0";"0";"0"
"29759";"1";"9";"1";"0";"1";"0"
"29761";"1";"9";"1";"0";"0";"0"
"29762";"1";"9";"1";"0";"0";"0"
"29767";"1";"9";"1";"0";"0";"0"
"29779";"1";"9";"1";"0";"0";"0"
"29787";"1";"9";"1";"0";"0";"0"
"29789";"1";"9";"1";"0";"0";"0"
"29798";"1";"9";"1";"0";"0";"0"
"29799";"1";"9";"1";"0";"0";"0"
"29801";"1";"9";"1";"0";"0";"0"
"29807";"1";"9";"1";"0";"0";"0"
"29813";"1";"9";"1";"0";"0";"0"
"29818";"1";"9";"1";"0";"0";"0"
"29820";"1";"9";"1";"0";"0";"0"
"29821";"1";"9";"1";"0";"0";"0"
"29824";"1";"9";"1";"0";"0";"0"
"29828";"1";"9";"1";"0";"0";"0"
"29831";"1";"9";"1";"0";"0";"0"
"29834";"1";"9";"1";"0";"0";"0"
"29843";"1";"9";"1";"0";"0";"0"
"29845";"1";"9";"1";"0";"0";"0"
"29847";"1";"9";"1";"0";"0";"0"
"29857";"1";"9";"1";"0";"0";"0"
"29858";"1";"9";"1";"0";"0";"0"
"29860";"1";"9";"1";"0";"0";"0"
"29867";"1";"9";"1";"0";"0";"0"
"29870";"1";"9";"1";"0";"0";"0"
"29872";"1";"9";"1";"0";"0";"0"
"29886";"1";"9";"1";"0";"1";"0"
"29891";"1";"9";"1";"0";"0";"0"
"29894";"1";"9";"1";"0";"0";"0"
"29897";"1";"9";"1";"0";"0";"0"
"29899";"1";"9";"1";"0";"0";"0"
"29900";"1";"9";"1";"0";"1";"0"
"29901";"1";"9";"1";"0";"0";"0"
"29902";"1";"9";"1";"0";"0";"0"
"29928";"1";"9";"1";"0";"0";"0"
"29937";"1";"9";"1";"0";"0";"0"
"29938";"1";"9";"1";"0";"0";"0"
"29941";"1";"9";"1";"0";"0";"0"
"29944";"1";"9";"1";"0";"1";"0"
"29950";"1";"9";"1";"0";"0";"0"
"29952";"1";"9";"1";"0";"0";"0"
"29992";"1";"9";"1";"0";"0";"0"
"29996";"1";"9";"1";"0";"0";"0"
"30004";"1";"9";"1";"0";"0";"0"
"30006";"1";"9";"1";"0";"0";"0"
"30012";"1";"9";"1";"0";"0";"0"
"30017";"1";"9";"1";"0";"0";"0"
"30029";"1";"9";"1";"0";"0";"0"
"30031";"1";"9";"1";"0";"0";"0"
"30035";"1";"9";"1";"0";"0";"0"
"30037";"1";"9";"1";"0";"0";"0"
"30044";"1";"9";"1";"0";"0";"0"
"30054";"1";"9";"1";"0";"0";"0"
"30061";"1";"9";"1";"0";"0";"0"
"30062";"1";"9";"1";"0";"0";"0"
"30063";"1";"9";"1";"0";"0";"0"
"30074";"1";"9";"1";"0";"0";"0"
"30075";"1";"9";"1";"0";"0";"0"
"30081";"1";"9";"1";"0";"0";"0"
"30093";"1";"9";"1";"0";"0";"0"
"30107";"1";"9";"1";"0";"0";"0"
"30114";"1";"9";"1";"0";"0";"0"
"30116";"1";"9";"1";"0";"0";"0"
"30120";"1";"9";"1";"0";"0";"0"
"30125";"1";"9";"1";"0";"0";"0"
"30127";"1";"9";"1";"0";"0";"0"
"30129";"1";"9";"1";"0";"0";"0"
"30130";"1";"9";"1";"0";"0";"0"
"30133";"1";"9";"1";"2";"0";"2"
"30135";"1";"9";"1";"0";"0";"0"
"30136";"1";"9";"1";"0";"0";"0"
"30153";"1";"9";"1";"0";"0";"0"
"30154";"1";"9";"1";"0";"0";"0"
"30155";"1";"9";"1";"0";"0";"0"
"30161";"1";"9";"1";"0";"0";"0"
"30162";"1";"9";"1";"0";"1";"0"
"30168";"1";"9";"1";"0";"0";"0"
"30171";"1";"9";"1";"0";"0";"0"
"30175";"1";"9";"1";"0";"0";"0"
"30183";"1";"9";"1";"1";"0";"0"
"30185";"1";"9";"1";"0";"0";"0"
"30187";"1";"9";"1";"0";"0";"0"
"30189";"1";"9";"1";"0";"0";"0"
"30191";"1";"9";"1";"0";"0";"0"
"30196";"1";"9";"1";"0";"0";"0"
"30199";"1";"9";"1";"0";"0";"0"
"30205";"1";"9";"1";"0";"0";"0"
"30210";"1";"9";"1";"0";"0";"0"
"30212";"1";"9";"1";"0";"0";"0"
"30214";"1";"9";"1";"0";"0";"0"
"30215";"1";"9";"1";"0";"0";"0"
"30220";"1";"9";"1";"0";"0";"0"
"30226";"1";"9";"1";"0";"0";"0"
"30229";"1";"9";"1";"0";"0";"0"
"30237";"1";"9";"1";"0";"0";"0"
"30249";"1";"9";"1";"0";"0";"0"
"30250";"1";"9";"1";"0";"0";"0"
"30257";"1";"9";"1";"0";"1";"0"
"30260";"1";"9";"1";"0";"0";"0"
"30261";"1";"9";"1";"0";"0";"0"
"30262";"1";"9";"1";"1";"0";"0"
"30263";"1";"9";"1";"0";"0";"0"
"30271";"1";"9";"1";"0";"0";"0"
"30273";"1";"9";"1";"0";"0";"0"
"30275";"1";"9";"1";"0";"0";"0"
"30277";"1";"9";"1";"0";"0";"0"
"30278";"1";"9";"1";"0";"0";"0"
"30281";"1";"9";"1";"0";"0";"0"
"30288";"1";"9";"1";"0";"0";"0"
"30289";"1";"9";"1";"0";"0";"0"
"30298";"1";"9";"1";"0";"0";"0"
"30304";"1";"9";"1";"0";"0";"0"
"30307";"1";"9";"1";"0";"0";"0"
"30312";"1";"9";"1";"0";"0";"0"
"30322";"1";"9";"1";"0";"0";"0"
"30335";"1";"9";"1";"0";"0";"0"
"30339";"1";"9";"1";"0";"0";"0"
"30340";"1";"9";"1";"0";"0";"0"
"30366";"1";"9";"1";"0";"0";"0"
"30368";"1";"9";"1";"0";"0";"0"
"30371";"1";"9";"1";"0";"0";"0"
"30373";"1";"9";"1";"0";"0";"0"
"30374";"1";"9";"1";"0";"1";"0"
"30387";"1";"9";"1";"0";"0";"0"
"30391";"1";"9";"1";"0";"0";"0"
"30394";"1";"9";"1";"0";"0";"0"
"30397";"1";"9";"1";"0";"0";"0"
"30405";"1";"9";"1";"0";"0";"0"
"30406";"1";"9";"1";"0";"0";"0"
"30407";"1";"9";"1";"0";"0";"0"
"30410";"1";"9";"1";"0";"0";"0"
"30415";"1";"9";"1";"0";"0";"0"
"30416";"1";"9";"1";"0";"0";"0"
"30419";"1";"9";"1";"0";"0";"0"
"30420";"1";"9";"1";"0";"0";"0"
"30422";"1";"9";"1";"0";"0";"0"
"30426";"1";"9";"1";"0";"0";"0"
"30428";"1";"9";"1";"0";"0";"0"
"30429";"1";"9";"1";"0";"0";"0"
"30445";"1";"9";"1";"0";"0";"0"
"30446";"1";"9";"1";"0";"0";"0"
"30459";"1";"9";"1";"0";"0";"0"
"30460";"1";"9";"1";"0";"0";"0"
"30462";"1";"9";"1";"0";"0";"0"
"30470";"1";"9";"1";"0";"0";"0"
"30472";"1";"9";"1";"0";"0";"0"
"30474";"1";"9";"1";"0";"0";"0"
"30475";"1";"9";"1";"0";"0";"0"
"30476";"1";"9";"1";"0";"0";"0"
"30479";"1";"9";"1";"0";"0";"0"
"30481";"1";"9";"1";"0";"0";"0"
"30486";"1";"9";"1";"0";"0";"0"
"30493";"1";"9";"1";"0";"0";"0"
"30496";"1";"9";"1";"0";"0";"0"
"30511";"1";"9";"1";"0";"0";"0"
"30512";"1";"9";"1";"0";"0";"0"
"30516";"1";"9";"1";"0";"0";"0"
"30517";"1";"9";"1";"0";"0";"0"
"30518";"1";"9";"1";"0";"0";"0"
"30520";"1";"9";"1";"0";"0";"0"
"30522";"1";"9";"1";"0";"0";"0"
"30530";"1";"9";"1";"0";"0";"0"
"30532";"1";"9";"1";"0";"0";"0"
"30537";"1";"9";"1";"0";"0";"0"
"30541";"1";"9";"1";"0";"0";"0"
"30555";"1";"9";"1";"0";"0";"0"
"30556";"1";"9";"1";"0";"0";"0"
"30557";"1";"9";"1";"0";"0";"0"
"30559";"1";"9";"1";"0";"0";"0"
"30562";"1";"9";"1";"0";"0";"0"
"30569";"1";"9";"1";"0";"0";"0"
"30570";"1";"9";"1";"0";"0";"0"
"30571";"1";"9";"1";"0";"1";"0"
"30572";"1";"9";"1";"0";"0";"0"
"30578";"1";"9";"1";"0";"0";"0"
"30583";"1";"9";"1";"0";"0";"0"
"30589";"1";"9";"1";"0";"0";"0"
"30590";"1";"9";"1";"0";"0";"0"
"30591";"1";"9";"1";"0";"0";"0"
"30596";"1";"9";"1";"0";"1";"0"
"30597";"1";"9";"1";"0";"0";"0"
"30605";"1";"9";"1";"1";"0";"0"
"30606";"1";"9";"1";"0";"1";"0"
"30609";"1";"9";"1";"0";"1";"0"
"30615";"1";"9";"1";"0";"1";"0"
"30616";"1";"9";"1";"0";"0";"0"
"30621";"1";"9";"1";"0";"0";"0"
"30622";"1";"9";"1";"0";"0";"0"
"30624";"1";"9";"1";"0";"0";"0"
"30627";"1";"9";"1";"0";"0";"0"
"30629";"1";"9";"1";"0";"0";"0"
"30640";"1";"9";"1";"0";"1";"0"
"30644";"1";"9";"1";"0";"0";"0"
"30645";"1";"9";"1";"0";"1";"0"
"30650";"1";"9";"1";"0";"0";"0"
"30657";"1";"9";"1";"0";"0";"0"
"30663";"1";"9";"1";"0";"0";"0"
"30670";"1";"9";"1";"0";"0";"0"
"30676";"1";"9";"1";"1";"0";"1"
"30681";"1";"9";"1";"0";"0";"0"
"30684";"1";"9";"1";"0";"0";"0"
"30686";"1";"9";"1";"0";"0";"0"
"30690";"1";"9";"1";"0";"0";"0"
"30697";"1";"9";"1";"0";"0";"0"
"30701";"1";"9";"1";"0";"0";"0"
"30704";"1";"9";"1";"0";"0";"0"
"30706";"1";"9";"1";"0";"0";"0"
"30711";"1";"9";"1";"0";"0";"0"
"30712";"1";"9";"1";"0";"0";"0"
"30722";"1";"9";"1";"0";"0";"0"
"30736";"1";"9";"1";"0";"0";"0"
"30748";"1";"9";"1";"0";"0";"0"
"30750";"1";"9";"1";"0";"0";"0"
"30759";"1";"9";"1";"0";"1";"0"
"30760";"1";"9";"1";"0";"0";"0"
"30763";"1";"9";"1";"0";"0";"0"
"30766";"1";"9";"1";"0";"0";"0"
"30774";"1";"9";"1";"0";"0";"0"
"30781";"1";"9";"1";"0";"0";"0"
"30782";"1";"9";"1";"0";"0";"0"
"30784";"1";"9";"1";"0";"0";"0"
"30785";"1";"9";"1";"0";"0";"0"
"30788";"1";"9";"1";"0";"1";"0"
"30791";"1";"9";"1";"0";"0";"0"
"30793";"1";"9";"1";"0";"0";"0"
"30799";"1";"9";"1";"0";"0";"0"
"30801";"1";"9";"1";"0";"0";"0"
"30813";"1";"9";"1";"0";"0";"0"
"30814";"1";"9";"1";"0";"0";"0"
"30819";"1";"9";"1";"0";"0";"0"
"30822";"1";"9";"1";"0";"0";"0"
"30824";"1";"9";"1";"0";"0";"0"
"30828";"1";"9";"1";"0";"0";"0"
"30832";"1";"9";"1";"0";"1";"0"
"30837";"1";"9";"1";"0";"0";"0"
"30838";"1";"9";"1";"0";"0";"0"
"30841";"1";"9";"1";"0";"0";"0"
"30848";"1";"9";"1";"0";"0";"0"
"30852";"1";"9";"1";"1";"0";"0"
"30860";"1";"9";"1";"0";"0";"0"
"30861";"1";"9";"1";"0";"0";"0"
"30866";"1";"9";"1";"0";"0";"0"
"30876";"1";"9";"1";"0";"0";"0"
"30878";"1";"9";"1";"0";"0";"0"
"30881";"1";"9";"1";"0";"0";"0"
"30883";"1";"9";"1";"0";"1";"0"
"30900";"1";"9";"1";"0";"0";"0"
"30902";"1";"9";"1";"0";"0";"0"
"30905";"1";"9";"1";"0";"0";"0"
"30907";"1";"9";"1";"0";"0";"0"
"30922";"1";"9";"1";"1";"0";"0"
"30923";"1";"9";"1";"0";"0";"0"
"30924";"1";"9";"1";"0";"0";"0"
"30931";"1";"9";"1";"0";"0";"0"
"30933";"1";"9";"1";"0";"0";"0"
"30935";"1";"9";"1";"0";"0";"0"
"30938";"1";"9";"1";"0";"0";"0"
"30952";"1";"9";"1";"0";"1";"0"
"30956";"1";"9";"1";"0";"0";"0"
"30958";"1";"9";"1";"0";"0";"0"
"30964";"1";"9";"1";"0";"2";"0"
"30974";"1";"9";"1";"0";"0";"0"
"30990";"1";"9";"1";"0";"0";"0"
"30992";"1";"9";"1";"0";"0";"0"
"30995";"1";"9";"1";"0";"0";"0"
"30996";"1";"9";"1";"0";"0";"0"
"30997";"1";"9";"1";"0";"0";"0"
"31000";"1";"9";"1";"0";"0";"0"
"31010";"1";"9";"1";"1";"0";"0"
"31011";"1";"9";"1";"0";"0";"0"
"31024";"1";"9";"1";"0";"0";"0"
"31035";"1";"9";"1";"0";"0";"0"
"31041";"1";"9";"1";"0";"0";"0"
"31043";"1";"9";"1";"0";"0";"0"
"31044";"1";"9";"1";"0";"0";"0"
"31048";"1";"9";"1";"0";"0";"0"
"31049";"1";"9";"1";"0";"0";"0"
"31054";"1";"9";"1";"0";"0";"0"
"31059";"1";"9";"1";"1";"0";"1"
"31067";"1";"9";"1";"0";"0";"0"
"31068";"1";"9";"1";"0";"0";"0"
"31072";"1";"9";"1";"0";"0";"0"
"31073";"1";"9";"1";"0";"0";"0"
"31077";"1";"9";"1";"0";"0";"0"
"31078";"1";"9";"1";"0";"0";"0"
"31080";"1";"9";"1";"0";"0";"0"
"31086";"1";"9";"1";"0";"0";"0"
"31090";"1";"9";"1";"0";"0";"0"
"31091";"1";"9";"1";"0";"0";"0"
"31102";"1";"9";"1";"0";"0";"0"
"31109";"1";"9";"1";"0";"0";"0"
"31112";"1";"9";"1";"0";"0";"0"
"31120";"1";"9";"1";"0";"1";"0"
"31141";"1";"9";"1";"0";"0";"0"
"31142";"1";"9";"1";"0";"0";"0"
"31143";"1";"9";"1";"0";"0";"0"
"31150";"1";"9";"1";"0";"0";"0"
"31152";"1";"9";"1";"0";"0";"0"
"31153";"1";"9";"1";"0";"0";"0"
"31155";"1";"9";"1";"0";"0";"0"
"31156";"1";"9";"1";"0";"0";"0"
"31157";"1";"9";"1";"0";"0";"0"
"31158";"1";"9";"1";"0";"0";"0"
"31164";"1";"9";"1";"0";"0";"0"
"31166";"1";"9";"1";"0";"0";"0"
"31168";"1";"9";"1";"0";"0";"0"
"31176";"1";"9";"1";"0";"0";"0"
"31180";"1";"9";"1";"0";"0";"0"
"31187";"1";"9";"1";"0";"0";"0"
"31190";"1";"9";"1";"0";"0";"0"
"31191";"1";"9";"1";"0";"0";"0"
"31192";"1";"9";"1";"0";"0";"0"
"31194";"1";"9";"1";"1";"0";"0"
"31201";"1";"9";"1";"0";"0";"0"
"31203";"1";"9";"1";"0";"0";"0"
"31205";"1";"9";"1";"0";"2";"1"
"31209";"1";"9";"1";"0";"0";"0"
"31211";"1";"9";"1";"0";"0";"0"
"31212";"1";"9";"1";"0";"0";"0"
"31215";"1";"9";"1";"0";"0";"0"
"31225";"1";"9";"1";"0";"0";"0"
"31226";"1";"9";"1";"0";"0";"0"
"31235";"1";"9";"1";"0";"0";"0"
"31237";"1";"9";"1";"0";"0";"0"
"31242";"1";"9";"1";"0";"0";"0"
"31249";"1";"9";"1";"0";"1";"0"
"31262";"1";"9";"1";"1";"0";"0"
"31265";"1";"9";"1";"0";"0";"0"
"31266";"1";"9";"1";"0";"0";"0"
"31274";"1";"9";"1";"0";"1";"0"
"31276";"1";"9";"1";"0";"0";"0"
"31277";"1";"9";"1";"0";"0";"0"
"31279";"1";"9";"1";"0";"0";"0"
"31280";"1";"9";"1";"0";"0";"0"
"31281";"1";"9";"1";"0";"0";"0"
"31282";"1";"9";"1";"0";"0";"0"
"31308";"1";"9";"1";"0";"0";"0"
"31313";"1";"9";"1";"0";"0";"0"
"31319";"1";"9";"1";"0";"0";"0"
"31320";"1";"9";"1";"0";"0";"0"
"31324";"1";"9";"1";"0";"0";"0"
"31330";"1";"9";"1";"0";"0";"0"
"31333";"1";"9";"1";"0";"0";"0"
"31334";"1";"9";"1";"0";"0";"0"
"31336";"1";"9";"1";"0";"0";"0"
"31337";"1";"9";"1";"0";"0";"0"
"31338";"1";"9";"1";"0";"0";"0"
"31342";"1";"9";"1";"0";"0";"0"
"31344";"1";"9";"1";"0";"1";"0"
"31349";"1";"9";"1";"0";"0";"0"
"31353";"1";"9";"1";"0";"0";"0"
"31360";"1";"9";"1";"0";"0";"0"
"31361";"1";"9";"1";"0";"0";"0"
"31362";"1";"9";"1";"0";"0";"0"
"31376";"1";"9";"1";"0";"0";"0"
"31383";"1";"9";"1";"0";"0";"0"
"31386";"1";"9";"1";"0";"0";"0"
"31399";"1";"9";"1";"0";"0";"0"
"31409";"1";"9";"1";"0";"0";"0"
"31416";"1";"9";"1";"0";"0";"0"
"31417";"1";"9";"1";"0";"0";"0"
"31419";"1";"9";"1";"0";"1";"1"
"31421";"1";"9";"1";"0";"0";"0"
"31423";"1";"9";"1";"0";"0";"0"
"31425";"1";"9";"1";"0";"0";"0"
