"id";"reputation";"id_community";"profile_1";"profile_2";"questions";"answers";"comments"
"50659";"1";"10";"1";"1";"0";"0";"0"
"50663";"1";"10";"1";"1";"0";"0";"0"
"50668";"1";"10";"1";"1";"0";"0";"0"
"50669";"1";"10";"1";"1";"0";"0";"0"
"50678";"1";"10";"1";"1";"0";"0";"0"
"50679";"1";"10";"1";"1";"0";"0";"0"
"50683";"1";"10";"1";"1";"0";"0";"0"
"50696";"1";"10";"1";"1";"0";"0";"0"
"50697";"1";"10";"1";"1";"0";"0";"0"
"50710";"1";"10";"1";"1";"0";"0";"0"
"50739";"1";"10";"1";"1";"0";"0";"0"
"50747";"1";"10";"1";"1";"0";"0";"0"
"50772";"1";"10";"1";"1";"0";"0";"0"
"50794";"1";"10";"1";"1";"0";"0";"0"
"50800";"1";"10";"1";"1";"0";"0";"0"
"50804";"1";"10";"1";"1";"0";"0";"0"
"50807";"1";"10";"1";"1";"0";"0";"0"
"50811";"1";"10";"1";"1";"0";"0";"0"
"50820";"1";"10";"1";"1";"0";"0";"0"
"50821";"1";"10";"1";"1";"0";"0";"0"
"50833";"1";"10";"1";"1";"0";"0";"0"
"50846";"1";"10";"1";"1";"0";"0";"0"
"50849";"1";"10";"1";"1";"0";"0";"0"
"50850";"1";"10";"1";"1";"0";"0";"0"
"50857";"1";"10";"1";"1";"0";"0";"0"
"50861";"1";"10";"1";"1";"0";"0";"0"
"50868";"1";"10";"1";"1";"0";"0";"0"
"50871";"1";"10";"1";"1";"0";"0";"0"
"50894";"1";"10";"1";"1";"0";"0";"0"
"50895";"1";"10";"1";"1";"0";"0";"0"
"50897";"1";"10";"1";"1";"0";"0";"0"
"50898";"1";"10";"1";"1";"0";"0";"0"
"50903";"1";"10";"1";"1";"0";"0";"0"
"50908";"1";"10";"1";"1";"0";"0";"0"
"50909";"1";"10";"1";"1";"0";"0";"1"
"50911";"1";"10";"1";"1";"0";"0";"0"
"50913";"1";"10";"1";"1";"0";"0";"0"
"50915";"1";"10";"1";"1";"0";"0";"0"
"50919";"1";"10";"1";"1";"0";"0";"0"
"50921";"1";"10";"1";"1";"0";"0";"0"
"50926";"1";"10";"1";"1";"0";"0";"0"
"50927";"1";"10";"1";"1";"0";"0";"0"
"50928";"1";"10";"1";"1";"0";"0";"0"
"50941";"1";"10";"1";"1";"0";"0";"0"
"50944";"1";"10";"1";"1";"0";"0";"0"
"50952";"1";"10";"1";"1";"0";"0";"0"
"50960";"1";"10";"1";"1";"0";"0";"0"
"50978";"1";"10";"1";"1";"0";"0";"0"
"50979";"1";"10";"1";"1";"0";"0";"0"
"50990";"1";"10";"1";"1";"0";"0";"0"
"51002";"1";"10";"1";"1";"0";"0";"0"
"51003";"1";"10";"1";"1";"0";"0";"0"
"51009";"1";"10";"1";"1";"0";"0";"0"
"51013";"1";"10";"1";"1";"0";"0";"0"
"51016";"1";"10";"1";"1";"0";"0";"0"
"51023";"1";"10";"1";"1";"0";"0";"0"
"51025";"1";"10";"1";"1";"0";"0";"0"
"51028";"1";"10";"1";"1";"0";"0";"0"
"51029";"1";"10";"1";"1";"0";"0";"0"
"51034";"1";"10";"1";"1";"0";"0";"0"
"51037";"1";"10";"1";"1";"0";"0";"0"
"51038";"1";"10";"1";"1";"0";"0";"0"
"51047";"1";"10";"1";"1";"0";"0";"0"
"51049";"1";"10";"1";"1";"0";"0";"0"
"51050";"1";"10";"1";"1";"0";"0";"0"
"51051";"1";"10";"1";"1";"0";"0";"0"
"51057";"1";"10";"1";"1";"0";"0";"0"
"51062";"1";"10";"1";"1";"0";"0";"0"
"51068";"1";"10";"1";"1";"0";"0";"0"
"51071";"1";"10";"1";"1";"0";"0";"0"
"51074";"1";"10";"1";"1";"0";"0";"0"
"51090";"1";"10";"1";"1";"0";"0";"0"
"51095";"1";"10";"1";"1";"0";"0";"0"
"51096";"1";"10";"1";"1";"0";"0";"0"
"51106";"1";"10";"1";"1";"0";"0";"0"
"51114";"1";"10";"1";"1";"0";"0";"0"
"51117";"1";"10";"1";"1";"0";"0";"0"
"51119";"1";"10";"1";"1";"0";"0";"0"
"51120";"1";"10";"1";"1";"0";"0";"0"
"51123";"1";"10";"1";"1";"0";"0";"0"
"51125";"1";"10";"1";"1";"0";"0";"0"
"51129";"1";"10";"1";"1";"0";"0";"0"
"51132";"1";"10";"1";"1";"0";"0";"0"
"51137";"1";"10";"1";"1";"0";"0";"0"
"51138";"1";"10";"1";"1";"0";"0";"0"
"51139";"1";"10";"1";"1";"1";"0";"0"
"51142";"1";"10";"1";"1";"0";"0";"0"
"51150";"1";"10";"1";"1";"0";"0";"0"
"51156";"1";"10";"1";"1";"0";"0";"0"
"51158";"1";"10";"1";"1";"0";"0";"0"
"51160";"1";"10";"1";"1";"0";"0";"0"
"51167";"1";"10";"1";"1";"0";"0";"0"
"51174";"1";"10";"1";"1";"0";"0";"0"
"51176";"1";"10";"1";"1";"0";"0";"0"
"51178";"1";"10";"1";"1";"0";"1";"0"
"51186";"1";"10";"1";"1";"0";"0";"0"
"51189";"1";"10";"1";"1";"0";"0";"0"
"51193";"1";"10";"1";"1";"0";"0";"0"
"51200";"1";"10";"1";"1";"0";"0";"0"
"51202";"1";"10";"1";"1";"0";"0";"0"
"51203";"1";"10";"1";"1";"0";"0";"0"
"51205";"1";"10";"1";"1";"0";"0";"0"
"51209";"1";"10";"1";"1";"0";"0";"0"
"51223";"1";"10";"1";"1";"0";"0";"0"
"51224";"1";"10";"1";"1";"0";"0";"0"
"51226";"1";"10";"1";"1";"0";"0";"0"
"51240";"1";"10";"1";"1";"0";"0";"0"
"51257";"1";"10";"1";"1";"0";"0";"0"
"51261";"1";"10";"1";"1";"0";"0";"0"
"51265";"1";"10";"1";"1";"0";"0";"0"
"51267";"1";"10";"1";"1";"0";"0";"0"
"51270";"1";"10";"1";"1";"0";"0";"0"
"51274";"1";"10";"1";"1";"0";"0";"0"
"51283";"1";"10";"1";"1";"0";"0";"0"
"51294";"1";"10";"1";"1";"0";"1";"0"
"51298";"1";"10";"1";"1";"0";"0";"0"
"51309";"1";"10";"1";"1";"0";"0";"0"
"51314";"1";"10";"1";"1";"0";"0";"0"
"51318";"1";"10";"1";"1";"0";"0";"0"
"51325";"1";"10";"1";"1";"0";"0";"0"
"51335";"1";"10";"1";"1";"0";"0";"0"
"51350";"1";"10";"1";"1";"0";"0";"0"
"51351";"1";"10";"1";"1";"0";"1";"0"
"51354";"1";"10";"1";"1";"0";"0";"0"
"51368";"1";"10";"1";"1";"0";"0";"0"
"51380";"1";"10";"1";"1";"0";"0";"0"
"51382";"1";"10";"1";"1";"0";"0";"0"
"51383";"1";"10";"1";"1";"0";"0";"0"
"51385";"1";"10";"1";"1";"0";"1";"0"
"51388";"1";"10";"1";"1";"0";"0";"0"
"51393";"1";"10";"1";"1";"0";"0";"0"
"51396";"1";"10";"1";"1";"0";"0";"0"
"51398";"1";"10";"1";"1";"0";"0";"0"
"51400";"1";"10";"1";"1";"0";"0";"0"
"51419";"1";"10";"1";"1";"0";"0";"0"
"51429";"1";"10";"1";"1";"0";"0";"0"
"51432";"1";"10";"1";"1";"1";"0";"1"
"51433";"1";"10";"1";"1";"0";"0";"0"
"51437";"1";"10";"1";"1";"0";"0";"0"
"51442";"1";"10";"1";"1";"0";"0";"0"
"51460";"1";"10";"1";"1";"0";"0";"0"
"51467";"1";"10";"1";"1";"0";"0";"0"
"51469";"1";"10";"1";"1";"0";"0";"0"
"51472";"1";"10";"1";"1";"0";"1";"0"
"51479";"1";"10";"1";"1";"0";"0";"0"
"51495";"1";"10";"1";"1";"0";"0";"0"
"51497";"1";"10";"1";"1";"0";"0";"0"
"51504";"1";"10";"1";"1";"0";"0";"0"
"51506";"1";"10";"1";"1";"0";"0";"0"
"51510";"1";"10";"1";"1";"0";"0";"0"
"51519";"1";"10";"1";"1";"0";"1";"0"
"51520";"1";"10";"1";"1";"0";"0";"0"
"51528";"1";"10";"1";"1";"0";"0";"0"
"51529";"1";"10";"1";"1";"0";"1";"0"
"51530";"1";"10";"1";"1";"0";"0";"0"
"51535";"1";"10";"1";"1";"0";"0";"0"
"51544";"1";"10";"1";"1";"0";"0";"0"
"51549";"1";"10";"1";"1";"1";"0";"2"
"51552";"1";"10";"1";"1";"0";"0";"0"
"51556";"1";"10";"1";"1";"0";"0";"0"
"51561";"1";"10";"1";"1";"0";"0";"0"
"51566";"1";"10";"1";"1";"0";"0";"0"
"51569";"1";"10";"1";"1";"0";"1";"0"
"51575";"1";"10";"1";"1";"0";"0";"0"
"51578";"1";"10";"1";"1";"0";"0";"0"
"51581";"1";"10";"1";"1";"0";"0";"0"
"51585";"1";"10";"1";"1";"0";"0";"0"
"51589";"1";"10";"1";"1";"0";"0";"0"
"51591";"1";"10";"1";"1";"0";"0";"0"
"51611";"1";"10";"1";"1";"0";"0";"0"
"51612";"1";"10";"1";"1";"0";"0";"0"
"51613";"1";"10";"1";"1";"0";"0";"0"
"51621";"1";"10";"1";"1";"0";"0";"0"
"51622";"1";"10";"1";"1";"0";"0";"0"
"51623";"1";"10";"1";"1";"0";"0";"0"
"51628";"1";"10";"1";"1";"1";"0";"1"
"51629";"1";"10";"1";"1";"1";"0";"0"
"51630";"1";"10";"1";"1";"0";"0";"0"
"51636";"1";"10";"1";"1";"0";"0";"0"
"51643";"1";"10";"1";"1";"0";"0";"0"
"51648";"1";"10";"1";"1";"0";"0";"0"
"51667";"1";"10";"1";"1";"0";"0";"0"
"51668";"1";"10";"1";"1";"0";"0";"0"
"51669";"1";"10";"1";"1";"0";"0";"0"
"51671";"1";"10";"1";"1";"0";"0";"0"
"51676";"1";"10";"1";"1";"0";"0";"0"
"51680";"1";"10";"1";"1";"0";"0";"0"
"51683";"1";"10";"1";"1";"0";"0";"0"
"51694";"1";"10";"1";"1";"0";"0";"0"
"51705";"1";"10";"1";"1";"0";"0";"0"
"51710";"1";"10";"1";"1";"0";"0";"0"
"51712";"1";"10";"1";"1";"0";"0";"0"
"51713";"1";"10";"1";"1";"0";"0";"0"
"51721";"1";"10";"1";"1";"0";"0";"0"
"51725";"1";"10";"1";"1";"0";"0";"0"
"51726";"1";"10";"1";"1";"0";"0";"0"
"51731";"1";"10";"1";"1";"0";"0";"0"
"51734";"1";"10";"1";"1";"1";"0";"0"
"51753";"1";"10";"1";"1";"0";"0";"0"
"51760";"1";"10";"1";"1";"0";"0";"0"
"51764";"1";"10";"1";"1";"0";"0";"0"
"51770";"1";"10";"1";"1";"0";"0";"0"
"51783";"1";"10";"1";"1";"0";"0";"0"
"51785";"1";"10";"1";"1";"0";"0";"0"
"51787";"1";"10";"1";"1";"0";"0";"0"
"51792";"1";"10";"1";"1";"0";"0";"0"
"51796";"1";"10";"1";"1";"0";"0";"0"
"51799";"1";"10";"1";"1";"1";"0";"0"
"51802";"1";"10";"1";"1";"0";"0";"0"
"51805";"1";"10";"1";"1";"0";"0";"0"
"51811";"1";"10";"1";"1";"0";"0";"0"
"51817";"1";"10";"1";"1";"0";"0";"0"
"51820";"1";"10";"1";"1";"1";"0";"0"
"51821";"1";"10";"1";"1";"0";"0";"0"
"51829";"1";"10";"1";"1";"0";"0";"0"
"51830";"1";"10";"1";"1";"0";"0";"0"
"51834";"1";"10";"1";"1";"0";"0";"1"
"51839";"1";"10";"1";"1";"0";"0";"0"
"51840";"1";"10";"1";"1";"0";"0";"0"
"51841";"1";"10";"1";"1";"0";"0";"0"
"51842";"1";"10";"1";"1";"0";"0";"0"
"51849";"1";"10";"1";"1";"0";"0";"0"
"51856";"1";"10";"1";"1";"0";"0";"0"
"51857";"1";"10";"1";"1";"0";"0";"0"
"51858";"1";"10";"1";"1";"0";"0";"0"
"51866";"1";"10";"1";"1";"0";"0";"0"
"51868";"1";"10";"1";"1";"0";"0";"0"
"51870";"1";"10";"1";"1";"0";"0";"0"
"51882";"1";"10";"1";"1";"0";"0";"0"
"51884";"1";"10";"1";"1";"0";"0";"0"
"51885";"1";"10";"1";"1";"0";"0";"0"
"51888";"1";"10";"1";"1";"0";"0";"0"
"51889";"1";"10";"1";"1";"0";"0";"0"
"51891";"1";"10";"1";"1";"0";"0";"0"
"51894";"1";"10";"1";"1";"0";"0";"0"
"51896";"1";"10";"1";"1";"0";"0";"0"
"51898";"1";"10";"1";"1";"0";"0";"0"
"51901";"1";"10";"1";"1";"0";"0";"0"
"51905";"1";"10";"1";"1";"0";"0";"0"
"51907";"1";"10";"1";"1";"0";"0";"0"
"51916";"1";"10";"1";"1";"0";"0";"0"
"51917";"1";"10";"1";"1";"0";"0";"0"
"51927";"1";"10";"1";"1";"0";"0";"0"
"51931";"1";"10";"1";"1";"1";"0";"0"
"51933";"1";"10";"1";"1";"0";"0";"0"
"51941";"1";"10";"1";"1";"0";"0";"0"
"51943";"1";"10";"1";"1";"0";"0";"0"
"51945";"1";"10";"1";"1";"0";"0";"0"
"51948";"1";"10";"1";"1";"0";"0";"0"
"51955";"1";"10";"1";"1";"0";"0";"0"
"51957";"1";"10";"1";"1";"0";"0";"0"
"51959";"1";"10";"1";"1";"0";"0";"0"
"51961";"1";"10";"1";"1";"0";"0";"0"
"51966";"1";"10";"1";"1";"0";"0";"0"
"51971";"1";"10";"1";"1";"0";"0";"0"
"51973";"1";"10";"1";"1";"0";"0";"0"
"51976";"1";"10";"1";"1";"0";"0";"0"
"51979";"1";"10";"1";"1";"0";"0";"0"
"51983";"1";"10";"1";"1";"0";"0";"0"
"51996";"1";"10";"1";"1";"0";"0";"0"
"51999";"1";"10";"1";"1";"0";"0";"0"
"52003";"1";"10";"1";"1";"1";"0";"0"
"52005";"1";"10";"1";"1";"0";"0";"0"
"52006";"1";"10";"1";"1";"0";"0";"0"
"52025";"1";"10";"1";"1";"0";"0";"0"
"52028";"1";"10";"1";"1";"0";"0";"0"
"52034";"1";"10";"1";"1";"0";"0";"0"
"52041";"1";"10";"1";"1";"0";"0";"0"
"52043";"1";"10";"1";"1";"0";"0";"0"
"52047";"1";"10";"1";"1";"0";"0";"0"
"52063";"1";"10";"1";"1";"0";"0";"0"
"52066";"1";"10";"1";"1";"0";"0";"0"
"52072";"1";"10";"1";"1";"0";"0";"0"
"52077";"1";"10";"1";"1";"0";"0";"0"
"52084";"1";"10";"1";"1";"0";"0";"0"
"52085";"1";"10";"1";"1";"1";"0";"0"
"52096";"1";"10";"1";"1";"0";"0";"0"
"52097";"1";"10";"1";"1";"0";"0";"0"
"52106";"1";"10";"1";"1";"0";"0";"0"
"52107";"1";"10";"1";"1";"0";"0";"0"
"52122";"1";"10";"1";"1";"0";"0";"0"
"52124";"1";"10";"1";"1";"0";"0";"0"
"52129";"1";"10";"1";"1";"0";"1";"0"
"52132";"1";"10";"1";"1";"0";"0";"0"
"52135";"1";"10";"1";"1";"0";"0";"0"
"52141";"1";"10";"1";"1";"0";"0";"0"
"52148";"1";"10";"1";"1";"0";"0";"0"
"52151";"1";"10";"1";"1";"0";"0";"0"
"52155";"1";"10";"1";"1";"0";"0";"0"
"52156";"1";"10";"1";"1";"0";"0";"0"
"52159";"1";"10";"1";"1";"1";"0";"0"
"52160";"1";"10";"1";"1";"0";"0";"0"
"52165";"1";"10";"1";"1";"0";"0";"0"
"52166";"1";"10";"1";"1";"0";"0";"0"
"52167";"1";"10";"1";"1";"0";"0";"0"
"52168";"1";"10";"1";"1";"0";"0";"0"
"52170";"1";"10";"1";"1";"0";"0";"0"
"52175";"1";"10";"1";"1";"0";"0";"0"
"52177";"1";"10";"1";"1";"0";"0";"0"
"52182";"1";"10";"1";"1";"0";"0";"0"
"52186";"1";"10";"1";"1";"0";"0";"0"
"52192";"1";"10";"1";"1";"0";"0";"0"
"52194";"1";"10";"1";"1";"0";"0";"0"
"52195";"1";"10";"1";"1";"0";"0";"0"
"52210";"1";"10";"1";"1";"0";"0";"0"
"52217";"1";"10";"1";"1";"0";"0";"0"
"52220";"1";"10";"1";"1";"0";"0";"0"
"52223";"1";"10";"1";"1";"0";"0";"0"
"52228";"1";"10";"1";"1";"0";"0";"0"
"52229";"1";"10";"1";"1";"0";"0";"0"
"52230";"1";"10";"1";"1";"0";"0";"0"
"52246";"1";"10";"1";"1";"0";"0";"0"
"52248";"1";"10";"1";"1";"0";"0";"0"
"52258";"1";"10";"1";"1";"0";"0";"0"
"52264";"1";"10";"1";"1";"0";"0";"0"
"52267";"1";"10";"1";"1";"0";"1";"0"
"52271";"1";"10";"1";"1";"0";"0";"0"
"52273";"1";"10";"1";"1";"0";"0";"0"
"52278";"1";"10";"1";"1";"0";"0";"0"
"52297";"1";"10";"1";"1";"0";"0";"0"
"52300";"1";"10";"1";"1";"0";"0";"0"
"52302";"1";"10";"1";"1";"0";"0";"0"
"52306";"1";"10";"1";"1";"0";"0";"0"
"52307";"1";"10";"1";"1";"0";"0";"0"
"52308";"1";"10";"1";"1";"0";"0";"0"
"52312";"1";"10";"1";"1";"0";"0";"0"
"52314";"1";"10";"1";"1";"0";"0";"0"
"52318";"1";"10";"1";"1";"0";"0";"0"
"52321";"1";"10";"1";"1";"0";"0";"0"
"52322";"1";"10";"1";"1";"0";"0";"0"
"52323";"1";"10";"1";"1";"0";"0";"0"
"52324";"1";"10";"1";"1";"0";"0";"0"
"52330";"1";"10";"1";"1";"0";"0";"0"
"52339";"1";"10";"1";"1";"1";"0";"0"
"52340";"1";"10";"1";"1";"0";"0";"0"
"52354";"1";"10";"1";"1";"0";"0";"0"
"52357";"1";"10";"1";"1";"1";"0";"0"
"52372";"1";"10";"1";"1";"0";"0";"0"
"52375";"1";"10";"1";"1";"0";"0";"0"
"52383";"1";"10";"1";"1";"0";"0";"0"
"52385";"1";"10";"1";"1";"0";"0";"0"
"52394";"1";"10";"1";"1";"0";"0";"0"
"52402";"1";"10";"1";"1";"0";"0";"0"
"52411";"1";"10";"1";"1";"1";"0";"1"
"52435";"1";"10";"1";"1";"0";"0";"0"
"52437";"1";"10";"1";"1";"0";"0";"0"
"52445";"1";"10";"1";"1";"0";"0";"0"
"52446";"1";"10";"1";"1";"0";"0";"0"
"52454";"1";"10";"1";"1";"0";"0";"0"
"52461";"1";"10";"1";"1";"1";"0";"0"
"52463";"1";"10";"1";"1";"0";"0";"0"
"52469";"1";"10";"1";"1";"0";"0";"0"
"52470";"1";"10";"1";"1";"0";"0";"0"
"52479";"1";"10";"1";"1";"0";"0";"0"
"52482";"1";"10";"1";"1";"1";"0";"0"
"52484";"1";"10";"1";"1";"0";"1";"0"
"52488";"1";"10";"1";"1";"0";"0";"0"
"52492";"1";"10";"1";"1";"0";"0";"0"
"52501";"1";"10";"1";"1";"0";"0";"0"
"52504";"1";"10";"1";"1";"0";"0";"0"
"52505";"1";"10";"1";"1";"0";"0";"0"
"52510";"1";"10";"1";"1";"0";"0";"0"
"52518";"1";"10";"1";"1";"0";"0";"0"
"52520";"1";"10";"1";"1";"0";"0";"0"
"52525";"1";"10";"1";"1";"0";"0";"0"
"52526";"1";"10";"1";"1";"0";"0";"0"
"52531";"1";"10";"1";"1";"0";"0";"0"
"52535";"1";"10";"1";"1";"0";"0";"0"
"52540";"1";"10";"1";"1";"0";"0";"0"
"52543";"1";"10";"1";"1";"0";"0";"0"
"52544";"1";"10";"1";"1";"0";"0";"0"
"52545";"1";"10";"1";"1";"1";"0";"0"
"52546";"1";"10";"1";"1";"1";"0";"0"
"52548";"1";"10";"1";"1";"0";"0";"0"
"52549";"1";"10";"1";"1";"0";"0";"0"
"52555";"1";"10";"1";"1";"1";"0";"0"
"52557";"1";"10";"1";"1";"0";"0";"0"
"52559";"1";"10";"1";"1";"0";"0";"0"
"52567";"1";"10";"1";"1";"0";"0";"0"
"52568";"1";"10";"1";"1";"0";"0";"0"
"52570";"1";"10";"1";"1";"0";"0";"0"
"52580";"1";"10";"1";"1";"2";"0";"0"
"52584";"1";"10";"1";"1";"0";"0";"0"
"52587";"1";"10";"1";"1";"0";"0";"0"
"52590";"1";"10";"1";"1";"0";"0";"0"
"52591";"1";"10";"1";"1";"0";"0";"0"
"52598";"1";"10";"1";"1";"0";"0";"0"
"52601";"1";"10";"1";"1";"0";"0";"0"
"52608";"1";"10";"1";"1";"0";"0";"0"
"52610";"1";"10";"1";"1";"0";"0";"0"
"52613";"1";"10";"1";"1";"0";"0";"0"
"52621";"1";"10";"1";"1";"0";"1";"0"
"52622";"1";"10";"1";"1";"1";"0";"0"
"52625";"1";"10";"1";"1";"0";"0";"0"
"52627";"1";"10";"1";"1";"0";"0";"0"
"52628";"1";"10";"1";"1";"0";"0";"0"
"52630";"1";"10";"1";"1";"0";"0";"0"
"52634";"1";"10";"1";"1";"0";"0";"0"
"52635";"1";"10";"1";"1";"0";"1";"0"
"52637";"1";"10";"1";"1";"0";"0";"0"
"52646";"1";"10";"1";"1";"0";"0";"0"
"52654";"1";"10";"1";"1";"0";"0";"0"
"52656";"1";"10";"1";"1";"0";"0";"0"
"52657";"1";"10";"1";"1";"0";"0";"0"
"52663";"1";"10";"1";"1";"0";"1";"0"
"52670";"1";"10";"1";"1";"0";"0";"0"
"52685";"1";"10";"1";"1";"0";"0";"0"
"52691";"1";"10";"1";"1";"0";"0";"0"
"52692";"1";"10";"1";"1";"0";"0";"0"
"52700";"1";"10";"1";"1";"0";"0";"0"
"52702";"1";"10";"1";"1";"0";"0";"0"
"52708";"1";"10";"1";"1";"0";"0";"0"
"52710";"1";"10";"1";"1";"0";"0";"0"
"52713";"1";"10";"1";"1";"0";"1";"0"
"52714";"1";"10";"1";"1";"1";"0";"0"
"52715";"1";"10";"1";"1";"0";"0";"0"
"52718";"1";"10";"1";"1";"0";"0";"0"
"52725";"1";"10";"1";"1";"0";"0";"0"
"52726";"1";"10";"1";"1";"0";"0";"0"
"52743";"1";"10";"1";"1";"0";"0";"0"
"52745";"1";"10";"1";"1";"0";"0";"0"
"52749";"1";"10";"1";"1";"0";"0";"0"
"52750";"1";"10";"1";"1";"0";"0";"0"
"52756";"1";"10";"1";"1";"0";"0";"0"
"52757";"1";"10";"1";"1";"1";"0";"0"
"52758";"1";"10";"1";"1";"0";"0";"0"
"52759";"1";"10";"1";"1";"0";"0";"0"
"52761";"1";"10";"1";"1";"0";"0";"0"
"52766";"1";"10";"1";"1";"0";"0";"0"
"52768";"1";"10";"1";"1";"0";"0";"0"
"52781";"1";"10";"1";"1";"1";"0";"1"
"52784";"1";"10";"1";"1";"0";"0";"0"
"52791";"1";"10";"1";"1";"0";"0";"0"
"52797";"1";"10";"1";"1";"0";"0";"0"
"52800";"1";"10";"1";"1";"0";"0";"0"
"52801";"1";"10";"1";"1";"0";"0";"0"
"52804";"1";"10";"1";"1";"0";"0";"0"
"52805";"1";"10";"1";"1";"0";"0";"0"
"52812";"1";"10";"1";"1";"0";"0";"0"
"52815";"1";"10";"1";"1";"0";"0";"0"
"52818";"1";"10";"1";"1";"1";"0";"0"
"52821";"1";"10";"1";"1";"0";"0";"0"
"52824";"1";"10";"1";"1";"1";"0";"0"
"52826";"1";"10";"1";"1";"0";"1";"0"
"52827";"1";"10";"1";"1";"1";"0";"1"
"52831";"1";"10";"1";"1";"0";"0";"0"
"52832";"1";"10";"1";"1";"0";"0";"0"
"52833";"1";"10";"1";"1";"1";"0";"0"
"52840";"1";"10";"1";"1";"0";"0";"0"
"52845";"1";"10";"1";"1";"0";"0";"0"
"52851";"1";"10";"1";"1";"0";"0";"0"
"52856";"1";"10";"1";"1";"0";"0";"0"
"52863";"1";"10";"1";"1";"0";"0";"0"
"52866";"1";"10";"1";"1";"0";"0";"0"
"52876";"1";"10";"1";"1";"0";"0";"0"
"52880";"1";"10";"1";"1";"0";"0";"0"
"52898";"1";"10";"1";"1";"0";"0";"0"
"52915";"1";"10";"1";"1";"0";"0";"0"
"52923";"1";"10";"1";"1";"0";"0";"0"
"52927";"1";"10";"1";"1";"0";"0";"0"
"52931";"1";"10";"1";"1";"0";"0";"0"
"52941";"1";"10";"1";"1";"0";"0";"0"
"52947";"1";"10";"1";"1";"0";"0";"0"
"52949";"1";"10";"1";"1";"0";"0";"0"
"52955";"1";"10";"1";"1";"0";"0";"0"
"52956";"1";"10";"1";"1";"0";"0";"0"
"52959";"1";"10";"1";"1";"1";"1";"3"
"52965";"1";"10";"1";"1";"0";"0";"0"
"52966";"1";"10";"1";"1";"0";"0";"0"
"52975";"1";"10";"1";"1";"0";"0";"0"
"52985";"1";"10";"1";"1";"0";"0";"2"
"52990";"1";"10";"1";"1";"0";"0";"0"
"52991";"1";"10";"1";"1";"0";"0";"0"
"52994";"1";"10";"1";"1";"0";"0";"0"
"52997";"1";"10";"1";"1";"1";"0";"0"
"53003";"1";"10";"1";"1";"0";"0";"0"
"53008";"1";"10";"1";"1";"0";"0";"0"
"53010";"1";"10";"1";"1";"1";"0";"0"
"53012";"1";"10";"1";"1";"0";"0";"0"
"53013";"1";"10";"1";"1";"0";"0";"0"
"53017";"1";"10";"1";"1";"0";"0";"0"
"53018";"1";"10";"1";"1";"0";"0";"0"
"53020";"1";"10";"1";"1";"0";"0";"0"
"53028";"1";"10";"1";"1";"0";"1";"0"
"53032";"1";"10";"1";"1";"0";"0";"0"
"53033";"1";"10";"1";"1";"0";"0";"0"
