"questionId";"questionCommId";"answerId";"userId";"profile";"period";"communityName"
"9189";"77";"9190";"28194";"4";"6";"biology"
"9143";"28";"9191";"28119";"4";"6";"biology"
"9123";"4";"9192";"28211";"4";"6";"biology"
"9193";"82";"9196";"28148";"4";"6";"biology"
"9193";"82";"9199";"28108";"4";"6";"biology"
"9200";"90";"9205";"28194";"4";"6";"biology"
"9200";"90";"9206";"28216";"4";"6";"biology"
"9202";"92";"9207";"28216";"4";"6";"biology"
"9204";"94";"9208";"28148";"4";"6";"biology"
"9200";"90";"9212";"28141";"4";"6";"biology"
"9202";"92";"9213";"28162";"4";"6";"biology"
"9201";"91";"9214";"28148";"4";"6";"biology"
"9123";"4";"9215";"28217";"4";"6";"biology"
"9200";"90";"9216";"28162";"4";"6";"biology"
"9201";"91";"9220";"28154";"4";"6";"biology"
"9221";"111";"9224";"28188";"4";"6";"biology"
"9129";"11";"9226";"28150";"4";"6";"biology"
"9227";"117";"9228";"30400";"4";"6";"biology"
"9218";"108";"9229";"30400";"4";"6";"biology"
"9217";"107";"9233";"28148";"4";"6";"biology"
"9232";"122";"9234";"28154";"4";"6";"biology"
"9218";"108";"9236";"28148";"4";"6";"biology"
"9232";"122";"9243";"28148";"4";"6";"biology"
"9225";"115";"9246";"28215";"4";"6";"biology"
"9210";"100";"9251";"28180";"4";"6";"biology"
"9165";"50";"9252";"28096";"4";"6";"biology"
"9232";"122";"9253";"28133";"4";"6";"biology"
"9211";"101";"9254";"28133";"4";"6";"biology"
"9232";"122";"9255";"28117";"4";"6";"biology"
"9184";"72";"9262";"28096";"4";"6";"biology"
"9225";"115";"9263";"28191";"4";"6";"biology"
"9177";"64";"9264";"28226";"4";"6";"biology"
"9230";"120";"9268";"28090";"4";"6";"biology"
"9217";"107";"9270";"28114";"4";"6";"biology"
"9269";"160";"9271";"28188";"4";"6";"biology"
"9171";"58";"9273";"28111";"4";"6";"biology"
"9274";"165";"9276";"28141";"4";"6";"biology"
"9275";"166";"9278";"28090";"4";"6";"biology"
"9279";"171";"9280";"28090";"4";"6";"biology"
"9279";"171";"9282";"28114";"4";"6";"biology"
"9281";"173";"9287";"28215";"4";"6";"biology"
"9275";"166";"9288";"28108";"4";"6";"biology"
"9231";"121";"9292";"28108";"4";"6";"biology"
"9266";"157";"9293";"28131";"4";"6";"biology"
"9294";"186";"9295";"28114";"4";"6";"biology"
"9291";"183";"9299";"28194";"4";"6";"biology"
"9298";"190";"9302";"28245";"4";"6";"biology"
"9298";"190";"9304";"28119";"4";"6";"biology"
"9300";"192";"9305";"28188";"4";"6";"biology"
"9303";"195";"9306";"28119";"4";"6";"biology"
"9297";"189";"9307";"28151";"4";"6";"biology"
"9308";"200";"9311";"28131";"4";"6";"biology"
"9303";"195";"9320";"28215";"4";"6";"biology"
"9329";"222";"9330";"28151";"4";"6";"biology"
"9335";"228";"9336";"28124";"4";"6";"biology"
"9335";"228";"9338";"28119";"4";"6";"biology"
"9335";"228";"9339";"28111";"4";"6";"biology"
"9347";"240";"9348";"28117";"4";"6";"biology"
"9349";"242";"9350";"28139";"4";"6";"biology"
"9337";"230";"9351";"28149";"4";"6";"biology"
"9356";"249";"9357";"28139";"4";"6";"biology"
"9356";"249";"9359";"28141";"4";"6";"biology"
"9358";"251";"9360";"28141";"4";"6";"biology"
"9346";"239";"9361";"28263";"4";"6";"biology"
"9301";"193";"9362";"28162";"4";"6";"biology"
"9363";"257";"9364";"28196";"4";"6";"biology"
"9363";"257";"9365";"28194";"4";"6";"biology"
"9296";"188";"9371";"28148";"4";"6";"biology"
"9363";"257";"9372";"28262";"4";"6";"biology"
"9129";"11";"9373";"28262";"4";"6";"biology"
"9286";"178";"9375";"28275";"3";"6";"biology"
"9370";"264";"9376";"28111";"4";"6";"biology"
"9127";"9";"9377";"28276";"3";"6";"biology"
"9329";"222";"9378";"28202";"3";"6";"biology"
"9329";"222";"9379";"28279";"4";"6";"biology"
"9203";"93";"9380";"28262";"4";"6";"biology"
"9370";"264";"9381";"28162";"4";"6";"biology"
"9275";"166";"9382";"28279";"4";"6";"biology"
"9291";"183";"9383";"28284";"3";"6";"biology"
"9329";"222";"9386";"28232";"4";"6";"biology"
"9385";"280";"9387";"28262";"4";"6";"biology"
"9153";"38";"9388";"28154";"4";"6";"biology"
"9277";"169";"9389";"28154";"4";"6";"biology"
"9385";"280";"9393";"28292";"4";"6";"biology"
"9370";"264";"9394";"28292";"4";"6";"biology"
"9390";"285";"9395";"28148";"4";"6";"biology"
"9272";"163";"9397";"28148";"4";"6";"biology"
"9396";"291";"9398";"28292";"4";"6";"biology"
"9184";"72";"9399";"28292";"4";"6";"biology"
"9392";"287";"9401";"28131";"4";"6";"biology"
"9400";"295";"9402";"28167";"4";"6";"biology"
"9391";"286";"9403";"28096";"4";"6";"biology"
"9404";"299";"9405";"28096";"4";"6";"biology"
"9400";"295";"9406";"28131";"4";"6";"biology"
"9391";"286";"9407";"28131";"4";"6";"biology"
"9411";"306";"9412";"28096";"4";"6";"biology"
"9374";"268";"9413";"28148";"4";"6";"biology"
"9411";"306";"9414";"28191";"4";"6";"biology"
"9363";"257";"9415";"28303";"4";"6";"biology"
"9410";"305";"9416";"28188";"4";"6";"biology"
"9409";"304";"9417";"28162";"4";"6";"biology"
"9420";"315";"9421";"28090";"4";"6";"biology"
"9410";"305";"9422";"28310";"4";"6";"biology"
"9127";"9";"9423";"28296";"4";"6";"biology"
"9259";"150";"9426";"28311";"4";"6";"biology"
"9425";"320";"9427";"28171";"4";"6";"biology"
"9335";"228";"9428";"28292";"4";"6";"biology"
"9429";"324";"9430";"28263";"4";"6";"biology"
"9429";"324";"9431";"28211";"4";"6";"biology"
"9420";"315";"9432";"28285";"3";"6";"biology"
"9434";"329";"9435";"28117";"4";"6";"biology"
"9294";"186";"9436";"28292";"4";"6";"biology"
"9121";"2";"9437";"28324";"4";"6";"biology"
"9171";"58";"9438";"28255";"4";"6";"biology"
"9310";"202";"9439";"28292";"4";"6";"biology"
"9440";"337";"9441";"28194";"4";"7";"biology"
"9442";"339";"9444";"28150";"4";"7";"biology"
"9443";"340";"9445";"28148";"4";"7";"biology"
"9446";"344";"9464";"28093";"4";"7";"biology"
"9466";"364";"9467";"28107";"4";"7";"biology"
"9424";"319";"9468";"28151";"4";"6";"biology"
"9465";"363";"9469";"28148";"4";"7";"biology"
"9472";"371";"9473";"28194";"4";"7";"biology"
"9272";"163";"9475";"28162";"4";"6";"biology"
"9447";"345";"9477";"28148";"4";"7";"biology"
"9472";"371";"9478";"28229";"4";"7";"biology"
"9479";"378";"9480";"28096";"4";"7";"biology"
"9479";"378";"9481";"28337";"3";"7";"biology"
"9479";"378";"9483";"28093";"4";"7";"biology"
"9482";"381";"9484";"28292";"4";"7";"biology"
"9479";"378";"9485";"28188";"4";"7";"biology"
"9486";"385";"9487";"28107";"4";"7";"biology"
"9486";"385";"9488";"28151";"4";"7";"biology"
"9211";"101";"9490";"28177";"4";"6";"biology"
"9479";"378";"9491";"28108";"4";"7";"biology"
"9492";"391";"9493";"28292";"4";"7";"biology"
"9494";"393";"9495";"28151";"4";"7";"biology"
"9494";"393";"9496";"28188";"4";"7";"biology"
"9409";"304";"9497";"28093";"4";"6";"biology"
"9409";"304";"9498";"28149";"4";"6";"biology"
"9489";"388";"9499";"28348";"4";"7";"biology"
"9500";"399";"9501";"28348";"4";"7";"biology"
"9502";"401";"9503";"28151";"4";"7";"biology"
"9267";"158";"9504";"28148";"4";"6";"biology"
"9446";"344";"9505";"28355";"3";"7";"biology"
"9209";"99";"9506";"28349";"4";"6";"biology"
"9507";"406";"9508";"28349";"4";"7";"biology"
"9392";"287";"9512";"28348";"4";"6";"biology"
"9486";"385";"9514";"28348";"4";"7";"biology"
"9511";"410";"9515";"28227";"4";"7";"biology"
"9433";"328";"9517";"28292";"4";"6";"biology"
"9513";"412";"9518";"28348";"4";"7";"biology"
"9433";"328";"9519";"28310";"4";"6";"biology"
"9290";"182";"9521";"28148";"4";"6";"biology"
"9520";"421";"9522";"28148";"4";"7";"biology"
"9433";"328";"9526";"30400";"4";"6";"biology"
"9523";"424";"9527";"28148";"4";"7";"biology"
"9507";"406";"9529";"28348";"4";"7";"biology"
"9256";"147";"9541";"28148";"4";"6";"biology"
"9433";"328";"9543";"28196";"4";"6";"biology"
"9530";"432";"9545";"28236";"4";"7";"biology"
"9542";"445";"9546";"28185";"4";"7";"biology"
"9547";"450";"9548";"28151";"4";"7";"biology"
"9549";"452";"9550";"28139";"4";"7";"biology"
"9549";"452";"9551";"28244";"4";"7";"biology"
"9530";"432";"9553";"28177";"4";"7";"biology"
"9549";"452";"9554";"28304";"4";"7";"biology"
"9433";"328";"9555";"28199";"4";"6";"biology"
"9547";"450";"9556";"28371";"4";"7";"biology"
"9511";"410";"9558";"28154";"4";"7";"biology"
"9557";"463";"9559";"28107";"4";"7";"biology"
"9552";"457";"9560";"28324";"4";"7";"biology"
"9447";"345";"9561";"28375";"4";"7";"biology"
"9507";"406";"9563";"28111";"4";"7";"biology"
"9552";"457";"9564";"28188";"4";"7";"biology"
"9549";"452";"9565";"28324";"4";"7";"biology"
"9562";"470";"9566";"28111";"4";"7";"biology"
"9569";"477";"9570";"28111";"4";"7";"biology"
"9408";"303";"9571";"28292";"4";"6";"biology"
"9567";"475";"9572";"28188";"4";"7";"biology"
"9569";"477";"9574";"28090";"4";"7";"biology"
"9568";"476";"9575";"28148";"4";"7";"biology"
"9573";"481";"9576";"28148";"4";"7";"biology"
"9433";"328";"9578";"28148";"4";"6";"biology"
"9577";"485";"9598";"28292";"4";"7";"biology"
"9425";"320";"9599";"28381";"4";"6";"biology"
"9385";"280";"9600";"28381";"4";"6";"biology"
"9474";"373";"9601";"28375";"4";"7";"biology"
"9528";"429";"9605";"28279";"4";"7";"biology"
"9606";"514";"9607";"28375";"4";"7";"biology"
"9602";"510";"9608";"28162";"4";"7";"biology"
"9609";"517";"9610";"28194";"4";"7";"biology"
"9275";"166";"9613";"28111";"4";"6";"biology"
"9614";"522";"9615";"28188";"4";"7";"biology"
"9614";"522";"9617";"28111";"4";"7";"biology"
"9624";"532";"9625";"28255";"4";"7";"biology"
"9624";"532";"9626";"28304";"4";"7";"biology"
"9616";"524";"9627";"28141";"4";"7";"biology"
"9606";"514";"9628";"28151";"4";"7";"biology"
"9579";"487";"9630";"28349";"4";"7";"biology"
"9629";"537";"9631";"28349";"4";"7";"biology"
"9624";"532";"9632";"28149";"4";"7";"biology"
"9629";"537";"9633";"28255";"4";"7";"biology"
"9629";"537";"9634";"28292";"4";"7";"biology"
"9635";"543";"9636";"28255";"4";"7";"biology"
"9635";"543";"9637";"28292";"4";"7";"biology"
"9635";"543";"9639";"28324";"4";"7";"biology"
"9638";"546";"9640";"28151";"4";"7";"biology"
"9643";"551";"9644";"28149";"4";"7";"biology"
"9643";"551";"9646";"28139";"4";"7";"biology"
"9643";"551";"9647";"28194";"4";"7";"biology"
"9642";"550";"9648";"28227";"4";"7";"biology"
"9547";"450";"9650";"28162";"4";"7";"biology"
"9641";"549";"9652";"28151";"4";"7";"biology"
"9649";"559";"9653";"28188";"4";"7";"biology"
"9643";"551";"9654";"28111";"4";"7";"biology"
"9643";"551";"9655";"28188";"4";"7";"biology"
"9645";"554";"9656";"28111";"4";"7";"biology"
"9651";"561";"9661";"28131";"4";"7";"biology"
"9642";"550";"9662";"28148";"4";"7";"biology"
"9643";"551";"9663";"30400";"4";"7";"biology"
"9664";"574";"9665";"28151";"4";"7";"biology"
"9573";"481";"9679";"28149";"4";"7";"biology"
"9664";"574";"9680";"28349";"4";"7";"biology"
"9666";"576";"9681";"28292";"4";"7";"biology"
"9660";"570";"9685";"28148";"4";"7";"biology"
"9219";"109";"9686";"28148";"4";"6";"biology"
"9684";"594";"9687";"28191";"4";"7";"biology"
"9684";"594";"9689";"28292";"4";"7";"biology"
"9688";"598";"9704";"28111";"4";"7";"biology"
"9684";"594";"9705";"28111";"4";"7";"biology"
"9356";"249";"9706";"28404";"4";"6";"biology"
"9708";"618";"9710";"28111";"4";"7";"biology"
"9707";"617";"9711";"28162";"4";"7";"biology"
"9713";"624";"9715";"28194";"4";"7";"biology"
"9709";"619";"9718";"28131";"4";"7";"biology"
"9694";"604";"9721";"28131";"4";"7";"biology"
"9544";"447";"9722";"28216";"4";"7";"biology"
"9684";"594";"9723";"28411";"4";"7";"biology"
"9709";"619";"9724";"28255";"4";"7";"biology"
"9544";"447";"9725";"28148";"4";"7";"biology"
"9235";"126";"9726";"28148";"4";"6";"biology"
"9657";"567";"9727";"28148";"4";"7";"biology"
"9225";"115";"9735";"28414";"4";"6";"biology"
"9235";"126";"9736";"28324";"4";"6";"biology"
"9730";"642";"9738";"28148";"4";"7";"biology"
"9697";"607";"9742";"28348";"4";"7";"biology"
"9411";"306";"9743";"28348";"4";"6";"biology"
"9739";"653";"9746";"28292";"4";"7";"biology"
"9739";"653";"9747";"28165";"4";"7";"biology"
"9384";"279";"9748";"28324";"4";"6";"biology"
"9737";"651";"9749";"28090";"4";"7";"biology"
"9750";"667";"9751";"28348";"4";"7";"biology"
"9752";"669";"9754";"28194";"4";"7";"biology"
"9752";"669";"9755";"28292";"4";"7";"biology"
"9740";"655";"9756";"28416";"4";"7";"biology"
"9739";"653";"9762";"30400";"4";"7";"biology"
"9763";"684";"9764";"28131";"4";"7";"biology"
"9753";"671";"9766";"28279";"4";"7";"biology"
"9384";"279";"9767";"28427";"3";"6";"biology"
"9765";"686";"9769";"28162";"4";"7";"biology"
"9768";"695";"9770";"28148";"4";"7";"biology"
"9768";"695";"9771";"28149";"4";"7";"biology"
"9638";"546";"9774";"28430";"4";"7";"biology"
"9760";"680";"9775";"28292";"4";"7";"biology"
"9772";"699";"9776";"28194";"4";"7";"biology"
"9773";"700";"9777";"30400";"4";"7";"biology"
"9773";"700";"9778";"28154";"4";"7";"biology"
"9779";"709";"9780";"28191";"4";"7";"biology"
"9486";"385";"9781";"28441";"3";"7";"biology"
"9712";"623";"9783";"28162";"4";"7";"biology"
"9227";"117";"9785";"28131";"4";"6";"biology"
"9782";"712";"9786";"28111";"4";"7";"biology"
"9784";"714";"9787";"28407";"4";"7";"biology"
"9763";"684";"9793";"28111";"4";"7";"biology"
"9741";"656";"9794";"28151";"4";"7";"biology"
"9790";"720";"9795";"28194";"4";"7";"biology"
"9790";"720";"9796";"28279";"4";"7";"biology"
"9759";"677";"9797";"28111";"4";"7";"biology"
"9803";"733";"9804";"28148";"4";"7";"biology"
"9801";"731";"9805";"28148";"4";"7";"biology"
"9799";"729";"9806";"28191";"4";"7";"biology"
"9802";"732";"9807";"28090";"4";"7";"biology"
"9808";"738";"9809";"28292";"4";"7";"biology"
"9810";"740";"9811";"28131";"4";"7";"biology"
"9810";"740";"9812";"28279";"4";"7";"biology"
"9798";"728";"9813";"28131";"4";"7";"biology"
"9789";"719";"9814";"28121";"4";"7";"biology"
"9784";"714";"9816";"28151";"4";"7";"biology"
"9815";"745";"9817";"28308";"4";"7";"biology"
"9798";"728";"9818";"28148";"4";"7";"biology"
"9227";"117";"9819";"28450";"4";"6";"biology"
"9821";"753";"9826";"28188";"4";"7";"biology"
"9825";"757";"9827";"28188";"4";"7";"biology"
"9823";"755";"9828";"28255";"4";"7";"biology"
"9825";"757";"9833";"28450";"4";"7";"biology"
"9830";"762";"9834";"28450";"4";"7";"biology"
"9830";"762";"9835";"28151";"4";"7";"biology"
"9392";"287";"9837";"28450";"4";"6";"biology"
"9836";"768";"9838";"28148";"4";"7";"biology"
"9824";"756";"9839";"28148";"4";"7";"biology"
"9822";"754";"9840";"28148";"4";"7";"biology"
"9831";"763";"9841";"28148";"4";"7";"biology"
"9823";"755";"9842";"28292";"4";"7";"biology"
"9843";"775";"9845";"28154";"4";"7";"biology"
"9830";"762";"9846";"28280";"4";"7";"biology"
"9836";"768";"9847";"28111";"4";"7";"biology"
"9830";"762";"9850";"28457";"4";"7";"biology"
"9848";"781";"9851";"28111";"4";"7";"biology"
"9852";"785";"9853";"28111";"4";"7";"biology"
"9830";"762";"9854";"28304";"4";"7";"biology"
"9856";"789";"9857";"28188";"4";"7";"biology"
"9856";"789";"9858";"28279";"4";"7";"biology"
"9829";"761";"9859";"28279";"4";"7";"biology"
"9861";"794";"9862";"28126";"4";"7";"biology"
"9855";"788";"9863";"28255";"4";"7";"biology"
"9864";"797";"9866";"28148";"4";"7";"biology"
"9849";"782";"9870";"28168";"4";"7";"biology"
"9867";"800";"9871";"28262";"4";"7";"biology"
"9869";"802";"9872";"28262";"4";"7";"biology"
"9868";"801";"9873";"28090";"4";"7";"biology"
"9821";"753";"9874";"28150";"4";"7";"biology"
"9836";"768";"9875";"30400";"4";"7";"biology"
"9849";"782";"9885";"28162";"4";"7";"biology"
"9876";"809";"9886";"28188";"4";"7";"biology"
"9887";"820";"9889";"28311";"4";"8";"biology"
"9888";"821";"9890";"28151";"4";"8";"biology"
"9891";"824";"9894";"28457";"4";"8";"biology"
"9891";"824";"9895";"28126";"4";"8";"biology"
"9888";"821";"9896";"28188";"4";"8";"biology"
"9898";"832";"9899";"28262";"4";"8";"biology"
"9898";"832";"9900";"28154";"4";"8";"biology"
"9825";"757";"9904";"30400";"4";"7";"biology"
"9429";"324";"9909";"28151";"4";"6";"biology"
"9905";"839";"9912";"28376";"4";"8";"biology"
"9908";"842";"9914";"28188";"4";"8";"biology"
"9915";"849";"9916";"28194";"4";"8";"biology"
"9905";"839";"9917";"28090";"4";"8";"biology"
"9915";"849";"9918";"28154";"4";"8";"biology"
"9913";"847";"9919";"28111";"4";"8";"biology"
"9921";"855";"9922";"28141";"4";"8";"biology"
"9829";"761";"9924";"28488";"4";"7";"biology"
"9761";"681";"9927";"28488";"4";"7";"biology"
"9643";"551";"9928";"28488";"4";"7";"biology"
"9921";"855";"9929";"28151";"4";"8";"biology"
"9930";"866";"9931";"28255";"4";"8";"biology"
"9265";"156";"9932";"28488";"4";"6";"biology"
"9930";"866";"9933";"28111";"4";"8";"biology"
"9643";"551";"9936";"28414";"4";"7";"biology"
"9902";"836";"9938";"28279";"4";"8";"biology"
"9921";"855";"9940";"28149";"4";"8";"biology"
"9902";"836";"9944";"28492";"2";"8";"biology"
"9941";"879";"9947";"28194";"4";"8";"biology"
"9946";"884";"9948";"28191";"4";"8";"biology"
"9946";"884";"9949";"28488";"4";"8";"biology"
"9945";"883";"9950";"28488";"4";"8";"biology"
"9951";"889";"9952";"28488";"4";"8";"biology"
"9946";"884";"9953";"28494";"3";"8";"biology"
"9956";"894";"9957";"28488";"4";"8";"biology"
"9765";"686";"9958";"28488";"4";"7";"biology"
"9946";"884";"9961";"28497";"4";"8";"biology"
"9902";"836";"9962";"28497";"4";"8";"biology"
"9937";"875";"9963";"28150";"4";"8";"biology"
"9959";"897";"9965";"28498";"4";"8";"biology"
"9966";"904";"9969";"28255";"4";"8";"biology"
"9968";"906";"9971";"28162";"4";"8";"biology"
"9943";"881";"9974";"28503";"4";"8";"biology"
"9954";"892";"9975";"28505";"3";"8";"biology"
"9972";"910";"9976";"28139";"4";"8";"biology"
"9970";"908";"9977";"28503";"4";"8";"biology"
"9955";"893";"9978";"28108";"4";"8";"biology"
"9964";"902";"9980";"28148";"4";"8";"biology"
"9979";"921";"9981";"28148";"4";"8";"biology"
"9935";"871";"9982";"28148";"4";"8";"biology"
"9832";"764";"9983";"28148";"4";"7";"biology"
"9903";"837";"9987";"28148";"4";"8";"biology"
"9989";"932";"9990";"28488";"4";"8";"biology"
"9442";"339";"9991";"28511";"4";"7";"biology"
"9960";"898";"9993";"28430";"4";"8";"biology"
"9994";"937";"9996";"28488";"4";"8";"biology"
"9697";"607";"10000";"28516";"3";"7";"biology"
"9997";"940";"10001";"28141";"4";"8";"biology"
"9995";"938";"10002";"28513";"4";"8";"biology"
"9992";"935";"10003";"28126";"4";"8";"biology"
"9972";"910";"10004";"28498";"4";"8";"biology"
"9966";"904";"10007";"28517";"4";"8";"biology"
"10011";"954";"10012";"28255";"4";"8";"biology"
"10013";"957";"10014";"28488";"4";"8";"biology"
"10016";"961";"10017";"28488";"4";"8";"biology"
"10015";"960";"10019";"28488";"4";"8";"biology"
"10018";"963";"10020";"28163";"4";"8";"biology"
"9998";"941";"10021";"28151";"4";"8";"biology"
"9285";"177";"10024";"28525";"4";"6";"biology"
"10023";"968";"10025";"28151";"4";"8";"biology"
"10026";"971";"10029";"28096";"4";"8";"biology"
"10027";"972";"10031";"28503";"4";"8";"biology"
"10027";"972";"10032";"28151";"4";"8";"biology"
"9984";"926";"10035";"28151";"4";"8";"biology"
"9984";"926";"10036";"28498";"4";"8";"biology"
"10037";"982";"10048";"28139";"4";"8";"biology"
"10010";"953";"10050";"28167";"4";"8";"biology"
"10049";"994";"10051";"28304";"4";"8";"biology"
"9973";"911";"10052";"28167";"4";"8";"biology"
"10009";"952";"10053";"28167";"4";"8";"biology"
"10005";"948";"10054";"28167";"4";"8";"biology"
"9960";"898";"10055";"28151";"4";"8";"biology"
"10056";"1001";"10057";"28193";"4";"8";"biology"
"9602";"510";"10058";"28497";"4";"7";"biology"
"10059";"1004";"10061";"28244";"4";"8";"biology"
"10060";"1005";"10062";"28188";"4";"8";"biology"
"10047";"992";"10064";"28149";"4";"8";"biology"
"10018";"963";"10067";"28149";"4";"8";"biology"
"10068";"1016";"10070";"28430";"4";"8";"biology"
"10030";"975";"10071";"28537";"3";"8";"biology"
"10063";"1008";"10072";"28488";"4";"8";"biology"
"10063";"1008";"10073";"30400";"4";"8";"biology"
"10046";"991";"10078";"28167";"4";"8";"biology"
"10075";"1025";"10079";"30400";"4";"8";"biology"
"10083";"1034";"10085";"28430";"4";"8";"biology"
"10086";"1037";"10088";"28193";"4";"8";"biology"
"10076";"1026";"10089";"28151";"4";"8";"biology"
"10090";"1041";"10091";"28488";"4";"8";"biology"
"10069";"1018";"10092";"28188";"4";"8";"biology"
"10093";"1045";"10094";"28430";"4";"8";"biology"
"10087";"1038";"10095";"28244";"4";"8";"biology"
"10075";"1025";"10096";"28450";"4";"8";"biology"
"10087";"1038";"10097";"28497";"4";"8";"biology"
"9516";"417";"10098";"28139";"4";"7";"biology"
"10099";"1051";"10100";"28497";"4";"8";"biology"
"10099";"1051";"10101";"28255";"4";"8";"biology"
"10102";"1054";"10103";"28167";"4";"8";"biology"
"10105";"1057";"10107";"28255";"4";"8";"biology"
"9848";"781";"10108";"28163";"4";"7";"biology"
"10109";"1062";"10110";"28255";"4";"8";"biology"
"10111";"1064";"10112";"28497";"4";"8";"biology"
"9951";"889";"10114";"28177";"4";"8";"biology"
"10023";"968";"10115";"28552";"4";"8";"biology"
"10119";"1072";"10120";"28139";"4";"8";"biology"
"10117";"1070";"10122";"28262";"4";"8";"biology"
"10117";"1070";"10123";"28111";"4";"8";"biology"
"10008";"951";"10124";"28450";"4";"8";"biology"
"10118";"1071";"10125";"28151";"4";"8";"biology"
"10118";"1071";"10128";"28497";"4";"8";"biology"
"9384";"279";"10130";"28556";"3";"6";"biology"
"10131";"1086";"10132";"28255";"4";"8";"biology"
"10134";"1090";"10135";"28255";"4";"8";"biology"
"10134";"1090";"10136";"28194";"4";"8";"biology"
"10133";"1089";"10138";"28497";"4";"8";"biology"
"10139";"1096";"10140";"28554";"4";"8";"biology"
"10116";"1069";"10141";"28497";"4";"8";"biology"
"10144";"1101";"10145";"28162";"4";"8";"biology"
"9133";"16";"10150";"28488";"4";"6";"biology"
"10146";"1103";"10151";"28151";"4";"8";"biology"
"10149";"1106";"10153";"28279";"4";"8";"biology"
"10152";"1109";"10154";"28141";"4";"8";"biology"
"10155";"1112";"10160";"28262";"4";"8";"biology"
"10159";"1116";"10162";"28554";"4";"8";"biology"
"10155";"1112";"10163";"28090";"4";"8";"biology"
"9301";"193";"10164";"28570";"4";"6";"biology"
"10157";"1114";"10165";"28571";"3";"8";"biology"
"9277";"169";"10167";"28279";"4";"6";"biology"
"10166";"1126";"10168";"28111";"4";"8";"biology"
"10173";"1134";"10174";"28450";"4";"8";"biology"
"10173";"1134";"10178";"30400";"4";"8";"biology"
"10146";"1103";"10179";"30400";"4";"8";"biology"
"10166";"1126";"10180";"28497";"4";"8";"biology"
"10142";"1099";"10181";"28162";"4";"8";"biology"
"10143";"1100";"10182";"30400";"4";"8";"biology"
"10166";"1126";"10184";"28579";"4";"8";"biology"
"10173";"1134";"10185";"28579";"4";"8";"biology"
"10144";"1101";"10186";"28579";"4";"8";"biology"
"10172";"1133";"10187";"28579";"4";"8";"biology"
"9231";"121";"10188";"30400";"4";"6";"biology"
"10146";"1103";"10189";"28579";"4";"8";"biology"
"10190";"1152";"10191";"28111";"4";"8";"biology"
"10129";"1084";"10192";"28579";"4";"8";"biology"
"10177";"1138";"10193";"28188";"4";"8";"biology"
"10176";"1137";"10194";"28349";"4";"8";"biology"
"10143";"1100";"10196";"28129";"4";"8";"biology"
"10170";"1130";"10197";"28570";"4";"8";"biology"
"10074";"1024";"10198";"28570";"4";"8";"biology"
"10195";"1157";"10199";"28279";"4";"8";"biology"
"10195";"1157";"10200";"28579";"4";"8";"biology"
"10008";"951";"10202";"28579";"4";"8";"biology"
"10166";"1126";"10203";"28307";"4";"8";"biology"
"10204";"1167";"10205";"28579";"4";"8";"biology"
"10175";"1136";"10206";"28151";"4";"8";"biology"
"9988";"931";"10209";"28148";"4";"8";"biology"
"10207";"1170";"10210";"28497";"4";"8";"biology"
"9923";"859";"10213";"28188";"4";"8";"biology"
"10161";"1118";"10217";"28552";"4";"8";"biology"
"10215";"1180";"10218";"30400";"4";"8";"biology"
"9125";"6";"10219";"30400";"4";"6";"biology"
"9125";"6";"10220";"28588";"3";"6";"biology"
"10208";"1171";"10222";"28128";"4";"8";"biology"
"10211";"1175";"10224";"28570";"4";"8";"biology"
