"userId";"reputation";"tag1";"profile_1";"profile_2";"totalPost"
"50196";"9576";"computational-chemistry";"4";"4";"2"
"50196";"9576";"coordination-compounds";"4";"4";"2"
"50196";"9576";"crystal-structure";"4";"4";"3"
"50196";"9576";"electrochemistry";"4";"4";"6"
"50196";"9576";"electronic-configuration";"4";"4";"6"
"50196";"9576";"electrons";"4";"4";"2"
"50196";"9576";"energy";"4";"4";"2"
"50196";"9576";"equilibrium";"4";"4";"10"
"50196";"9576";"everyday-chemistry";"4";"4";"20"
"50196";"9576";"experimental-chemistry";"4";"4";"4"
"50196";"9576";"food-chemistry";"4";"4";"4"
"50196";"9576";"home-experiment";"4";"4";"1"
"50196";"9576";"homework";"4";"4";"12"
"50196";"9576";"hybridization";"4";"4";"9"
"50196";"9576";"inorganic-chemistry";"4";"4";"57"
"50196";"9576";"ionic-compounds";"4";"4";"1"
"50196";"9576";"ions";"4";"4";"13"
"50196";"9576";"materials";"4";"4";"4"
"50196";"9576";"metal";"4";"4";"3"
"50196";"9576";"mixtures";"4";"4";"1"
"50196";"9576";"molecules";"4";"4";"7"
"50196";"9576";"nmr";"4";"4";"1"
"50196";"9576";"nomenclature";"4";"4";"6"
"50196";"9576";"orbitals";"4";"4";"7"
"50196";"9576";"organic-chemistry";"4";"4";"59"
"50196";"9576";"periodic-table";"4";"4";"2"
"50196";"9576";"physical-chemistry";"4";"4";"53"
"50196";"9576";"polymers";"4";"4";"4"
"50196";"9576";"quantum-chemistry";"4";"4";"2"
"50196";"9576";"reaction-mechanism";"4";"4";"5"
"50196";"9576";"redox";"4";"4";"10"
"50196";"9576";"safety";"4";"4";"2"
"50196";"9576";"software";"4";"4";"6"
"50196";"9576";"solubility";"4";"4";"9"
"50196";"9576";"solutions";"4";"4";"1"
"50196";"9576";"solvents";"4";"4";"4"
"50196";"9576";"spin";"4";"4";"1"
"50196";"9576";"stereochemistry";"4";"4";"6"
"50196";"9576";"structural-formula";"4";"4";"1"
"50196";"9576";"terminology";"4";"4";"3"
"50196";"9576";"thermodynamics";"4";"4";"5"
"50196";"9576";"transition-metals";"4";"4";"1"
"50196";"9576";"water";"4";"4";"6"
"50197";"573";"electrochemistry";"4";"4";"4"
"50197";"573";"electrolysis";"4";"4";"8"
"50197";"573";"equation-of-state";"4";"4";"3"
"50197";"573";"home-experiment";"4";"4";"11"
"50197";"573";"molecules";"4";"4";"1"
"50197";"573";"orbitals";"4";"4";"1"
"50197";"573";"safety";"4";"4";"2"
"50197";"573";"thermodynamics";"4";"4";"1"
"50197";"573";"water";"4";"4";"6"
"50198";"121";"physical-chemistry";"4";"4";"1"
"50198";"121";"water";"4";"4";"4"
"50199";"1004";"combustion";"4";"4";"1"
"50199";"1004";"electrochemistry";"4";"4";"4"
"50199";"1004";"energy";"4";"4";"1"
"50199";"1004";"environmental-chemistry";"4";"4";"2"
"50199";"1004";"everyday-chemistry";"4";"4";"4"
"50199";"1004";"green-chemistry";"4";"4";"2"
"50199";"1004";"homework";"4";"4";"2"
"50199";"1004";"inorganic-chemistry";"4";"4";"1"
"50199";"1004";"nomenclature";"4";"4";"1"
"50199";"1004";"nuclear";"4";"4";"1"
"50199";"1004";"organic-chemistry";"4";"4";"12"
"50199";"1004";"phase";"4";"4";"1"
"50199";"1004";"physical-chemistry";"4";"4";"2"
"50199";"1004";"reaction-mechanism";"4";"4";"2"
"50199";"1004";"terminology";"4";"4";"1"
"50199";"1004";"thermodynamics";"4";"4";"1"
"50202";"197";"everyday-chemistry";"4";"4";"1"
"50203";"62";"reference-request";"1";"1";"1"
"50203";"62";"stoichiometry";"1";"1";"1"
"50204";"15785";"acid-base";"4";"4";"3"
"50204";"15785";"aromatic-compounds";"4";"4";"1"
"50204";"15785";"atoms";"4";"4";"2"
"50204";"15785";"biochemistry";"4";"4";"1"
"50204";"15785";"bond";"4";"4";"10"
"50204";"15785";"chemical-biology";"4";"4";"1"
"50204";"15785";"combustion";"4";"4";"1"
"50204";"15785";"computational-chemistry";"4";"4";"27"
"50204";"15785";"conformers";"4";"4";"3"
"50204";"15785";"coordination-compounds";"4";"4";"1"
"50204";"15785";"crystal-structure";"4";"4";"8"
"50204";"15785";"electrochemistry";"4";"4";"2"
"50204";"15785";"electron-affinity";"4";"4";"2"
"50204";"15785";"electronic-configuration";"4";"4";"8"
"50204";"15785";"electrons";"4";"4";"2"
"50204";"15785";"elements";"4";"4";"2"
"50204";"15785";"energy";"4";"4";"5"
"50204";"15785";"equation-of-state";"4";"4";"1"
"50204";"15785";"equilibrium";"4";"4";"7"
"50204";"15785";"equipment";"4";"4";"2"
"50204";"15785";"everyday-chemistry";"4";"4";"19"
"50204";"15785";"experimental-chemistry";"4";"4";"1"
"50204";"15785";"food-chemistry";"4";"4";"1"
"50204";"15785";"gas-laws";"4";"4";"1"
"50204";"15785";"homework";"4";"4";"12"
"50204";"15785";"hybridization";"4";"4";"1"
"50204";"15785";"hydrocarbons";"4";"4";"1"
"50204";"15785";"inorganic-chemistry";"4";"4";"22"
"50204";"15785";"ions";"4";"4";"9"
"50204";"15785";"kinetics";"4";"4";"9"
"50204";"15785";"materials";"4";"4";"2"
"50204";"15785";"medicinal-chemistry";"4";"4";"1"
"50204";"15785";"melting-point";"4";"4";"3"
"50204";"15785";"metal";"4";"4";"6"
"50204";"15785";"molecules";"4";"4";"12"
"50204";"15785";"nmr";"4";"4";"4"
"50204";"15785";"nomenclature";"4";"4";"3"
"50204";"15785";"notation";"4";"4";"2"
"50204";"15785";"nuclear";"4";"4";"1"
"50204";"15785";"orbitals";"4";"4";"3"
"50204";"15785";"organic-chemistry";"4";"4";"60"
"50204";"15785";"osmosis";"4";"4";"2"
"50204";"15785";"periodic-table";"4";"4";"1"
"50204";"15785";"phase";"4";"4";"3"
"50204";"15785";"physical-chemistry";"4";"4";"57"
"50204";"15785";"polymers";"4";"4";"2"
"50204";"15785";"quantum-chemistry";"4";"4";"3"
"50204";"15785";"reaction-mechanism";"4";"4";"1"
"50204";"15785";"redox";"4";"4";"3"
"50204";"15785";"safety";"4";"4";"4"
"50204";"15785";"software";"4";"4";"2"
"50204";"15785";"solid-state-chemistry";"4";"4";"4"
"50204";"15785";"solubility";"4";"4";"6"
"50204";"15785";"solvents";"4";"4";"6"
"50204";"15785";"spectroscopy";"4";"4";"1"
"50204";"15785";"stability";"4";"4";"1"
"50204";"15785";"stereochemistry";"4";"4";"3"
"50204";"15785";"stoichiometry";"4";"4";"3"
"50204";"15785";"structural-biology";"4";"4";"1"
"50204";"15785";"structural-formula";"4";"4";"2"
"50204";"15785";"symmetry";"4";"4";"6"
"50204";"15785";"synthesis";"4";"4";"2"
"50204";"15785";"teaching-lab";"4";"4";"2"
"50204";"15785";"terminology";"4";"4";"2"
"50204";"15785";"theoretical-chemistry";"4";"4";"5"
"50204";"15785";"thermodynamics";"4";"4";"13"
"50204";"15785";"titration";"4";"4";"1"
"50204";"15785";"toxicity";"4";"4";"1"
"50204";"15785";"transuranic-elements";"4";"4";"1"
"50204";"15785";"water";"4";"4";"8"
"50205";"103";"ions";"1";"4";"1"
"50206";"2843";"acid-base";"4";"4";"2"
"50206";"2843";"analytical-chemistry";"4";"4";"1"
"50206";"2843";"density-functional-theory";"4";"4";"1"
"50206";"2843";"electrochemistry";"4";"4";"2"
"50206";"2843";"equilibrium";"4";"4";"1"
"50206";"2843";"experimental-chemistry";"4";"4";"1"
"50206";"2843";"homework";"4";"4";"1"
"50206";"2843";"hybridization";"4";"4";"1"
"50206";"2843";"inorganic-chemistry";"4";"4";"8"
"50206";"2843";"ions";"4";"4";"1"
"50206";"2843";"metal";"4";"4";"1"
"50206";"2843";"nmr";"4";"4";"4"
"50206";"2843";"optical-properties";"4";"4";"1"
"50206";"2843";"organic-chemistry";"4";"4";"11"
"50206";"2843";"physical-chemistry";"4";"4";"17"
"50206";"2843";"purification";"4";"4";"1"
"50206";"2843";"redox";"4";"4";"2"
"50206";"2843";"solid-state-chemistry";"4";"4";"2"
"50206";"2843";"solvents";"4";"4";"1"
"50206";"2843";"stereochemistry";"4";"4";"2"
"50206";"2843";"symmetry";"4";"4";"1"
"50206";"2843";"synthesis";"4";"4";"1"
"50206";"2843";"theoretical-chemistry";"4";"4";"1"
"50206";"2843";"titration";"4";"4";"2"
"50208";"312";"everyday-chemistry";"4";"4";"4"
"50208";"312";"ions";"4";"4";"3"
"50209";"590";"acid-base";"4";"4";"1"
"50209";"590";"coordination-compounds";"4";"4";"1"
"50209";"590";"hybridization";"4";"4";"1"
"50209";"590";"inorganic-chemistry";"4";"4";"1"
"50209";"590";"ions";"4";"4";"2"
"50209";"590";"organic-chemistry";"4";"4";"3"
"50209";"590";"polymers";"4";"4";"1"
"50210";"248";"nomenclature";"4";"4";"1"
"50210";"248";"organic-chemistry";"4";"4";"2"
"50212";"102";"homework";"1";"4";"2"
"50213";"4657";"acid-base";"4";"4";"1"
"50213";"4657";"analytical-chemistry";"4";"4";"3"
"50213";"4657";"aqueous-solution";"4";"4";"1"
"50213";"4657";"biochemistry";"4";"4";"1"
"50213";"4657";"bond";"4";"4";"2"
"50213";"4657";"combustion";"4";"4";"1"
"50213";"4657";"computational-chemistry";"4";"4";"20"
"50213";"4657";"coordination-compounds";"4";"4";"1"
"50213";"4657";"crystal-structure";"4";"4";"1"
"50213";"4657";"electrochemistry";"4";"4";"3"
"50213";"4657";"electronic-configuration";"4";"4";"1"
"50213";"4657";"electrons";"4";"4";"3"
"50213";"4657";"elements";"4";"4";"3"
"50213";"4657";"energy";"4";"4";"1"
"50213";"4657";"enthalpy";"4";"4";"1"
"50213";"4657";"everyday-chemistry";"4";"4";"18"
"50213";"4657";"experimental-chemistry";"4";"4";"3"
"50213";"4657";"food-chemistry";"4";"4";"1"
"50213";"4657";"home-experiment";"4";"4";"7"
"50213";"4657";"homework";"4";"4";"6"
"50213";"4657";"hybridization";"4";"4";"1"
"50213";"4657";"inorganic-chemistry";"4";"4";"12"
"50213";"4657";"ions";"4";"4";"4"
"50213";"4657";"isotope";"4";"4";"3"
"50213";"4657";"materials";"4";"4";"2"
"50213";"4657";"molecular-structure";"4";"4";"1"
"50213";"4657";"molecules";"4";"4";"10"
"50213";"4657";"nomenclature";"4";"4";"2"
"50213";"4657";"notation";"4";"4";"2"
"50213";"4657";"orbitals";"4";"4";"3"
"50213";"4657";"organic-chemistry";"4";"4";"15"
"50213";"4657";"ph";"4";"4";"1"
"50213";"4657";"physical-chemistry";"4";"4";"22"
"50213";"4657";"plastics";"4";"4";"1"
"50213";"4657";"polymers";"4";"4";"3"
"50213";"4657";"purification";"4";"4";"1"
"50213";"4657";"quantum-chemistry";"4";"4";"1"
"50213";"4657";"reaction-mechanism";"4";"4";"5"
"50213";"4657";"reference-request";"4";"4";"1"
"50213";"4657";"safety";"4";"4";"8"
"50213";"4657";"software";"4";"4";"4"
"50213";"4657";"solubility";"4";"4";"2"
"50213";"4657";"theoretical-chemistry";"4";"4";"1"
"50213";"4657";"thermodynamics";"4";"4";"3"
"50213";"4657";"water";"4";"4";"4"
"50216";"290";"equation-of-state";"4";"4";"3"
"50216";"290";"everyday-chemistry";"4";"4";"2"
"50216";"290";"inorganic-chemistry";"4";"4";"2"
"50216";"290";"physical-chemistry";"4";"4";"1"
"50217";"879";"everyday-chemistry";"4";"4";"1"
"50217";"879";"nomenclature";"4";"4";"1"
"50217";"879";"organic-chemistry";"4";"4";"4"
"50217";"879";"spectroscopy";"4";"4";"1"
"50217";"879";"synthesis";"4";"4";"3"
"50217";"879";"thermodynamics";"4";"4";"2"
"50219";"128";"computational-chemistry";"4";"4";"1"
"50219";"128";"ions";"4";"4";"1"
"50219";"128";"structural-formula";"4";"4";"1"
"50219";"128";"surface-chemistry";"4";"4";"1"
"50221";"789";"bond";"4";"4";"3"
"50221";"789";"carbocation";"4";"4";"2"
"50221";"789";"computational-chemistry";"4";"4";"9"
"50221";"789";"homework";"4";"4";"3"
"50221";"789";"kinetics";"4";"4";"2"
"50221";"789";"molecules";"4";"4";"1"
"50221";"789";"physical-chemistry";"4";"4";"3"
"50221";"789";"stereochemistry";"4";"4";"4"
"50221";"789";"theoretical-chemistry";"4";"4";"3"
"50224";"492";"acid-base";"4";"4";"2"
"50224";"492";"carbon-allotropes";"4";"4";"1"
"50224";"492";"periodic-table";"4";"4";"1"
"50224";"492";"physical-chemistry";"4";"4";"1"
"50224";"492";"reaction-mechanism";"4";"4";"1"
"50224";"492";"software";"4";"4";"3"
"50224";"492";"water";"4";"4";"1"
"50226";"181";"organic-chemistry";"4";"4";"1"
"50227";"624";"energy";"4";"4";"1"
"50227";"624";"orbitals";"4";"4";"1"
"50228";"158";"analytical-chemistry";"4";"4";"2"
"50231";"1047";"acid-base";"4";"4";"4"
"50231";"1047";"biochemistry";"4";"4";"2"
"50231";"1047";"chemical-biology";"4";"4";"2"
"50231";"1047";"electrochemistry";"4";"4";"2"
"50231";"1047";"inorganic-chemistry";"4";"4";"9"
"50231";"1047";"ions";"4";"4";"2"
"50231";"1047";"kinetics";"4";"4";"2"
"50231";"1047";"mass-spectrometry";"4";"4";"1"
"50231";"1047";"nmr";"4";"4";"1"
"50231";"1047";"organic-chemistry";"4";"4";"8"
"50231";"1047";"physical-chemistry";"4";"4";"1"
"50231";"1047";"solubility";"4";"4";"1"
"50231";"1047";"structural-biology";"4";"4";"1"
"50231";"1047";"thermodynamics";"4";"4";"1"
"50231";"1047";"water";"4";"4";"1"
"50234";"162";"biochemistry";"4";"4";"1"
"50234";"162";"everyday-chemistry";"4";"4";"2"
"50234";"162";"organic-chemistry";"4";"4";"1"
"50235";"400";"atoms";"4";"4";"2"
"50235";"400";"bond";"4";"4";"3"
"50235";"400";"energy";"4";"4";"1"
"50235";"400";"everyday-chemistry";"4";"4";"3"
"50235";"400";"inorganic-chemistry";"4";"4";"2"
"50235";"400";"notation";"4";"4";"1"
"50235";"400";"organic-chemistry";"4";"4";"1"
"50235";"400";"physical-chemistry";"4";"4";"5"
"50235";"400";"quantum-chemistry";"4";"4";"3"
"50235";"400";"thermodynamics";"4";"4";"1"
"50235";"400";"water";"4";"4";"1"
"50238";"2088";"acid-base";"4";"4";"1"
"50238";"2088";"computational-chemistry";"4";"4";"9"
"50238";"2088";"crystal-structure";"4";"4";"2"
"50238";"2088";"electrons";"4";"4";"1"
"50238";"2088";"energy";"4";"4";"2"
"50238";"2088";"hybridization";"4";"4";"2"
"50238";"2088";"orbitals";"4";"4";"3"
"50238";"2088";"organic-chemistry";"4";"4";"1"
"50238";"2088";"physical-chemistry";"4";"4";"3"
"50238";"2088";"quantum-chemistry";"4";"4";"5"
"50238";"2088";"solid-state-chemistry";"4";"4";"2"
"50239";"111";"electrons";"4";"4";"1"
"50239";"111";"everyday-chemistry";"4";"4";"1"
"50239";"111";"inorganic-chemistry";"4";"4";"2"
"50239";"111";"organic-chemistry";"4";"4";"1"
"50239";"111";"physical-chemistry";"4";"4";"1"
"50240";"79";"molecular-orbital-theory";"1";"1";"1"
"50240";"79";"quantum-chemistry";"1";"1";"1"
"50240";"79";"thermodynamics";"1";"1";"1"
"50241";"121";"everyday-chemistry";"4";"4";"1"
"50247";"1717";"acid-base";"4";"4";"16"
"50247";"1717";"alcohols";"4";"4";"2"
"50247";"1717";"analytical-chemistry";"4";"4";"2"
"50247";"1717";"applied-chemistry";"4";"4";"3"
"50247";"1717";"biochemistry";"4";"4";"17"
"50247";"1717";"bond";"4";"4";"8"
"50247";"1717";"books";"4";"4";"1"
"50247";"1717";"chemical-biology";"4";"4";"3"
"50247";"1717";"combustion";"4";"4";"7"
"50247";"1717";"computational-chemistry";"4";"4";"5"
"50247";"1717";"coordination-compounds";"4";"4";"1"
"50247";"1717";"crystal-structure";"4";"4";"7"
"50247";"1717";"drugs";"4";"4";"1"
"50247";"1717";"electrochemistry";"4";"4";"5"
"50247";"1717";"electrons";"4";"4";"1"
"50247";"1717";"energy";"4";"4";"3"
"50247";"1717";"enzymes";"4";"4";"1"
"50247";"1717";"equilibrium";"4";"4";"6"
"50247";"1717";"everyday-chemistry";"4";"4";"32"
"50247";"1717";"experimental-chemistry";"4";"4";"9"
"50247";"1717";"explosives";"4";"4";"1"
"50247";"1717";"food-chemistry";"4";"4";"4"
"50247";"1717";"fuel";"4";"4";"1"
"50247";"1717";"gas-laws";"4";"4";"4"
"50247";"1717";"history-of-chemistry";"4";"4";"1"
"50247";"1717";"home-experiment";"4";"4";"2"
"50247";"1717";"homework";"4";"4";"57"
"50247";"1717";"hybridization";"4";"4";"4"
"50247";"1717";"hydrogen";"4";"4";"1"
"50247";"1717";"hydrolysis";"4";"4";"2"
"50247";"1717";"inorganic-chemistry";"4";"4";"36"
"50247";"1717";"ions";"4";"4";"10"
"50247";"1717";"kinetics";"4";"4";"9"
"50247";"1717";"magnetism";"4";"4";"1"
"50247";"1717";"materials";"4";"4";"5"
"50247";"1717";"metal";"4";"4";"3"
"50247";"1717";"mole";"4";"4";"1"
"50247";"1717";"molecules";"4";"4";"4"
"50247";"1717";"nmr";"4";"4";"1"
"50247";"1717";"nomenclature";"4";"4";"3"
"50247";"1717";"nuclear";"4";"4";"1"
"50247";"1717";"organic-chemistry";"4";"4";"94"
"50247";"1717";"oxidation-state";"4";"4";"3"
"50247";"1717";"periodic-table";"4";"4";"1"
"50247";"1717";"ph";"4";"4";"1"
"50247";"1717";"phase";"4";"4";"3"
"50247";"1717";"physical-chemistry";"4";"4";"46"
"50247";"1717";"plastics";"4";"4";"1"
"50247";"1717";"polarity";"4";"4";"3"
"50247";"1717";"precipitation";"4";"4";"1"
"50247";"1717";"proteins";"4";"4";"1"
"50247";"1717";"purification";"4";"4";"1"
"50247";"1717";"quantum-chemistry";"4";"4";"12"
"50247";"1717";"reaction-mechanism";"4";"4";"12"
"50247";"1717";"redox";"4";"4";"8"
"50247";"1717";"reference-request";"4";"4";"7"
"50247";"1717";"resonance";"4";"4";"1"
"50247";"1717";"safety";"4";"4";"3"
"50247";"1717";"software";"4";"4";"5"
"50247";"1717";"solid-state-chemistry";"4";"4";"1"
"50247";"1717";"solubility";"4";"4";"2"
"50247";"1717";"solutions";"4";"4";"1"
"50247";"1717";"spectroscopy";"4";"4";"4"
"50247";"1717";"stereochemistry";"4";"4";"3"
"50247";"1717";"stoichiometry";"4";"4";"2"
"50247";"1717";"structural-formula";"4";"4";"2"
"50247";"1717";"supramolecular-chemistry";"4";"4";"1"
"50247";"1717";"symmetry";"4";"4";"1"
"50247";"1717";"synthesis";"4";"4";"1"
"50247";"1717";"terminology";"4";"4";"6"
"50247";"1717";"theoretical-chemistry";"4";"4";"4"
"50247";"1717";"thermodynamics";"4";"4";"21"
"50247";"1717";"titration";"4";"4";"1"
"50247";"1717";"toxicity";"4";"4";"2"
"50247";"1717";"vapor-pressure";"4";"4";"1"
"50247";"1717";"water";"4";"4";"11"
"50248";"532";"analytical-chemistry";"4";"4";"1"
"50248";"532";"aromatic-compounds";"4";"4";"1"
"50248";"532";"computational-chemistry";"4";"4";"1"
"50248";"532";"coordination-compounds";"4";"4";"1"
"50248";"532";"experimental-chemistry";"4";"4";"4"
"50248";"532";"nmr";"4";"4";"2"
"50248";"532";"solvents";"4";"4";"2"
"50252";"2029";"acid-base";"4";"4";"2"
"50252";"2029";"biochemistry";"4";"4";"2"
"50252";"2029";"combustion";"4";"4";"1"
"50252";"2029";"computational-chemistry";"4";"4";"7"
"50252";"2029";"conformers";"4";"4";"1"
"50252";"2029";"electrochemistry";"4";"4";"3"
"50252";"2029";"electrons";"4";"4";"2"
"50252";"2029";"energy";"4";"4";"2"
"50252";"2029";"everyday-chemistry";"4";"4";"2"
"50252";"2029";"hybridization";"4";"4";"1"
"50252";"2029";"inorganic-chemistry";"4";"4";"11"
"50252";"2029";"ions";"4";"4";"1"
"50252";"2029";"kinetics";"4";"4";"3"
"50252";"2029";"mass-spectrometry";"4";"4";"3"
"50252";"2029";"nmr";"4";"4";"1"
"50252";"2029";"orbitals";"4";"4";"2"
"50252";"2029";"organic-chemistry";"4";"4";"36"
"50252";"2029";"physical-chemistry";"4";"4";"9"
"50252";"2029";"polymers";"4";"4";"3"
"50252";"2029";"reaction-mechanism";"4";"4";"1"
"50252";"2029";"redox";"4";"4";"1"
"50252";"2029";"safety";"4";"4";"3"
"50252";"2029";"solubility";"4";"4";"1"
"50252";"2029";"stereochemistry";"4";"4";"3"
"50252";"2029";"synthesis";"4";"4";"1"
"50252";"2029";"theoretical-chemistry";"4";"4";"4"
"50252";"2029";"thermodynamics";"4";"4";"2"
"50253";"101";"acid-base";"1";"4";"1"
"50255";"10285";"acid-base";"4";"4";"8"
"50255";"10285";"alcohols";"4";"4";"1"
"50255";"10285";"analytical-chemistry";"4";"4";"6"
"50255";"10285";"applied-chemistry";"4";"4";"1"
"50255";"10285";"aqueous-solution";"4";"4";"4"
"50255";"10285";"aromatic-compounds";"4";"4";"1"
"50255";"10285";"atoms";"4";"4";"5"
"50255";"10285";"biochemistry";"4";"4";"3"
"50255";"10285";"bond";"4";"4";"16"
"50255";"10285";"catalysis";"4";"4";"5"
"50255";"10285";"chemical-biology";"4";"4";"1"
"50255";"10285";"color";"4";"4";"3"
"50255";"10285";"combustion";"4";"4";"14"
"50255";"10285";"computational-chemistry";"4";"4";"1"
"50255";"10285";"concentration";"4";"4";"1"
"50255";"10285";"conductivity";"4";"4";"2"
"50255";"10285";"covalent-compounds";"4";"4";"1"
"50255";"10285";"crystal-structure";"4";"4";"7"
"50255";"10285";"distillation";"4";"4";"1"
"50255";"10285";"electricity";"4";"4";"2"
"50255";"10285";"electrochemistry";"4";"4";"5"
"50255";"10285";"electrolysis";"4";"4";"1"
"50255";"10285";"electromagnetic-radiation";"4";"4";"1"
"50255";"10285";"electronic-configuration";"4";"4";"3"
