"userId";"reputation";"tag1";"profile_1";"profile_2";"totalPost"
"28096";"1975";"bioinformatics";"4";"4";"7"
"28096";"1975";"botany";"4";"4";"2"
"28096";"1975";"cancer";"4";"4";"1"
"28096";"1975";"cell-biology";"4";"4";"1"
"28096";"1975";"chromosome";"4";"4";"1"
"28096";"1975";"dna-sequencing";"4";"4";"2"
"28096";"1975";"evolution";"4";"4";"2"
"28096";"1975";"genetics";"4";"4";"4"
"28096";"1975";"microbiology";"4";"4";"2"
"28096";"1975";"molecular-biology";"4";"4";"4"
"28096";"1975";"pathology";"4";"4";"2"
"28096";"1975";"pcr";"4";"4";"1"
"28096";"1975";"pharmacology";"4";"4";"3"
"28096";"1975";"proteins";"4";"4";"3"
"28096";"1975";"rna";"4";"4";"4"
"28096";"1975";"splicing";"4";"4";"3"
"28096";"1975";"transcription";"4";"4";"3"
"28098";"176";"molecular-biology";"4";"4";"1"
"28100";"184";"dna";"4";"4";"1"
"28100";"184";"molecular-biology";"4";"4";"1"
"28101";"304";"cell-biology";"4";"4";"1"
"28101";"304";"fluorescent-microscopy";"4";"4";"1"
"28101";"304";"imaging";"4";"4";"1"
"28101";"304";"microscopy";"4";"4";"3"
"28101";"304";"neuroscience";"4";"4";"7"
"28102";"196";"evolution";"4";"4";"3"
"28103";"196";"molecular-genetics";"4";"4";"1"
"28106";"121";"history";"1";"4";"1"
"28107";"508";"cell-culture";"4";"4";"1"
"28107";"508";"evolution";"4";"4";"1"
"28107";"508";"high-throughput";"4";"4";"2"
"28107";"508";"microscopy";"4";"4";"1"
"28107";"508";"staining";"4";"4";"2"
"28108";"1765";"biochemistry";"4";"4";"5"
"28108";"1765";"bioinformatics";"4";"4";"2"
"28108";"1765";"botany";"4";"4";"1"
"28108";"1765";"cell-culture";"4";"4";"2"
"28108";"1765";"cell-membrane";"4";"4";"1"
"28108";"1765";"cellular-respiration";"4";"4";"1"
"28108";"1765";"dna";"4";"4";"3"
"28108";"1765";"evolution";"4";"4";"2"
"28108";"1765";"food";"4";"4";"1"
"28108";"1765";"human-biology";"4";"4";"6"
"28108";"1765";"lab-techniques";"4";"4";"2"
"28108";"1765";"microbiology";"4";"4";"6"
"28108";"1765";"molecular-biology";"4";"4";"10"
"28108";"1765";"photosynthesis";"4";"4";"5"
"28108";"1765";"plasmids";"4";"4";"1"
"28108";"1765";"proteins";"4";"4";"1"
"28108";"1765";"structural-biology";"4";"4";"9"
"28108";"1765";"t7-promoter";"4";"4";"1"
"28108";"1765";"virus";"4";"4";"1"
"28108";"1765";"zoology";"4";"4";"2"
"28109";"370";"dna";"4";"4";"2"
"28111";"5362";"biochemistry";"4";"4";"11"
"28111";"5362";"bioinformatics";"4";"4";"4"
"28111";"5362";"cell-biology";"4";"4";"2"
"28111";"5362";"cellular-respiration";"4";"4";"4"
"28111";"5362";"dna";"4";"4";"12"
"28111";"5362";"dna-sequencing";"4";"4";"7"
"28111";"5362";"embryology";"4";"4";"1"
"28111";"5362";"epigenetics";"4";"4";"2"
"28111";"5362";"gel-electrophoresis";"4";"4";"2"
"28111";"5362";"gene-expression";"4";"4";"2"
"28111";"5362";"general-biology";"4";"4";"3"
"28111";"5362";"genetics";"4";"4";"22"
"28111";"5362";"history";"4";"4";"6"
"28111";"5362";"homework";"4";"4";"2"
"28111";"5362";"human-biology";"4";"4";"5"
"28111";"5362";"lab-techniques";"4";"4";"2"
"28111";"5362";"microbiology";"4";"4";"2"
"28111";"5362";"molecular-biology";"4";"4";"57"
"28111";"5362";"molecular-genetics";"4";"4";"7"
"28111";"5362";"neuroscience";"4";"4";"1"
"28111";"5362";"pcr";"4";"4";"2"
"28111";"5362";"physiology";"4";"4";"1"
"28111";"5362";"proteins";"4";"4";"4"
"28111";"5362";"protocol";"4";"4";"4"
"28111";"5362";"ribosome";"4";"4";"5"
"28111";"5362";"sequence-analysis";"4";"4";"2"
"28111";"5362";"structural-biology";"4";"4";"1"
"28111";"5362";"synthetic-biology";"4";"4";"7"
"28111";"5362";"t7-promoter";"4";"4";"7"
"28111";"5362";"transcription";"4";"4";"1"
"28111";"5362";"transformation";"4";"4";"2"
"28111";"5362";"yeast";"4";"4";"1"
"28112";"247";"cell-culture";"4";"4";"1"
"28112";"247";"dna";"4";"4";"1"
"28112";"247";"evolution";"4";"4";"2"
"28112";"247";"zoology";"4";"4";"1"
"28114";"879";"biochemistry";"4";"4";"2"
"28114";"879";"human-biology";"4";"4";"4"
"28114";"879";"molecular-biology";"4";"4";"1"
"28117";"925";"epigenetics";"4";"4";"3"
"28117";"925";"evolution";"4";"4";"2"
"28117";"925";"genetics";"4";"4";"5"
"28117";"925";"genomics";"4";"4";"1"
"28117";"925";"human-biology";"4";"4";"2"
"28117";"925";"molecular-biology";"4";"4";"1"
"28117";"925";"neuroscience";"4";"4";"2"
"28117";"925";"plasmids";"4";"4";"1"
"28117";"925";"vaccination";"4";"4";"4"
"28118";"173";"neuroscience";"4";"4";"1"
"28119";"562";"dna";"4";"4";"1"
"28119";"562";"epigenetics";"4";"4";"2"
"28119";"562";"evolution";"4";"4";"1"
"28119";"562";"histology";"4";"4";"1"
"28119";"562";"human-biology";"4";"4";"1"
"28119";"562";"microbiology";"4";"4";"1"
"28119";"562";"molecular-biology";"4";"4";"3"
"28119";"562";"splicing";"4";"4";"2"
"28119";"562";"transcription";"4";"4";"3"
"28120";"380";"evolution";"4";"4";"2"
"28120";"380";"human-biology";"4";"4";"1"
"28120";"380";"mitochondria";"4";"4";"4"
"28120";"380";"parasitology";"4";"4";"1"
"28120";"380";"species-identification";"4";"4";"1"
"28121";"226";"evolution";"4";"4";"2"
"28124";"171";"evolution";"4";"4";"1"
"28124";"171";"molecular-biology";"4";"4";"1"
"28124";"171";"plasmids";"4";"4";"1"
"28125";"418";"cancer";"4";"4";"1"
"28125";"418";"evolution";"4";"4";"2"
"28125";"418";"homeostasis";"4";"4";"1"
"28125";"418";"human-anatomy";"4";"4";"1"
"28125";"418";"human-biology";"4";"4";"1"
"28126";"3708";"biochemistry";"4";"4";"11"
"28126";"3708";"bioinformatics";"4";"4";"27"
"28126";"3708";"bioinorganic-chemistry";"4";"4";"1"
"28126";"3708";"cell-biology";"4";"4";"3"
"28126";"3708";"circadian-rhythms";"4";"4";"1"
"28126";"3708";"dna";"4";"4";"15"
"28126";"3708";"dna-sequencing";"4";"4";"3"
"28126";"3708";"embryology";"4";"4";"1"
"28126";"3708";"entomology";"4";"4";"3"
"28126";"3708";"epigenetics";"4";"4";"3"
"28126";"3708";"evolution";"4";"4";"12"
"28126";"3708";"gene-annotation";"4";"4";"2"
"28126";"3708";"gene-expression";"4";"4";"10"
"28126";"3708";"genetics";"4";"4";"10"
"28126";"3708";"genomics";"4";"4";"11"
"28126";"3708";"homework";"4";"4";"1"
"28126";"3708";"human-anatomy";"4";"4";"4"
"28126";"3708";"human-biology";"4";"4";"7"
"28126";"3708";"human-genetics";"4";"4";"2"
"28126";"3708";"molecular-biology";"4";"4";"1"
"28126";"3708";"molecular-genetics";"4";"4";"9"
"28126";"3708";"network";"4";"4";"1"
"28126";"3708";"neuroscience";"4";"4";"1"
"28126";"3708";"nomenclature";"4";"4";"4"
"28126";"3708";"nutrition";"4";"4";"7"
"28126";"3708";"pathology";"4";"4";"1"
"28126";"3708";"pharmacology";"4";"4";"1"
"28126";"3708";"physiology";"4";"4";"1"
"28126";"3708";"proteins";"4";"4";"3"
"28126";"3708";"rna";"4";"4";"1"
"28126";"3708";"senescence";"4";"4";"2"
"28126";"3708";"splicing";"4";"4";"2"
"28126";"3708";"taxonomy";"4";"4";"1"
"28126";"3708";"terminology";"4";"4";"1"
"28126";"3708";"transcription";"4";"4";"4"
"28126";"3708";"zoology";"4";"4";"2"
"28127";"273";"bioinformatics";"4";"4";"5"
"28128";"738";"history";"4";"4";"1"
"28128";"738";"human-biology";"4";"4";"2"
"28128";"738";"neuroscience";"4";"4";"4"
"28129";"171";"biochemistry";"4";"4";"3"
"28129";"171";"cell-culture";"4";"4";"4"
"28129";"171";"evolution";"4";"4";"1"
"28129";"171";"plant-physiology";"4";"4";"1"
"28131";"1858";"biochemistry";"4";"4";"3"
"28131";"1858";"cell-biology";"4";"4";"1"
"28131";"1858";"cell-culture";"4";"4";"2"
"28131";"1858";"dna";"4";"4";"3"
"28131";"1858";"fluorescent-microscopy";"4";"4";"1"
"28131";"1858";"genetics";"4";"4";"3"
"28131";"1858";"homework";"4";"4";"4"
"28131";"1858";"human-biology";"4";"4";"3"
"28131";"1858";"molecular-biology";"4";"4";"3"
"28131";"1858";"molecular-genetics";"4";"4";"1"
"28131";"1858";"neuroscience";"4";"4";"2"
"28131";"1858";"plasmids";"4";"4";"1"
"28131";"1858";"rna";"4";"4";"1"
"28131";"1858";"transcription";"4";"4";"3"
"28132";"163";"taxonomy";"4";"4";"2"
"28132";"163";"zoology";"4";"4";"5"
"28133";"737";"biochemistry";"4";"4";"1"
"28133";"737";"dna";"4";"4";"2"
"28133";"737";"lab-techniques";"4";"4";"3"
"28133";"737";"molecular-biology";"4";"4";"6"
"28133";"737";"plasmids";"4";"4";"1"
"28133";"737";"ribosome";"4";"4";"4"
"28137";"56";"brain";"1";"1";"1"
"28137";"56";"dna-sequencing";"1";"1";"1"
"28139";"3582";"abiogenesis";"4";"4";"1"
"28139";"3582";"bacteriology";"4";"4";"4"
"28139";"3582";"biochemistry";"4";"4";"14"
"28139";"3582";"bioinformatics";"4";"4";"7"
"28139";"3582";"biophysics";"4";"4";"2"
"28139";"3582";"book-recommendation";"4";"4";"1"
"28139";"3582";"botany";"4";"4";"7"
"28139";"3582";"brain";"4";"4";"7"
"28139";"3582";"cardiology";"4";"4";"1"
"28139";"3582";"cell";"4";"4";"5"
"28139";"3582";"cell-biology";"4";"4";"4"
"28139";"3582";"cell-culture";"4";"4";"1"
"28139";"3582";"cell-membrane";"4";"4";"1"
"28139";"3582";"digestive-system";"4";"4";"4"
"28139";"3582";"dna";"4";"4";"2"
"28139";"3582";"ecology";"4";"4";"6"
"28139";"3582";"entomology";"4";"4";"5"
"28139";"3582";"epidemiology";"4";"4";"1"
"28139";"3582";"ethology";"4";"4";"1"
"28139";"3582";"evolution";"4";"4";"12"
"28139";"3582";"fruit";"4";"4";"1"
"28139";"3582";"gel-electrophoresis";"4";"4";"2"
"28139";"3582";"genetics";"4";"4";"4"
"28139";"3582";"history";"4";"4";"3"
"28139";"3582";"hiv";"4";"4";"1"
"28139";"3582";"homeostasis";"4";"4";"1"
"28139";"3582";"homework";"4";"4";"1"
"28139";"3582";"human-anatomy";"4";"4";"3"
"28139";"3582";"human-biology";"4";"4";"64"
"28139";"3582";"immunology";"4";"4";"5"
"28139";"3582";"kidney";"4";"4";"1"
"28139";"3582";"medicine";"4";"4";"1"
"28139";"3582";"metabolism";"4";"4";"3"
"28139";"3582";"microbiology";"4";"4";"9"
"28139";"3582";"microscopy";"4";"4";"1"
"28139";"3582";"molecular-biology";"4";"4";"5"
"28139";"3582";"muscles";"4";"4";"1"
"28139";"3582";"neuroanatomy";"4";"4";"3"
"28139";"3582";"neurology";"4";"4";"2"
"28139";"3582";"neuroscience";"4";"4";"49"
"28139";"3582";"nutrition";"4";"4";"4"
"28139";"3582";"pathology";"4";"4";"1"
"28139";"3582";"pharmacodynamics";"4";"4";"1"
"28139";"3582";"pharmacology";"4";"4";"18"
"28139";"3582";"physiology";"4";"4";"2"
"28139";"3582";"plant-anatomy";"4";"4";"1"
"28139";"3582";"proteins";"4";"4";"1"
"28139";"3582";"protocol";"4";"4";"2"
"28139";"3582";"receptor";"4";"4";"1"
"28139";"3582";"virology";"4";"4";"1"
"28139";"3582";"virus";"4";"4";"1"
"28139";"3582";"vision";"4";"4";"1"
"28139";"3582";"zoology";"4";"4";"11"
"28140";"178";"human-biology";"4";"4";"1"
"28141";"1427";"biochemistry";"4";"4";"3"
"28141";"1427";"bioinformatics";"4";"4";"2"
"28141";"1427";"botany";"4";"4";"1"
"28141";"1427";"dna";"4";"4";"4"
"28141";"1427";"epigenetics";"4";"4";"1"
"28141";"1427";"evolution";"4";"4";"2"
"28141";"1427";"genomics";"4";"4";"1"
"28141";"1427";"human-biology";"4";"4";"3"
"28141";"1427";"immunology";"4";"4";"2"
"28141";"1427";"metabolism";"4";"4";"1"
"28141";"1427";"molecular-biology";"4";"4";"1"
"28141";"1427";"movement";"4";"4";"1"
"28141";"1427";"splicing";"4";"4";"1"
"28142";"101";"immunology";"1";"1";"2"
"28143";"269";"biochemistry";"4";"4";"1"
"28143";"269";"microbiology";"4";"4";"1"
"28144";"1686";"biochemistry";"4";"4";"3"
"28144";"1686";"evolution";"4";"4";"4"
"28144";"1686";"human-biology";"4";"4";"1"
"28144";"1686";"parasitism";"4";"4";"1"
"28144";"1686";"plant-physiology";"4";"4";"1"
"28144";"1686";"proteins";"4";"4";"1"
"28144";"1686";"toxicology";"4";"4";"1"
"28145";"101";"cell-based";"1";"1";"1"
"28145";"101";"molecular-biology";"1";"1";"1"
"28148";"5367";"anatomy";"4";"4";"1"
"28148";"5367";"biochemistry";"4";"4";"5"
"28148";"5367";"botany";"4";"4";"1"
"28148";"5367";"cancer";"4";"4";"1"
"28148";"5367";"cell-biology";"4";"4";"3"
"28148";"5367";"cellular-respiration";"4";"4";"1"
"28148";"5367";"dna";"4";"4";"8"
"28148";"5367";"dna-sequencing";"4";"4";"1"
"28148";"5367";"ecology";"4";"4";"1"
"28148";"5367";"evolution";"4";"4";"9"
"28148";"5367";"genetics";"4";"4";"2"
"28148";"5367";"homeostasis";"4";"4";"1"
"28148";"5367";"human-biology";"4";"4";"43"
"28148";"5367";"immunology";"4";"4";"4"
"28148";"5367";"microbiology";"4";"4";"1"
"28148";"5367";"molecular-biology";"4";"4";"4"
"28148";"5367";"neuroscience";"4";"4";"12"
"28148";"5367";"pharmacology";"4";"4";"3"
"28148";"5367";"physiology";"4";"4";"4"
"28148";"5367";"proteins";"4";"4";"1"
"28148";"5367";"radiation";"4";"4";"1"
"28149";"2574";"behaviour";"4";"4";"1"
"28149";"2574";"ecology";"4";"4";"7"
"28149";"2574";"epidemiology";"4";"4";"6"
"28149";"2574";"evolution";"4";"4";"4"
"28149";"2574";"history";"4";"4";"1"
"28149";"2574";"human-biology";"4";"4";"13"
"28149";"2574";"immunology";"4";"4";"9"
"28149";"2574";"microbiology";"4";"4";"7"
"28149";"2574";"network";"4";"4";"1"
"28149";"2574";"pathology";"4";"4";"5"
"28149";"2574";"pharmacology";"4";"4";"1"
"28149";"2574";"population-dynamics";"4";"4";"1"
"28149";"2574";"statistics";"4";"4";"1"
"28149";"2574";"virology";"4";"4";"2"
"28150";"1867";"biochemistry";"4";"4";"2"
"28150";"1867";"botany";"4";"4";"4"
"28150";"1867";"dna";"4";"4";"1"
"28150";"1867";"ecology";"4";"4";"1"
"28150";"1867";"entomology";"4";"4";"3"
"28150";"1867";"ethology";"4";"4";"1"
"28150";"1867";"evolution";"4";"4";"25"
"28150";"1867";"genetics";"4";"4";"1"
"28150";"1867";"genomics";"4";"4";"1"
"28150";"1867";"homework";"4";"4";"2"
"28150";"1867";"human-biology";"4";"4";"3"
"28150";"1867";"meiosis";"4";"4";"3"
"28150";"1867";"microbiology";"4";"4";"1"
"28150";"1867";"population-dynamics";"4";"4";"1"
"28150";"1867";"taxonomy";"4";"4";"1"
"28150";"1867";"zoology";"4";"4";"4"
"28151";"10041";"alcohol";"4";"4";"1"
"28151";"10041";"allergies";"4";"4";"1"
"28151";"10041";"anatomy";"4";"4";"3"
"28151";"10041";"aquatic-biology";"4";"4";"1"
"28151";"10041";"biochemistry";"4";"4";"12"
"28151";"10041";"bioinformatics";"4";"4";"1"
"28151";"10041";"biophysics";"4";"4";"1"
"28151";"10041";"blood-circulation";"4";"4";"1"
"28151";"10041";"botany";"4";"4";"13"
"28151";"10041";"brain";"4";"4";"2"
"28151";"10041";"cancer";"4";"4";"3"
"28151";"10041";"cardiology";"4";"4";"14"
"28151";"10041";"cell-based";"4";"4";"1"
"28151";"10041";"cell-biology";"4";"4";"9"
"28151";"10041";"cellular-respiration";"4";"4";"3"
"28151";"10041";"circulatory-system";"4";"4";"1"
"28151";"10041";"death";"4";"4";"1"
"28151";"10041";"digestive-system";"4";"4";"4"
"28151";"10041";"dna";"4";"4";"10"
"28151";"10041";"dna-sequencing";"4";"4";"6"
"28151";"10041";"ecology";"4";"4";"1"
"28151";"10041";"embryology";"4";"4";"1"
"28151";"10041";"endocrinology";"4";"4";"1"
"28151";"10041";"entomology";"4";"4";"2"
"28151";"10041";"epidemiology";"4";"4";"1"
"28151";"10041";"epigenetics";"4";"4";"1"
"28151";"10041";"evolution";"4";"4";"40"
"28151";"10041";"experimental-design";"4";"4";"1"
"28151";"10041";"extremophiles";"4";"4";"1"
"28151";"10041";"eyes";"4";"4";"1"
"28151";"10041";"fitness";"4";"4";"2"
"28151";"10041";"fluorescent-microscopy";"4";"4";"1"
"28151";"10041";"food";"4";"4";"3"
"28151";"10041";"fruit";"4";"4";"1"
"28151";"10041";"gel-electrophoresis";"4";"4";"6"
"28151";"10041";"genetics";"4";"4";"15"
"28151";"10041";"genomics";"4";"4";"1"
"28151";"10041";"health";"4";"4";"1"
"28151";"10041";"hearing";"4";"4";"1"
"28151";"10041";"hematology";"4";"4";"2"
"28151";"10041";"histology";"4";"4";"1"
"28151";"10041";"hiv";"4";"4";"1"
"28151";"10041";"homework";"4";"4";"12"
"28151";"10041";"human-anatomy";"4";"4";"4"
"28151";"10041";"human-biology";"4";"4";"125"
"28151";"10041";"imaging";"4";"4";"1"
"28151";"10041";"immunology";"4";"4";"10"
"28151";"10041";"joints";"4";"4";"1"
"28151";"10041";"lab-techniques";"4";"4";"2"
"28151";"10041";"marine-biology";"4";"4";"1"
"28151";"10041";"medicine";"4";"4";"2"
"28151";"10041";"metabolism";"4";"4";"3"
"28151";"10041";"microbiology";"4";"4";"1"
"28151";"10041";"microscopy";"4";"4";"5"
"28151";"10041";"milk";"4";"4";"1"
"28151";"10041";"molecular-biology";"4";"4";"8"
"28151";"10041";"muscles";"4";"4";"3"
"28151";"10041";"network";"4";"4";"1"
"28151";"10041";"neuroscience";"4";"4";"14"
"28151";"10041";"nutrition";"4";"4";"1"
"28151";"10041";"pathology";"4";"4";"11"
"28151";"10041";"pharmacology";"4";"4";"19"
"28151";"10041";"physiology";"4";"4";"20"
"28151";"10041";"plant-physiology";"4";"4";"7"
"28151";"10041";"plasmids";"4";"4";"1"
"28151";"10041";"proteins";"4";"4";"1"
"28151";"10041";"psychology";"4";"4";"2"
"28151";"10041";"respiration";"4";"4";"1"
"28151";"10041";"rna";"4";"4";"1"
"28151";"10041";"senescence";"4";"4";"1"
"28151";"10041";"species-identification";"4";"4";"3"
"28151";"10041";"temperature";"4";"4";"2"
"28151";"10041";"virology";"4";"4";"2"
"28151";"10041";"virus";"4";"4";"1"
"28151";"10041";"vision";"4";"4";"5"
"28151";"10041";"zoology";"4";"4";"20"
"28154";"2480";"bacteriology";"4";"4";"1"
"28154";"2480";"biochemistry";"4";"4";"2"
"28154";"2480";"cell-biology";"4";"4";"2"
"28154";"2480";"dna";"4";"4";"2"
"28154";"2480";"evolution";"4";"4";"9"
"28154";"2480";"genetics";"4";"4";"2"
"28154";"2480";"history";"4";"4";"2"
"28154";"2480";"human-anatomy";"4";"4";"1"
"28154";"2480";"human-biology";"4";"4";"14"
"28154";"2480";"molecular-biology";"4";"4";"8"
"28154";"2480";"network";"4";"4";"1"
"28154";"2480";"neuroscience";"4";"4";"28"
"28154";"2480";"statistics";"4";"4";"1"
"28154";"2480";"vision";"4";"4";"1"
"28154";"2480";"zoology";"4";"4";"1"
"28155";"170";"dna";"4";"4";"1"
"28155";"170";"epigenetics";"4";"4";"1"
"28155";"170";"genetics";"4";"4";"4"
"28155";"170";"zoology";"4";"4";"1"
"28158";"178";"dna";"4";"4";"1"
"28159";"221";"genetics";"4";"4";"1"
"28159";"221";"microbiology";"4";"4";"1"
"28160";"481";"bioinformatics";"4";"4";"6"
"28160";"481";"microbiology";"4";"4";"1"
"28160";"481";"neuroscience";"4";"4";"3"
"28162";"5181";"abiogenesis";"4";"4";"9"
"28162";"5181";"astrobiology";"4";"4";"3"
"28162";"5181";"biochemistry";"4";"4";"6"
"28162";"5181";"botany";"4";"4";"17"
"28162";"5181";"cell-biology";"4";"4";"1"
"28162";"5181";"dna";"4";"4";"8"
"28162";"5181";"ecology";"4";"4";"4"
"28162";"5181";"epigenetics";"4";"4";"2"
"28162";"5181";"evolution";"4";"4";"19"
"28162";"5181";"extremophiles";"4";"4";"2"
"28162";"5181";"genetics";"4";"4";"9"
"28162";"5181";"homework";"4";"4";"1"
"28162";"5181";"human-biology";"4";"4";"20"
"28162";"5181";"microbiology";"4";"4";"2"
"28162";"5181";"molecular-biology";"4";"4";"8"
"28162";"5181";"mycology";"4";"4";"2"
"28162";"5181";"neuroscience";"4";"4";"1"
"28162";"5181";"nutrition";"4";"4";"1"
"28162";"5181";"pathology";"4";"4";"1"
"28162";"5181";"pharmacology";"4";"4";"1"
"28162";"5181";"photosynthesis";"4";"4";"3"
"28162";"5181";"plant-physiology";"4";"4";"3"
"28162";"5181";"senescence";"4";"4";"5"
"28162";"5181";"taxonomy";"4";"4";"1"
"28162";"5181";"zoology";"4";"4";"8"
"28163";"297";"bioinformatics";"4";"4";"1"
"28163";"297";"genetics";"4";"4";"1"
"28163";"297";"statistics";"4";"4";"2"
"28165";"1663";"biochemistry";"4";"4";"1"
"28165";"1663";"cell-biology";"4";"4";"1"
"28165";"1663";"communication";"4";"4";"1"
"28165";"1663";"dna";"4";"4";"6"
"28165";"1663";"evolution";"4";"4";"2"
"28165";"1663";"genetics";"4";"4";"4"
"28165";"1663";"human-anatomy";"4";"4";"2"
"28165";"1663";"human-biology";"4";"4";"5"
"28165";"1663";"molecular-biology";"4";"4";"3"
"28165";"1663";"neuroscience";"4";"4";"1"
"28165";"1663";"physiology";"4";"4";"1"
"28166";"101";"biochemistry";"1";"4";"1"
"28167";"2717";"alcohol";"4";"4";"3"
"28167";"2717";"anatomy";"4";"4";"1"
"28167";"2717";"antibiotics";"4";"4";"2"
"28167";"2717";"bacteriology";"4";"4";"4"
"28167";"2717";"biochemistry";"4";"4";"48"
"28167";"2717";"bioinformatics";"4";"4";"1"
"28167";"2717";"biophysics";"4";"4";"4"
"28167";"2717";"blood-circulation";"4";"4";"5"
"28167";"2717";"brain";"4";"4";"1"
"28167";"2717";"cancer";"4";"4";"1"
"28167";"2717";"cardiology";"4";"4";"81"
"28167";"2717";"cell-biology";"4";"4";"4"
"28167";"2717";"diet";"4";"4";"2"
"28167";"2717";"dna";"4";"4";"3"
"28167";"2717";"electrophysiology";"4";"4";"5"
"28167";"2717";"embryology";"4";"4";"14"
"28167";"2717";"endocrinology";"4";"4";"6"
"28167";"2717";"genetics";"4";"4";"5"
"28167";"2717";"genomes";"4";"4";"7"
"28167";"2717";"healing";"4";"4";"2"
"28167";"2717";"health";"4";"4";"2"
"28167";"2717";"hematology";"4";"4";"4"
"28167";"2717";"homework";"4";"4";"65"
"28167";"2717";"human-anatomy";"4";"4";"1"
"28167";"2717";"human-biology";"4";"4";"84"
"28167";"2717";"immunology";"4";"4";"13"
"28167";"2717";"lymphatic-system";"4";"4";"2"
"28167";"2717";"mass-spectrometry";"4";"4";"3"
"28167";"2717";"meiosis";"4";"4";"7"
"28167";"2717";"metabolism";"4";"4";"4"
"28167";"2717";"microbiology";"4";"4";"92"
"28167";"2717";"milk";"4";"4";"1"
"28167";"2717";"molecular-biology";"4";"4";"1"
"28167";"2717";"muscles";"4";"4";"5"
"28167";"2717";"neurology";"4";"4";"4"
"28167";"2717";"neuroscience";"4";"4";"17"
"28167";"2717";"palaeontology";"4";"4";"1"
"28167";"2717";"parasitology";"4";"4";"2"
"28167";"2717";"pathogenesis";"4";"4";"4"
"28167";"2717";"pathology";"4";"4";"7"
"28167";"2717";"pathophysiology";"4";"4";"13"
"28167";"2717";"pharmacology";"4";"4";"21"
"28167";"2717";"physiology";"4";"4";"132"
"28167";"2717";"proteins";"4";"4";"3"
"28167";"2717";"psychology";"4";"4";"6"
"28167";"2717";"sex";"4";"4";"2"
"28167";"2717";"stem-cells";"4";"4";"4"
