"id";"id_community";"profile";"reputation";"betweenness";"closeness";"eccentricity";"harmonic_closeness";"page_rank";"indegree";"outdegree";"degree";"eigenvector";"modularity_class";"clustering_coefficient";"interactions";"strongly_component";"weakly_component";"answers";"comments";"questions"
"50283";"10";"4";"186";"0";"0,3067270826071802";"7";"0,3228873556998446";"0,000015552246910179046";"0";"9";"9";"0";"16";"0,2777777910232544";"10";"1341";"0";"0";"0";"2"
"50284";"10";"4";"289";"117,70321221784232";"0,28043986400339993";"7";"0,29326035775173415";"0,00004850649678301965";"4";"4";"8";"0,0032210576564816688";"16";"0,3095238208770752";"11";"1043";"0";"2";"4";"0"
"50287";"10";"4";"1223";"221010,19592360457";"0,3628428070657777";"6";"0,3897581612679005";"0,00048146315591843594";"44";"52";"96";"0,12041591622543431";"16";"0,16509926319122314";"203";"1043";"0";"26";"63";"31"
"50288";"10";"4";"168";"0";"0,2781289506953224";"8";"0,2911230609668085";"0,000015552246910179046";"1";"5";"6";"0,0001927139082221773";"16";"0,6499999761581421";"9";"1343";"0";"0";"1";"2"
"50291";"10";"4";"504";"292,1814281389552";"0,30124400821730196";"7";"0,31757187057432457";"0,000039818548376278906";"4";"11";"15";"0,003947484764093094";"16";"0,4743589758872986";"18";"1043";"0";"2";"2";"4"
"50294";"10";"4";"876";"138810,67961511353";"0,337510389361294";"7";"0,3612634066697188";"0,0004153291969702752";"33";"36";"69";"0,07893384819332709";"16";"0,1564980149269104";"124";"1043";"0";"8";"61";"11"
"50297";"10";"4";"1007";"50267,88971548403";"0,29714060565124395";"7";"0,3127346449092909";"0,00010661334855652397";"10";"21";"31";"0,00993323572370575";"16";"0,2122507095336914";"61";"1043";"0";"10";"7";"4"
"50298";"10";"2";"101";"0";"0";"0";"0";"0,0000287757103015021";"1";"0";"1";"0,0001857527576717709";"4";"0";"1";"1349";"3";"0";"1";"0"
"50301";"10";"4";"276";"100,18661347865819";"0,256773189357459";"8";"0,26693322147953963";"0,00006050323187192496";"6";"1";"7";"0,004546405436705923";"16";"0,1666666716337204";"10";"1043";"0";"1";"8";"0"
"50303";"10";"4";"116";"1921,8661569561377";"0,25216145211368524";"8";"0,2607927637810224";"0,0001990645658660663";"1";"2";"3";"0,0011912996781371786";"16";"0";"3";"1043";"0";"0";"1";"1"
"50306";"10";"4";"4295";"108552,7225244996";"0,3249015263417036";"7";"0,3458424665566025";"0,0003765546269624718";"28";"33";"61";"0,0398105557915899";"16";"0,162289559841156";"132";"1043";"0";"26";"39";"6"
"50309";"10";"4";"166";"0";"0";"0";"0";"0,00005692044640761806";"3";"0";"3";"0,001774998469237373";"16";"0,1666666716337204";"3";"193";"0";"1";"2";"0"
"50310";"10";"4";"1435";"111375,54077494546";"0,34194843891695814";"7";"0,36457211412693746";"0,0007569891703372237";"76";"24";"100";"0,12750632226059583";"18";"0,10833333432674408";"175";"1043";"0";"29";"97";"6"
"50312";"10";"4";"1628";"157107,50659429643";"0,3309717868338558";"7";"0,3532820970782564";"0,00038384223865626913";"46";"38";"84";"0,043534749201692056";"16";"0,0783950611948967";"131";"1043";"0";"21";"44";"22"
"50313";"10";"1";"68";"0";"0,2917449441927285";"7";"0,30492198773448087";"0,000015552246910179046";"0";"2";"2";"0";"7";"0";"2";"1354";"0";"0";"0";"1"
"50316";"10";"4";"209";"75,47288478000097";"0,28412331199225266";"8";"0,2978325263072433";"0,00001885811275800981";"1";"10";"11";"0,0001857527576717709";"16";"0,10000000149011612";"11";"1359";"0";"0";"1";"3"
"50317";"10";"4";"681";"23957,156814278176";"0,306882920590629";"7";"0,32361152454919134";"0,00016540365571130348";"9";"17";"26";"0,009148083890748943";"16";"0,23000000417232513";"80";"1043";"0";"7";"24";"6"
"50318";"10";"4";"484";"43681,14628861718";"0,32899164900909883";"7";"0,35062692248710825";"0,00012678514336766662";"6";"29";"35";"0,017320210027821595";"16";"0,2026515156030655";"57";"1043";"0";"1";"11";"13"
"50321";"10";"4";"738";"64487,80545811627";"0,3370363276511524";"7";"0,3599689695919879";"0,00045082566806171984";"23";"35";"58";"0,07663254782038541";"16";"0,20901960134506226";"109";"1043";"0";"1";"51";"18"
"50324";"10";"4";"161";"0";"0,27434778089595674";"8";"0,2872556580882001";"0,00002807313526428473";"2";"5";"7";"0,00319870585678503";"16";"0,800000011920929";"9";"1043";"0";"0";"2";"1"
"50325";"10";"4";"144";"10474,798245614034";"0,23461179503133195";"8";"0,2422744206604863";"0,00002527352232204762";"1";"3";"4";"0,0008397898450051739";"16";"0,25";"4";"1043";"0";"0";"1";"1"
"50327";"10";"4";"124";"0";"0,29018077916369034";"7";"0,30458607226264295";"0,000015552246910179046";"1";"5";"6";"0,0001927139082221773";"16";"0,30000001192092896";"14";"1364";"0";"0";"3";"2"
"50332";"10";"4";"1900";"115146,14198718838";"0,28654399392064267";"7";"0,30070134134350324";"0,0006220898736217372";"53";"17";"70";"0,09063226706118192";"16";"0,08881118893623352";"135";"1043";"0";"26";"70";"0"
"50337";"10";"4";"491";"0";"0";"0";"0";"0,000036675672849633496";"2";"0";"2";"0,0039033125896030165";"16";"0,5";"3";"506";"0";"2";"1";"0"
"50339";"10";"4";"135";"0";"0,27393423918680637";"8";"0,28594530390724804";"0,000015552246910179046";"1";"6";"7";"0,0001927139082221773";"16";"0,1666666716337204";"11";"1369";"0";"0";"2";"3"
"50340";"10";"4";"168";"0";"0,222733218007679";"8";"0,22901884375649342";"0,00004672826400947314";"1";"1";"2";"0,0015969138603436498";"16";"0";"2";"1043";"0";"0";"1";"1"
"50342";"10";"4";"318";"0";"0,24529704120024154";"8";"0,25380429391980797";"0,000015552246910179046";"1";"3";"4";"0,0001927139082221773";"16";"0,3333333432674408";"6";"1371";"0";"0";"1";"1"
"50343";"10";"1";"101";"0";"0";"0";"0";"0,00002312668163169757";"1";"0";"1";"0,0002442268961822717";"16";"0";"1";"145";"0";"0";"1";"0"
"50345";"10";"1";"41";"0";"0";"0";"0";"0,00003313478682484021";"1";"0";"1";"0,0028920320283106";"16";"0";"1";"885";"0";"1";"0";"0"
"50348";"10";"4";"373";"35,95840609724032";"0,2639104134379843";"8";"0,2740873542066952";"0,0000390642133467441";"3";"3";"6";"0,0014636946752914423";"16";"0,25";"8";"1043";"0";"1";"3";"0"
"50351";"10";"1";"61";"0";"0,22276141446535572";"8";"0,2290756727013694";"0,000022722181275743616";"1";"1";"2";"0,00020078601724955102";"16";"0,5";"3";"1043";"0";"1";"0";"0"
"50357";"10";"4";"13535";"897510,3456494835";"0,3608832376264698";"6";"0,39154511586788987";"0,0023096258936215193";"226";"118";"344";"0,3051548977274705";"17";"0,053335342556238174";"1096";"1043";"0";"184";"508";"6"
"50359";"10";"1";"21";"0";"0";"0";"0";"0,000019332024328500332";"1";"0";"1";"0,00027226794240803586";"16";"0";"1";"766";"0";"1";"0";"0"
"50360";"10";"4";"12184";"835304,1074772978";"0,357026917354254";"7";"0,3845222309419884";"0,0030805779688269966";"319";"75";"394";"0,34537332990554404";"16";"0,03774203732609749";"1097";"1043";"0";"141";"629";"7"
"50365";"10";"4";"3344";"291493,6106945273";"0,3295873134794281";"7";"0,35116364029982655";"0,0013899763526982376";"119";"35";"154";"0,12420720124439986";"36";"0,04742440581321716";"309";"1043";"0";"47";"150";"5"
"50367";"10";"4";"191";"0";"0,23235656458993312";"8";"0,2398461240205315";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,3333333432674408";"3";"1380";"0";"0";"0";"1"
"50369";"10";"4";"138";"0";"0,23485455030691219";"8";"0,24194872835498557";"0,000015552246910179046";"0";"1";"1";"0";"16";"0";"1";"1383";"0";"0";"0";"1"
"50370";"10";"4";"213";"0";"0,2579368955748754";"8";"0,2685347742581243";"0,000015552246910179046";"1";"4";"5";"0,0001927139082221773";"16";"0,4166666567325592";"5";"1385";"0";"0";"1";"2"
"50381";"10";"1";"16";"0";"0,28542083355857073";"7";"0,29852678571428104";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,8333333134651184";"3";"1389";"0";"0";"0";"1"
"50387";"10";"4";"382";"0";"0,33178391959799";"6";"0,35318376877443847";"0,000015552246910179046";"1";"23";"24";"0,0001927139082221773";"18";"0,3122529685497284";"42";"1392";"0";"0";"4";"16"
"50390";"10";"1";"101";"0";"0";"0";"0";"0,000030389461640668705";"1";"0";"1";"0,0007736499708713454";"16";"0";"1";"317";"0";"0";"1";"0"
"50391";"10";"4";"156";"6,27454532112964";"0,25905388163705956";"8";"0,2698299190864091";"0,00004665429498532354";"1";"3";"4";"0,001276910879600473";"16";"0,6666666865348816";"4";"1043";"0";"0";"1";"1"
"50392";"10";"4";"338";"0";"0,2928777457288662";"7";"0,30686282467531806";"0,000015552246910179046";"1";"6";"7";"0,0001927139082221773";"16";"0,36666667461395264";"9";"1393";"0";"1";"0";"4"
"50393";"10";"1";"1";"0";"0,27001738419061255";"8";"0,28297468012010624";"0,000015552246910179046";"0";"6";"6";"0";"16";"0,3333333432674408";"6";"1395";"0";"0";"0";"1"
"50396";"10";"1";"101";"0";"0";"0";"0";"0,000017756157475399556";"1";"0";"1";"0,0001857527576717709";"16";"0";"1";"1394";"0";"0";"1";"0"
"50399";"10";"4";"193";"21406,308290146502";"0,27792987259134466";"7";"0,29100614293832466";"0,00002807313526428473";"2";"7";"9";"0,00319870585678503";"16";"0,1964285671710968";"14";"1043";"0";"0";"4";"1"
"50400";"10";"4";"141";"18,651472220511426";"0,26310805422647526";"8";"0,2732491272697768";"0,00006321451113561991";"4";"2";"6";"0,00953261121521665";"16";"0,4166666567325592";"6";"1043";"0";"1";"3";"0"
"50401";"10";"4";"116";"0";"0";"0";"0";"0,000018472782720441106";"1";"0";"1";"0,0003709456250464765";"16";"0";"1";"199";"0";"1";"0";"0"
"50402";"10";"1";"69";"0";"0";"0";"0";"0,000021580721055824275";"1";"0";"1";"0,0003135547011979334";"16";"0";"1";"198";"0";"1";"0";"0"
"50403";"10";"4";"116";"0";"0,2694427434170239";"8";"0,28144367784992774";"0,000015552246910179046";"0";"2";"2";"0";"16";"1";"2";"1398";"0";"0";"0";"1"
"50405";"10";"1";"41";"0";"0,23220726664907188";"8";"0,23932585536583367";"0,000018472782720441106";"1";"1";"2";"0,0003709456250464765";"16";"0,5";"2";"1043";"0";"1";"0";"0"
"50406";"10";"1";"29";"0";"0,24524970963995354";"8";"0,2536478770329935";"0,00003313478682484021";"1";"1";"2";"0,0028920320283106";"16";"1";"3";"1043";"0";"1";"0";"0"
"50407";"10";"1";"101";"0";"0";"0";"0";"0,000028804819789531415";"1";"0";"1";"0,0017505991345855229";"16";"0";"1";"705";"0";"0";"1";"0"
"50409";"10";"1";"81";"0";"0,30216321391782075";"7";"0,31802128427127513";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,3333333432674408";"3";"1402";"0";"0";"0";"1"
"50412";"10";"4";"628";"1967,6229748036883";"0,28771528231959886";"7";"0,3012633164650541";"0,00018814803077697728";"25";"6";"31";"0,016055686571889587";"16";"0,11149425059556961";"40";"1043";"0";"10";"22";"0"
"50415";"10";"4";"769";"0";"0,28496654435570906";"7";"0,2991704312855562";"0,000015552246910179046";"1";"10";"11";"0,0001927139082221773";"16";"0,3444444537162781";"11";"1406";"0";"0";"1";"1"
"50418";"10";"4";"303";"19549,08525761882";"0,31131686029368405";"7";"0,3285064812058448";"0,00035018151232732485";"23";"10";"33";"0,054781971207150205";"16";"0,1149425283074379";"55";"1043";"0";"4";"30";"3"
"50420";"10";"4";"188";"0";"0,2694427434170239";"8";"0,28144367784992774";"0,000015552246910179046";"0";"2";"2";"0";"16";"1";"2";"1408";"0";"0";"0";"1"
"50422";"10";"4";"218";"2229,981869789714";"0,2827833726162417";"7";"0,29688613463949265";"0,00003551293404190041";"2";"8";"10";"0,0019601075015994113";"16";"0,013888888992369175";"11";"1043";"0";"0";"3";"4"
"50423";"10";"4";"130";"13778,69403172382";"0,31445079818918276";"7";"0,3320930190602358";"0,00006111857079507847";"3";"17";"20";"0,001762323975004054";"16";"0,2647058963775635";"32";"1043";"0";"0";"7";"7"
"50425";"10";"4";"260";"32160,897281783953";"0,28837539604501256";"7";"0,303693430393557";"0,00010847257790244129";"4";"9";"13";"0,011662869379129356";"16";"0,13636364042758942";"15";"1043";"0";"1";"4";"3"
"50426";"10";"4";"226";"0";"0,22383819538670285";"8";"0,23065132285156004";"0,000025817176121606767";"1";"1";"2";"0,0003573307964562553";"16";"0";"2";"1043";"0";"1";"0";"0"
"50428";"10";"4";"266";"19,435514878709878";"0,25091496744141834";"8";"0,25967151967815366";"0,000023654286786165502";"3";"3";"6";"0,0007942360798434087";"16";"0,3499999940395355";"10";"1043";"0";"2";"3";"0"
"50430";"10";"4";"1152";"52541,22038084082";"0,30445815790991404";"7";"0,32018104078152415";"0,00048528310130998187";"43";"8";"51";"0,07747066747663593";"16";"0,09595959633588791";"65";"1043";"0";"21";"37";"0"
"50432";"10";"3";"101";"0";"0";"0";"0";"0,00011835926882235932";"5";"0";"5";"0,03383158716189034";"36";"0,5";"5";"426";"0";"0";"5";"0"
"50433";"10";"4";"181";"0";"0,28240641711229947";"7";"0,2952227662509762";"0,000015552246910179046";"0";"6";"6";"0";"16";"0,2666666805744171";"6";"1414";"0";"0";"0";"2"
"50436";"10";"1";"36";"0";"0,2472488878482791";"8";"0,25613613816739345";"0,000015552246910179046";"0";"2";"2";"0";"16";"0";"2";"1416";"0";"0";"0";"1"
"50437";"10";"4";"384";"10552,358534844405";"0,2933592664629064";"7";"0,3070314543699582";"0,000025970739524825536";"2";"8";"10";"0,0005917090155707907";"16";"0,25";"15";"1043";"0";"1";"2";"6"
"50439";"10";"4";"166";"25,38815384542858";"0,27100980543149034";"8";"0,2835238907080151";"0,00002807313526428473";"2";"4";"6";"0,0031987058567850305";"16";"0,5";"7";"1043";"0";"0";"2";"1"
"50440";"10";"1";"28";"0";"0,2711350796096559";"8";"0,2827585040456787";"0,00002807313526428473";"2";"3";"5";"0,0031987058567850305";"16";"0,75";"7";"1043";"0";"0";"3";"1"
"50441";"10";"4";"29705";"4918731,307277599";"0,4006527018822101";"6";"0,4407652964576579";"0,0076824746056665125";"838";"261";"1099";"0,6735046652948948";"16";"0,01611483097076416";"1975";"1043";"0";"487";"868";"12"
"50443";"10";"4";"161";"0";"0,23235656458993312";"8";"0,2398461240205315";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,3333333432674408";"6";"1422";"0";"0";"0";"2"
"50447";"10";"4";"369";"0";"0,2650898865120016";"8";"0,27620738956692775";"0,00002807313526428473";"2";"2";"4";"0,0031987058567850305";"16";"0,6666666865348816";"5";"1043";"0";"1";"2";"1"
"50449";"10";"4";"1447";"40916,282808578064";"0,29882259707913505";"7";"0,31380041313740026";"0,0006411121563534886";"51";"12";"63";"0,1244146169207309";"18";"0,09617486596107483";"89";"1043";"0";"13";"51";"0"
"50450";"10";"4";"123";"0";"0,29052492571805877";"7";"0,30401920995670273";"0,000015552246910179046";"0";"2";"2";"0";"21";"1";"2";"1425";"0";"0";"0";"1"
"50454";"10";"4";"230";"2541,156235955527";"0,2942750432019622";"7";"0,30904933293642556";"0,00009283468281546607";"4";"8";"12";"0,015937093405786185";"16";"0,36666667461395264";"14";"1043";"0";"0";"6";"3"
"50457";"10";"1";"75";"1671,689275197244";"0,3089483232867092";"7";"0,3251964206785076";"0,00007241715378731656";"5";"8";"13";"0,01270755151121695";"7";"0,40909090638160706";"21";"1043";"0";"0";"9";"6"
"50461";"10";"4";"272";"7082,620890337681";"0,29388186828480767";"7";"0,3084458636646479";"0,00012804399670801646";"11";"3";"14";"0,019562870304156585";"16";"0,16025641560554504";"18";"1043";"0";"6";"8";"1"
